,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
51,Information Technology,Genesis10,NA,"
Genesis10 is currently seeking a Business Analyst II with our client in the SEO industry in their Mountain View, CA location. This is a 12 month + contract position.Description: Seeking a Business Analyst II You will provide strategic, analytical and technical support for the Business Intelligence activities for your team You will use your business acumen and technical knowledge to develop and deliver Business Intelligence solutions for your internal customers You will work with the business in understanding their evolving requirements You will also work closely with Engineering to deliver practical solutions of real business benefit, and design and develop your own prototype solutions
Responsibilities: Build JS-based dashboards for data reporting  Use APIs to automate system changes This person will provide strategic, analytical and technical support for the Business Intelligence activities for the team This person will use business acumen and technical knowledge to develop and deliver Business Intelligence solutions for internal customers This person will work with the business in understanding their evolving requirements Will also work closely with Engineering to deliver practical solutions of real business benefit, and design and develop own prototype solutions Top 3 daily responsibilities 	 Develop and enhance tools and scripts to scale and automate data pipeline and reporting infrastructures our vertical insights Implement tools and GUI's to manage processes and report/visualize system performances Implement data extraction scripts to retrieve and transform data from logs using SQL   
Requirements: Bachelors degree in any field 2-3 years of experience in statistical analysis using one of the following languages R, Python, SAS, or a similar tool  2-3 years of experience in SQL (Must be able to create queries from scratch) and data analysis  Proficiency in data reporting and dash boarding  Proven technical troubleshooting and performance tuning experience Tack-sharp analytical abilities, coupled with a strong sense of ownership, urgency, and drive Fluent written communication and verbal agility  Desired Skills: 	 Degree in Computer Science or a related field  1-2 years of experience leading short projects cross-functional teams  Familiarity with AppEngine, MapReduce, and JS programming  Unix/Linux shell scripting experience  Previous company experience is a huge plus   Able to work as a W2 employee of Genesis10 (no Corp-to-Corp)
If you have the described qualifications and are interested in this exciting opportunity, please apply!About Genesis10:Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives.  If you are a high performing business or IT professional with solid, referenced experience, we want to meet you.  Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations.  We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement – project after project.   To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com.  ""Genesis10 is an Equal Opportunity Employer, M/F/D/V”
",Contractor,2-3 years,Internet - ECommerce,"Mountain View, CA",$72.41 - $94.13 /Hour,Business Analyst II,NA
52,General Business,Infinity Consulting Solutions,Degree - 4 Year Degree,"
Job Description - Business Analyst
Business Analyst 

The Business Analyst will be primarily responsible for eliciting and capturing end-user technical requirements and translating them into groomed and estimated user stories. Additionally, the Business Analyst will have varying degrees of responsibility for managing the delivery of technology development and testing, acting as the Scrum Master within the organization.

The Business Analyst will join a cross-functional team of diverse staff at our client's world headquarters, working with IT staff, assorted project delivery staff, business intelligence analysts and a team of remote developers and testers offshore.
 
KNOWLEDGE, SKILLS, ATTITUDES, AND EXPERIENCE 

Bachelor's degree or equivalent work experience.
Three or more years of progressive related work experience as a Business Analyst
Software Development Life Cycle (SDLC)
Agile development practices
User story grooming and estimating
Managing small delivery teams
Familiarity working with offshore teams
Ability to work well under pressure.
Ability to work independently and perform multiple concurrent and diversified tasks effectively.
Strong interpersonal, written and oral communication skills.
Excellent written and verbal communication skills.
Excellent time management and organizational skills.
Dedicated team player, self-motivated and detailed oriented individual.
Strong problem-solving skills.
Proficiency with Microsoft Office Suite


Third Party Applications Will Not Be Considered
",Contractor,NA,Other Great Industries,"Evanston, IL",NA,Business Analyst,NA
53,"Executive, Government, Government - Federal",BCforward,NA,"
Business AnalystBCforward is seeking a highly motivated and experienced Business Analyst for their onsite requirement in Herndon, VA Job Description: Responsibilities: Position if within the government sector working with the postal service.Researches, designs, develops operates and maintains support services for existing and new business applications and/or information systems solutions through integration of technical and business requirements per standard HP IT process methodology (such as ITIL and ITSM). Includes identification, development and prioritization of support services according to business criticality. Applications and information systems solutions include both 3rd party software and internally developed applications and infrastructure. Responsibilities include, but are not limited to:
analysis of business requirements, configuration of 3rd party software implementation of infrastructure solutions, creation of documentation, testing and maintenance of applications, and support and maintenance of infrastructure and information systems. Works within the Information Technology function, obtaining resources and working in support of objectives and strategies. 
Participates in architecture reviews to ensure that solutions comply with standards and uses approved technologies. 
Typical customers are HP end users and various functional areas such as Supply Chain, Research and Development, Marketing, Finance, a business, or the company. 

Unique mastery and recognized authority on relevant subject matter knowledge including technologies, theories, or techniques. 
Contributes to the development of innovative principles and ideas. Successfully operates in the most complex disciplines, in which the company must operate to be successful.
Provides highly innovated solutions. 
Routinely exercises independent judgment in developing methods, techniques and criteria for achieving objectives. 
Develops strategy and leads large, cross-division functional teams or projects the affect the organizations long-term goals and objectives. 
May participate in cross-division, multi-function teams.

Bachelor's degree in Management Information Systems / Computer Science or equivalent experience and a minimum of 15 years of related experience or a Master's degree and a minimum of 10 years of experience. Leadership experience with infrastructure environments (e.g. operating system, hardware, data center, security, network, voice, end user and server / web related applications). Leadership experience with business IT applications (e.g. supply chain, customer relationship mgmt, HR, finance). 
Strong experience in scripting and / or programming language. Leadership experience with implementation, problem analysis and solutioning of infrastructure and business application environments. 
Master knowledge and experience with Information Technology Infrastructure Library (ITIL) Advanced Web Technologies. 
Ability to work independently with minimal direction * Bachelor's degree or equivalent 
 Location: Herndon, VA Duration: 1 year contract with strong possibility of extension or permanent placementWage: NegotiableWho to Contact: Victoria DiMarco How to Apply: About BCforwardBCforward began as an IT business solutions and staffing firm. Founded in 1998, BCforward has grown with our customers' needs into a full service personnel solutions organization. BCforward's headquarters are in Indianapolis, Indiana and also operates delivery centers in 17 locations in North America as well as Hyderabad, India and Puerto Rico. We are currently the largest consulting firm and largest MBE certified firm headquartered in Indiana. With 14+ years of uninterrupted growth, the addition of two brands (Stafforward and PMforward) and a team of more than 1400 resources our teams deliver services for multiple industries from both public and private sectors. BCforward's team of dedicated staffing professionals has placed thousands of talented people over the past decade, with retention rates that are consistently higher than the industry average. www.bcforward.comStay in the lead - Find the latest in Hot Job posts, tips to stand out in the crowd, and more! Join BCforward on Facebook today!www.facebook.com/bcforwardInterested candidates please send resume in Word format Please reference job code 59413 when responding to this ad.
",Full-Time,15 years,"Government - Civil Service, Healthcare - Health Services","Herndon, VA 20170","$80,000.00 - $120,000.00 /Year",Business Analyst,NA
54,Business Development,Eliassen Group,NA,"
Our client is a Boston-based financial investment firm that serves over twenty million customers. They employ tens of thousands of individuals and manage trillions of dollars in assets. With almost a century of experience, this financial services company is an industry leader, both nationally and globally. Our client is known for being a great place to work, and they are looking for a Business Analyst with Investment Compliance Systems experience to join their team. Responsibilities of the Business Analyst:  Responsible for validating rule results between legacy tool and new tool Comparison of rule results and reconciliation of differences Document and categorize test results Document and track defects Responsible for writing UAT test cases, smoke testing UAT test cases, and documenting test results  Requirements of the Business Analyst:  Strong experience with compliance system conversions Knowledge of compliance rule logic Strong experience as a business analyst, preferably in investment compliance Ability to perform function independently and manage deliverables Team player with keen attention to detail and strong organizational skills  Job ID: 305483 About Eliassen Group: Eliassen Group provides strategic talent solutions to drive our clients’ innovation and business results. Leveraging nearly 30 years of success, our expertise in IT staffing, Agile consulting, creative services, managed services, and life sciences enables us to partner with our clients to execute their business strategy and scale effectively. Headquartered in Reading, MA and with offices from coast to coast, Eliassen Group offers local community presence, deep networks, as well as national reach. For more information, visit http://www.eliassen.com. Eliassen Group is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Don’t miss out on our referral program! If we hire a candidate that you refer us to then you can be eligible for a $1,000 referral check!
",Contractor,NA,Employment - Recruiting - Staffing,"Smithfield, RI",NA,"Business Analyst, Investment Compliance Systems",NA
55,Information Technology,w3r Consulting,NA,"
Position: Lead IT Business Analyst  Location: Lisle, Illinois 60532 Duration: 9-months contract  Job Description:                               Scope:  Has wide-ranging experience, using professional concepts and company objectives to resolve complex issues in innovative and effective ways. Able to solve complex issues and problems; taking a broad perspective to identify solutions. Will be responsible for selecting best methods, techniques and evaluation criteria for obtaining results. Serves as a resource for best practices/quality on functional team. Determines methods and procedures on new assignments and may coordinate activities of other personnel, lead functional teams or projects, and serve as a best practice/quality resource.   Qualifications:  Must have at least 3 years of Lead experience At least 1 year automotive or commercial vehicle diagnostic service tools functional requirements. Bachelor’s degree and at least 8 years of business analyst experience OR Master’s degree and at least 6 years of business analyst experience OR * At least 10 years of business analyst experience   Mandatory Skills:  Experience in a technical role participating in or leading development teams Comprehensive knowledge/experience in complex client/server, network, multi-threaded applications and technology.  
",Contractor,Experience - At least 5 year(s),Manufacturing,"Lisle, IL",NA,Business Analyst Lead IT,NA
56,General Business,Advantage Resourcing,NA,"
Job Title:  Business Analyst - Anoka,  Job Description:  Advantage Resourcing is seeking a Business Analyst to work on a team at our client site in Anoka, MN.  The position is W2 with Advantage Resourcing, with all work taking place at our client site.    Job Description: Purpose: Working under general supervision to identify gaps between business objectives and systems scope by interviewing business owners, conducting research and drawing on own knowledge of applicable business systems and industry requirements in order to develop approved system enhancements.  Job Accountabilities  Coordinate and lead activities with business owners to gather detailed requirements through interviews, documentation and facilitated working sessions for projects and enhancements. Research government and other documentation to determine desired system behavior. Monitor business decisions and manage requirements documentation and communication. Lead analysis of requirements to determine the systems’ potential and define impact on other business units and systems. Support development and QA team members; ensure requirements are met. Create process models based on business requirements in order to determine the completeness of the information and process components. Organize and manage multiple assignments with competing priorities and deadlines, while adhering to departmental guidelines and expectations.  
 Additional Details:   Job ID: 319431 Dept ID: 10600 Location: Anoka, United States of America Industry: Information Technology / IT - Software Job Type: Temp Position Folder Group ID 13  Posted Date:4/6/2018 Domain:arna
",Contractor,NA,Employment - Recruiting - Staffing,"Anoka, MN",NA,Business Analyst,NA
57,General Business,Advantage Resourcing,NA,"
Job Title:  IT Business Analyst - Houston, TX Job Description:  Job Title:  IT Business Analyst – SAP SD Service contracts and Customer billing   Job Description:   We are looking for an experienced IT business analyst with broad experience in developing solutions to integrate our order management and service delivery functions to a vast array of modern customer centric sales motions. Looking for individuals who can innovate and take ideas from concept to implementation while providing leadership and direction to teams.   Responsibilities  • Develop and lead implementation of solutions in customer order billing and services contracts including installed base(functional location; equipment records)  • Establishes and maintains relationships with key tactical leaders and business implementation leads. Uses deep business knowledge of multiple businesses or sub- domains to drive engagement for major IT initiatives. Influences overall IT and business planning; engages in strategic business planning where there is IT impact.  • Actively participates in IT projects to ensure that business, function, and geography “customers” are included appropriately and ensures that they receive sufficient and timely communications.  • Develops request for proposals/quote, works to develop project proposals and statements of work, and other engagement activities with IT service providers.  • A preponderance of time is spent in strategic and creative problem solving. Demonstrates broad project leadership, impacting significant technical direction; exerts influence outside of immediate team and drives change. Applies in-depth or broad technical knowledge to various technology areas or functions. Performs solution design.  • Provides leadership to teams and integrates technical expertise and business understanding to create superior solutions for the company and customers. Consults with team members and other organizations, customer and vendors on complex issues. Mentors others in the business analysis community.    Knowledge and Skills  • Must have 10 or more years of experience developing complex information systems  • Must have 7 years of experience implementing SAP ERP/ECC/S4 systems with a focus on SD and Installed base functions such as sales order processing, pricing, billing and invoicing, Service contracts, functional location and equipment records  • Must have strong verbal and written communication skills; demonstrated influencing skills, high level of technical and team leadership skills and ability to partner effectively with business resources  • Must have understanding of modern software design patterns  • Ability to lead teams that design and document complex solution architectures from conceptual thru technical implementation  • Strong business process knowledge of complex supply chain or order processing at a global scale  • Experience with data management, governance, and cross application data mapping  • Implementation experience with eCommerce solutions with a focus on customer invoicing in a global deployment  • Experience working with multiple IT service providers and solution integrators preferred  • Must have experience working with multi-geography cross–functional teams.  Additional Details:   Job ID: 319333 Dept ID: 10581 Location: Houston, TX United States of America Industry: Information Technology / IT - Software Job Type: Temp Position Folder Group ID 13  Posted Date:3/30/2018 Domain:arna Contact: [Click Here to Email Your Resumé]
",Contractor,7 years,Employment - Recruiting - Staffing,"Houston, TX",NA,IT Business Analyst,NA
58,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 04860-9501196542Classification: Business AnalystCompensation: $70.00 to $75.00 per hourFor immediate consideration, please email your resume to [Click Here to Email Your Resumé] Candidates must be authorized to work in the United States. No C2C.

Responsibilities: • Design, build and implement maintenance and enhancement requests for newly launched tools and systems. • Participate in cross-functional teams as subject matter expert to support system enhancements, as well as on new development as either the primary Business Analyst or collaborating with other Business Analysts • Design and write specifications for new features and/or new releases according to business/client requirements. Act as a liaison with internal teams to ensure understanding of the design requirements.   • Support Business Requirements activities by providing end-to-end analysis for product and initiatives with respect to data requirements, data flows, data modeling, workflow context and design, and user interface designs • Author thorough, detailed, high-quality documentation of all aspects of the systems in question, including business requirements, use cases, and Business System Concept documents. • Evaluate data availability and assess the needs of the various business partners including local, regional, and global leadership to optimize the process and reporting • Partner with external vendors (e.g. salesforce.com) to ensure a focus on implementation of best practices around cross-system data continuity, data hygiene, and business process definition • Develop external and cross-functional relationships and work closely with internal stakeholders to develop insights for strategic and tactical decisions. Keep clients informed and engaged throughout the entire project lifecycle. • Recommend and implement centralized tools that internal teams can use to extract data/insights for daily business management in an automated manner. • Resolve requirements conflicts between business units or between business and technology. Qualifications: • Bachelor's degree (or equivalent) in a related field required. Master's Degree preferred. • 5+ years of experience as in Business Analyst in a similar industry • System/business analysis experience required. • Ability to coordinate and assist large teams in resolving complex analytical and technical issues. • Strong organizational skills, attention to detail and the ability to manage multiple projects with tight deadlines. • Excellent oral and written communication skills and ability to effectively communicate with internal and external contacts. • Excellent problem solver and independent thinker who has the ability to create innovative solutions • Strong analysis/quantitative skills and the ability to translate analysis into actionable tasks • Client focused, proactive and results oriented with ability to support clients across multiple location • Strong Access/Excel skills • Strong SQL skills • Knowledge of SFDC or other CRMTechnology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Full-Time,5+ years,"Computer Hardware, Computer Software","New York, NY 10007",$70.00 - $75.00 /Hour,Sr. Business Analyst,NA
59,Information Technology,"Neotecra, Inc.",Degree - 4 Year Degree,"

Hi,

We are actively hiring for IT Business Analyst II at Waltham, MA.

If interested, please respond back with your updated word format resume.No C2C/C2H. This position is on W2 only for US Citizens/ Green Card/ EAD.

 

Job Title: IT Business Analyst II

Location: Waltham, MA

Duration: 12+ Months

Job Description:

The IS/IT Cyber Security Business Analyst is responsible for assessing the business needs of the project, converting these into formal business requirements, and producing the documents that will allow the (remainder of the) project team to define, develop and implement a solution that will meet these needs. He/she will produce the Investment Proposal, Business Requirements, and the Total Cost of Ownership and provide input to a range of other project deliverables. 

Key Accountabilities: 

Delivery of analysis deliverables for medium and some large sized projects such as the investment proposal, business requirements document, and supporting analysis deliverables. 
Investigates work to determine business requirements and specify business processes, through improvements in information systems, information management, practices, procedures and organization change. Conducts investigations for strategy studies, business requirements and feasibility studies. 
Applies and monitors the use of required modeling and analysis tools. Methods and standards giving special consideration to business perspectives. 
Identifies stakeholders and their business needs. 


Knowledge & Experience Required: 

Good Leadership skills and a tracking record of ability to influence business or IS colleagues. 
Experience of undertaking roles in which analytical thinking is applied to produce business improvements within thecompany's Environment 
Knowledge of IS project development processes and wider organization units of IS is preferred but not mandatory 
An understanding of how the company is organized as a business, what the business functions do at a high level and how the company makes money 
Understanding of the purpose of business process teams and the new RIIO regulatory framework. 


Qualifications Required: 

Relevant business analysis qualification – e.g. working towards or has BCS ISEB Diploma in business analysis or similar qualification or experience that demonstrates analysis skills. 

Key Interfaces: 

Business Users 
IS Business Consultants 
Project Manager 
Solution Architects 
Partner resources 
IS Procurement, IS Finance, IS Service Delivery 


Core Business Skills: 

Commercial Awareness - Consistently takes into consideration commercial implications of actions when making decisions or setting objectives for self or others. 
Leadership & Team Working - Strongly demonstrates team working through sharing the workload to ensure the team meets its objectives. Keeps the team informed and up to date with relevant information and consistently is encouraging continuous improvement. 
Customer Focus - Shows depth of approach in communication with customers. Developing relationships with customers to address underlying needs and identify areas for improvement. 
Drive and Initiative - Without supervision will apply extra effort to meet the team’s objectives and deadlines. Demonstrates a strong determination to achieve business goals despite opposition. 
Business Analysis Techniques - Familiar with a broad range of modelling techniques. Works independently. Frequently provides advice/support to colleagues on areas of knowledge. Has proved competent to work on a few larger scale or more complex projects. Shows a desire to improve techniques and methods employed. Frequently demonstrates sound understanding of the key purpose of analysis activity. Can effectively analyse given information, identifying relevant relationships and resolving given business problems. Can independently pick up new analysis tools and techniques quickly. Analysis deliverables benefit from peer review but do not require significant rework Frequently demonstrates a sound understanding of the key objectives and strategies of the majority of business functions within the organization 
Information Capture - Demonstrates a sound knowledge of the appropriate information capture techniques appropriate for any situation. Works independently on information capture activities. Able to supervise others on the selection and use of appropriate techniques. Identifies the needs of different classes of stakeholders and knows how those needs would be catered for in the management of interviews, workshops, materials, etc. for such stakeholders. 
Communication Skills - Under minor supervision, conducts stakeholder analysis to understand communication preferences and certain characteristics. Occasionally applies analysis without supervision. Without supervision, regularly selects the most appropriate communication method based on goals and characteristics of the audience. Adapts templates to complete documents appropriate for the audience, with limited repetition of information. 
Business Process Improvement Skills - Analyses information gathered about current business processes and business aims to identify improvements at a project level, including balancing end-business aims with IS business aims. Is aware of wider issues including cultural, organisational and business constraints affecting options for change. Identifies potential alternative processes to achieve business aims. Helps assess the risks, costs, potential benefits and feasibility of the potential approaches. Facilitates cost estimation by obtaining information and costs from potential suppliers and from experience of previous projects. Prepares business cases for the recommended approach for medium sized projects. 
Project Management - Demonstrates the ability to produce plans to support the definition of schemes of some complexity. Regularly supports project control techniques, sometimes unsupervised. Identifies and manages risks associated to the project including mitigating actions and running risk workshops. 

If interested, please respond back with your updated word format resume or apply for this job for complete details.
 
Regards
Dev
",Contractor,Experience - 3 to 8 years,Energy - Utilities - Gas - Electric,"Waltham, MA",NA,IT Business Analyst II,Travel - None
60,Automotive,Brightwing,Degree - 4 Year Degree,"
The Business Analyst will assist with data management deliverables and collect and analyze business process models/mapping, among other responsibilities.Responsibilities:Assist with data management deliverables.Collect and analyze business process models/mapping.Correlate business processes to dataflow and systems diagrams.Maintain consistent communication with business partners.Coordinate and facilitate working sessions and meetings with Business Units and technical teams.Coordinate project deliverables and execution.Summarize and document meeting notes.Maintain documents, content, and related artifacts on company portal.Requirements:Bachelor's degree in Business Information Management or related field.Proficiency in Microsoft Office Suite, including Visio and Microsoft SharePoint.Business process management principles and standards, best practices, and industry standards.Business process modeling and analysis experience.Excellent verbal and written communications skills.Ability to tailor communications to various levels of audiences.Exceptionally strong organizational skills and attention to detail.Ability to lead/facilitate discussions and gather requirements.Analytical, self-motivated, and resourceful.Enterprise business architecture principles and standards preferred.Standard Business Process Modeling Notation (BPMN) preferred.Experience in business process modeling tools such as ER/Studio Business Architect preferred.Data flow and data mapping preferred.Data management principles and disciplines preferred.Understanding of Big Data platforms (e.g., Hadoop, HDFS, etc.) preferred.
",Contractor,NA,Automotive - Motor Vehicles - Parts,"Plano, TX",NA,Business Analyst,NA
61,General Business,"UNICON International, Inc",Degree - 4 Year Degree,"
We are currently accepting resumes for a   Business Analyst in Torrance, CA.The selected candidate will perform the following duties:- Gathers, refines, and validates complex business requirements, interdependencies, potential risks and issues- Analyzes business partner's operations to understand their strengths and weaknesses to determine opportunities to automate processes and functions- Assists in the business process design or redesign and documentation as needed- Translates high level business requirements into functional specifications and manages changes to such specifications- Facilitates communication and gains commitment between business units to align solutions with business strategies- Develops complex business cases- Works on multiple projects as a project team member, at times as a project leader- May coach and mentor less experienced staff- Assists with facilitating project governance and corporate priorities- Assigned to units of work, varies from enhancements to team member on a large project- Responsible for gathering requirements, functional and detailed analysis/design, testing (unit, integration, system, user acceptance), implementation, documentation, warranty- Provide status to Project Manager/Lead, as needed- Analysis/Design roughly 30-40%, Development (code, unit test, int test, system test, UAT, Implement, Warranty) roughly 60-70%Required Skills and Experience: - Bachelor's Degree in Computer Science, Information Systems, Business Administration, or other related field or equivalent work experience- In depth knowledge of business requirements and corporate priorities- Advanced ability to gather/refine complex business requirements, recommend or make decisions on business requirements/interdependencies- Advanced ability to develop complex business cases- Advanced ability to present complex positions and strategies for business decisions, processes and plans- In depth knowledge of compliance principles- 5 to 7 years of relevant technical or business work experienceUNICON International, Inc. is an Equal Opportunity Employer. If you are interested in working for an organization where honesty, integrity and quality are among the core principles then click apply today! Keywords: business analyst, requirements#CB#
",Contractor,Experience - 5 to 7 years,Employment - Recruiting - Staffing,"Torrance, CA",NA,Business Analyst,NA
62,"Information Technology, Consultant, Other",pcr-staffing,Degree - 4 Year Degree,"

Ecommerce Business Analyst 

 

This position will support the E-Commerce team.

 

Our client is transforming as a business and this person will help instill common eCommerce processes across all of our global businesses. This will be a great mix of challenge and opportunity for someone who understands how to influence others indirectly, and who enjoys putting the pieces together to create and disseminate a strong eCommerce process. If that sounds like you, then send your resume today

 

 

This is a 12 month contract role for our Charlotte  NC area based client- This role will be onsite at a client site , no remote- 

 

To be a strong fit for this opportunity you will have:

• 8+ years of experience gathering and documenting requirements, writing user stories with at least 5+ years in eCommerce space

• 3+ year of SaaS based eCommerce platform (Onboarding supplier, Data Acquisition, Product Catalog, Order Management, Payment, Settlement) 

• Manage and conduct requirements gathering, stakeholder interviews and initial discover work.

• Provide fit-gap analysis of the business processes and requirements against the out of the box fitment in eCommerce platform.

• Hands on experience in both B2B & B2C business processes

• Developer business process redesign, roadmap planning and developing proof-of-concepts

• Prepare detailed requirement specifications, functional specifications, use case and work-flow diagrams and manage the requirements throughout the project lifecycle

• Prepare training materials appropriate for target audiences and developed solution and conduct training sessions

• Lead testing efforts in conjunction with the Project or QA Manager, including the design and execution of test scripts and scenarios

 

This is a 12 month contract role for our Charlotte  NC area based client- This role will be onsite at a client site , no remote- 



Required:

• 8+ years of experience gathering and documenting requirements, writing user stories with at least 5+ years in eCommerce space

• 3+ year of SaaS based eCommerce platform (Onboarding supplier, Data Acquisition, Product Catalog, Order Management, Payment, Settlement) 

• Manage and conduct requirements gathering, stakeholder interviews and initial discover work.

• Provide fit-gap analysis of the business processes and requirements against the out of the box fitment in eCommerce platform.

• Hands on experience in both B2B & B2C business processes

• Developer business process redesign, roadmap planning and developing proof-of-concepts

 

 

",Contractor,Experience - 3 to 8 years,"Healthcare - Health Services, Internet - ECommerce, Computer Software","Charlotte, NC",$55.00 /Hour,Ecommerce Business Analyst,NA
63,Information Technology,NA,Degree - None,"

Job Title: Senior Business AnalystLocation: San Ramon, CADuration: Long Term contractJob Description:-          Role requires requirements documentation to support the implementation of the Bank Master Data Management platform-          Define configuration specifications and business requirements-          Define reporting and alerting requirements-          Own and develop relationship with partners, working with them to optimize and enhance our integration-          Help design, document and maintain system processes-          Communicate key insights and findings to project team-          Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer


Skills Requirement:-          7 – 10 years as a Business Analyst-          Candidate must have prior knowledge of MDM implementations-          Candidate with Compliance, BSA/AML experience a plus-          Previous experience in Business / Systems Analysis or Quality Assurance-          A degree in IT / Computer Science-          Proven experience in eliciting requirements and testing-          Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools-          Solid experience in writing SQL queries-          Basic knowledge in generating process documentation-          Strong written and verbal communication skills including technical writing skills
",Contractor,Experience - 8 to greater than 15 years,Banking - Financial Services,"12935 Alcosta BoulevardSan Ramon, CA 94583",NA,Senior Business Analyst,Travel - None
64,Information Technology,ALTA IT Services LLC,Degree - Graduate Degree,"
We are seeking a Senior Business Analyst to serve as the primary interface to business users, to assist the software development team in understanding the business processes, workflows, and information requirements of the users.  The Business Analyst will primarily serve in the support of future applications, specifically within the .NET and SQL environments, and the requirements analysis process.
 


Write and conduct analysis on business requirements and system requirements (functional and non-functional) and other project and technical documentation


Create process diagrams based on business requirements


Perform Software Quality Assurance


Create other project related documentation


Utilize SQL tools for information gathering and reporting


Create conceptual system prototypes and mock-ups


 



US CITIZENSHIP (based on government agency requirements)


Masters Degree


10+ years of experience supporting software development projects


7+ years of business and technical requirements gathering


Good communication skills to interface with stakeholders 


Experience creating complex SQL queries 

Experience supporting the implementation of software in a banking or financial environment 

Desired: Understanding of FISMA & 508 compliance 




Email [Click Here to Email Your Resumé] for immediate consideration
",Full-Time,Experience - 10 to greater than 15 years,Computer Software,"1709 New York Avenue NorthwestWashington DC, DC 20006","$115,000.00 - $135,000.00 /Year",Sr Business Analyst,Travel - None
65,Information Technology,"Neotecra, Inc.",Degree - 2 Year Degree,"
Hi,



We are actively hiring for Business Analyst at Brooklyn, NY.



Please find the details below. If interested, please respond back with your updated word format resume. No C2C/C2H. This position is on W2 for only US Citizens.



Job Title:  Business Analyst

 

Location: Brooklyn, NY

 

Duration: 30+ Months

 

Job Description:

The Client IT Program Management Office is seeking a temporary consultant to perform business, system and workflow analysis; develop specifications, User Acceptance Test (UAT) scripts and documentation in compliance with Client standards and procedures, and assist in testing systems interfaces to deliver a new 3rd party cloud based software solution to the internal business client.


RESPONSIBILITIES






Perform analysis of business processes, business and system requirements for the configuration and implementation of a new software application that supportsthe internal client business requirements







Employ structured modeling techniques and tools to describe business functions, processes, workflows, information and technology designs







Develop and maintain PDLC (Project Development Life Cycle) artifacts and gate review documentation for program development activity in a timely and high quality manner







Update and maintain MS Project schedules on weekly basis







Document As-Is and To-Be process flows for existing and future systems




 Requirements
REQUIREMENTS:

Documents detailing: (PDLC artifact documents including:)

1.      Business Requirements documentation

2.      System functionality and business process documentation

3.      Meeting agendas and minutes

4.      Test Cases, Test Plans and scripts

5.      Risk Matrices

6.      Budget tracking and variance reporting

7.      Status Reports and Action Item Logs

 

REQUIRED EXPERIENCE & EDUCATION

·         Excellent oral and written/presentation communication skills

·         Proficiency with Microsoft Office 2013 (Word, Excel, PowerPoint)

·         Experience and proficiency creating and maintaining MS Project schedules



·         Strong inter-personal skills including ability to work with internal and external/vendor business and technical staff, at all levels of each organization.

",Contractor,Experience - 5 to 10 years,Transportation,"Brooklyn, NY",NA,Business Analyst,NA
66,Information Technology,MDI Group - IT Workforce Solutions for What's Next,NA,"
Business Analyst Atlanta, GA Contract MDI Group is seeking a Business Analyst for our Client in Atlanta. This position will be part of a team that is dedicated to helping the Client plan for and recover from business disrupting events. Required Skills & Experience:   5+ years of experience in Enterprise Resiliency including Business Continuity, Disaster Recovery & Crisis Management Capable of working collaboratively in a challenging, dynamic and global environment Strong track record in developing, implementing and refining Enterprise Resiliency processes Demonstrated success working with a global Enterprise Resiliency program Solid Enterprise Resiliency repository tool management experience Experienced in meeting goals in a fast-paced environment with rapidly changing needs Skilled at preparing risk readouts and reporting at all levels of the company from operational efforts through to Executive and Board level presentation materials Bachelor's Degree or related industry (or equivalent experience)  Reach out to MDI Group to learn more about this excellent opportunity. 
",Contractor,5+ years,Other Great Industries,"Atlanta, GA",NA,Business Analyst,NA
