,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
45,Information Technology,Medix,NA,"
Summary of Position Responsibility The Business Intelligence Team Lead collaborates across all levels of the agency from the C-Suite to the operational/transactional levels to define/understand data and reporting needs and propose BI, Data and Reporting services and solutions. The Business Intelligence Team Lead oversees the design, development and delivery of attractive, easy to use, reports, dashboards, and self-service BI and analytics capabilities. In addition, the Business Intelligence Team Lead serves as the team leader for BI programming staff and BI Analysts within the Business Intelligence team.Essential Duties and Responsibilities 
Working in collaboration with the VP of IT, project managers and business leads, oversees the BI project portfolio to ensure work is getting done timely and to quality standards; projects are appropriately aligned with agency goals and resources are allocated as needed
Researches/evaluates and makes recommendations for new BI technology and tools that are aligned with the agency's strategic goals and tactically improve business intelligence efficiency and effectiveness in meeting the needs of customers and stakeholders
Responsible for managing a BI team of 4 people; provides supervision and oversight to the BI team including BI analysts and BI programmers; this includes performance management, goal setting, planning and issue resolution within the department. This also includes developing standards and processes to enhance the overall BI service provided to the agency and its stakeholders
Works in collaboration with IT department to standardize department tools and cross train programmers to cover diverse areas/systems of the agency (i.e., helps eliminate silos of knowledge / expertise)
Serves as the BI team 'business liaison' providing stakeholder relationship management across the agency to include priority setting, developing agency-wide BI competence within the business and aligning the BI service to support various agency and departmental priorities
Provides data analysis insights to the agency by providing data and reports but also through aligning data services with the agency goals
Serves as champion, trainer and mentor for BI super-users to equip them with tools and techniques to do their own querying of key data sets pertinent to their role in the agency
Reviews, analyzes, documents and evaluates end user data/reporting needs and recommends/implements solutions
Drafts detailed reporting requirements and the steps/plan required to deliver the solution; works with project managers, analysts, stakeholders and programmers to deliver the solution
Plans and prepares documentation to outline assumptions and methodology used to arrive at BI solutions as part of the requirements gathering process and overall report development methodology
Serves as both project manager and doer managing the entire report/solution workflow to include gathering and documenting requirements, building and testing the solution and ultimately delivering and deploying the solution in the production BI environment.
Under minimal supervision, has responsibility for various aspects of difficult projects that require originality and ingenuity
Maintains the status of the team's project status, barriers, risks, and the rewards associated with pursuing specific solution pathways
Helps answer top-level business questions by harvesting and converting data into management insight
Performs other related duties and projects as business needs require at the direction of management
Reference number: 69202

Job Experience Required•5 years' experience working on a BI team as an analyst and/or programmer, building reports and reporting and BI solutions based on business goals and requirements•5 years' experience working with users to gather and document requirements for reports and building reports in a Microsoft environment•Experience participating in or leading a Business Intelligence team or project to deliver reporting and BI solutions based on customer needs•5 years' experience using query and BI tools to extract data from source systems to present to users in friendly formats like Excel, Crystal Reports, PDF etc.•Prior experience working with EMR and clinical systems in a healthcare agency is preferred•Prior experience in the hospice or healthcare industry is preferred •Prior supervisory experience, project management or team lead experience is preferred Specialized Competencies (Skills, Abilities, and Behaviors) Required•Intermediate to advanced knowledge of SQL Server Management studio to manage databases and build SQL-based reports and solutions•5 years SQL programming experience in a Microsoft environment, ideally using SQL Server Reporting Services, (SSRS) SQL Server Integration Services (SSIS), Power BI and SharePoint etc.•Knowledge of relational and dimensional database design and development techniques in operational reporting and Business Intelligence environments•Familiar with building Data Warehouses and Data Marts using dimensional data and ETL processes to build BI platforms and environments for self-service and advanced analytics and BI tools•Experience working with Data Visualization tools like Power BI, Tableau etc.•Experience exporting data from SQL data sources and manipulating in Microsoft Excel and other tools to meet data consumption and analysis needs of the business •Strong attention to quality control in a data reporting and Business Intelligence environment ensuring data and reporting accuracy, integrity and security•Eager to assist fellow co-workers in reviewing their program logic and testing data to make sure it meets end-user requirements/expectations
",Full-Time,5 years,Healthcare - Health Services,"Chicago, IL",NA,Business Intelligence Team Lead,NA
46,"Government, Information Technology, Other","Maximus, Inc.",Degree - High School,"
The Sr. Data Analytics Engineer is responsible for leading the successful delivery of business intelligence information to the entire organization. The Sr. Data Analytics Engineer is experienced in BI development and implementation, data architecture, ETL layers, performance tuning and data delivery and interpretation. Emphasizing effective collaboration with key stakeholders, the Sr. Data Analytics Engineer is responsible for the assessment of business requirements, collection and identification of technical specifications, and the subsequent development of technology solutions. The Sr. Data Analytics Engineer works to develop an integrated view of the BI team using a repeatable approach, cohesive framework, and industry standards with an emphasis on MicroStrategy and Pentaho Data Integration as core development tools. The Sr. Data Analytics Engineer has deep theoretical and practical knowledge of the Systems Development Life Cycle (SDLC) activities specific to data integration and analytics. The Sr. Data Analytics Engineer is expected to apply independent judgement and initiative in carrying out assigned tasks and will function as a lead and mentor to a team of developers. In addition, the Sr. Data Analytics Engineer works collaboratively with other analysis and development teams to create standards and best practices for BI solutions.  Essential Job Duties:
Design architecture, and development, including: BI, database, ETL, application, and system
Gather and document business and system requirements
Analyze requirements to design and develop optimal BPM and BI solutions
Provide training and consulting for various technical and non-technical internal teams
Produce work breakdowns and task estimates (scoping and tracking activities)
Produce and document standard and best practices
Provide level 3 support for production systems
Oversee junior and mid-level staff
Perform other duties as assigned by management
This is a remote position that requires working from a home office; candidates may be located anywhere in the US.
 Education and Experience Requirements:
Bachelor's degree from an accredited college or university required: Preferably in the fields of Computer Science, Engineering, Management Information Systems, Mathematics, Statistics, or another related field. Equivalent years of experience considered in lieu of degree
Master's degree preferred
8+ years of related technical experience required
5+ years of experience in database development and tools such as data mining, OLAP, ETL, data modeling, complex SQL queries, performance tuning, and Oracle 11g+ PL/SQL database development (DDL, DML, stored procedures, etc.) required
3+ years experience in designing BI solutions, preferably in the healthcare industry
2+ years experience in reporting or MicroStrategy, and application presentation layer experience
Expert database skills including complex SQL queries, performance tuning, and Oracle 11g+ PL/SQL database development (DDL, DML, stored procedures, etc.)
Proven track record of successfully delivering BI and/or data warehousing projects
Strong relationship management skills with the ability to interface effective with all organizational levels: users, team members, and management
Flexible and willing to undertake a wide variety of challenging tasks
Ability to apply architectural principles to business solutions
Extensive experience using planning and deploying either Business or IT initiatives (preference for both)
Experience using high level language/framework (e.g. J2EE, .NET, etc.) to develop solutions
Strong skills in design and implementation of logical and physical data models (including OLTP, Star, and Snowflake schema's), with knowledge of best practices
Excellent development and testing skills (including test planning and execution)
Ability to produce high quality documentation of business and system requirements, system design, data architecture, and training materials
A committed and diverse workforce is our most important resource. MAXIMUS is and Affirmative Action/Equal Opportunity Employer. MAXIMUS provides equal employment opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status or disabled status. 

This is a remote position that requires working from a home office; candidates may be located anywhere in the US.•Bachelor's degree from an accredited college or university required: Preferably in the fields of Computer Science, Engineering, Management Information Systems, Mathematics, Statistics, or another related field. Equivalent years of experience considered in lieu of degree•Master's degree preferred•8+ years of related technical experience required•5+ years of experience in database development and tools such as data mining, OLAP, ETL, data modeling, complex SQL queries, performance tuning, and Oracle 11g+ PL/SQL database development (DDL, DML, stored procedures, etc.) required•3+ years experience in designing BI solutions, preferably in the healthcare industry•2+ years experience in reporting or MicroStrategy, and application presentation layer experience•Expert database skills including complex SQL queries, performance tuning, and Oracle 11g+ PL/SQL database development (DDL, DML, stored procedures, etc.)•Proven track record of successfully delivering BI and/or data warehousing projects•Strong relationship management skills with the ability to interface effective with all organizational levels: users, team members, and management•Flexible and willing to undertake a wide variety of challenging tasks•Ability to apply architectural principles to business solutions•Extensive experience using planning and deploying either Business or IT initiatives (preference for both)•Experience using high level language/framework (e.g. J2EE, .NET, etc.) to develop solutions•Strong skills in design and implementation of logical and physical data models (including OLTP, Star, and Snowflake schema's), with knowledge of best practices•Excellent development and testing skills (including test planning and execution)•Ability to produce high quality documentation of business and system requirements, system design, data architecture, and training materials
",Full-Time,Experience - At least 5 year(s),"Government - Civil Service, Other Great Industries, Social Services","Brackettville, TX",NA,Senior Engineer - Data Analytics,NA
47,Other,Apex Systems,NA,"
Job #:   840744 Apex Systems, the Nations 2nd Largest Staffing Firm is looking for a Sr. Business Intelligence Analyst for one of our clients in Ft. Lauderdale, FL. This is a contract-to -perm position and candidates must be US Citizens or Green Card Holders.  If you are a Sr. Business Intelligence Analyst and are looking for a new opportunity at this time, please send an updated version of your resume to Daniel Perez - [Click Here to Email Your Resumé].  Senior Business Intelligence Analyst The Business Intelligence & Analytics Team are talented employees and the drivers of analyzing, designing, developing, testing, debugging, implementing and integrating new or existing BI & Analytic applications into the technical infrastructure and existing business processes. This includes the creation of reporting, dashboards and analytical data structures for application reporting and end user data consumption allowing them to identify trends and insights. This position will work with Business Intelligence (BI) and analytical tools and systems that help end users analyze data in a data warehouse, data mart, data lake or other data storage facility. This candidate will add value by designing and writing scripts, managing the data extraction, transformation, movement, loading, cleansing, and updating processes. This candidate will also drive efficiency by working with application vendors for issue resolution, and provides technical leadership to his/her team and customers. This role will use a solutions-oriented approach and high work ethic, along with excellent communication and process management skills, to mentor internal customers and teammates on analytic tool usage and data modeling practices.   Job Overview This position works with Business Intelligence (BI) tools and analytic applications that help end users analyze data in a data warehouse, data mart or other data storage facility. Employees in this role possess an intimate knowledge of the business data and its use in a business context and act as a facilitator to perform business process analysis. Successful candidates are an expert in one or more BI tools. Job Duties & Responsibilities •  Works with business unit personnel and business requirements analyst to understand and prioritize user requirements •  Works with application vendor as well as licensing of the application •  Consults and/or designs and implements reporting and analytical data structures for application reporting and end user data consumption •  Helps develop end user training and business-orientated metadata definitions •  Performs other job-related duties as assigned Required Qualifications  Experience with the Microsoft Business Intelligence Suite of products  SSAS, SSRS, SSIS, SSQL Power BI   Dimensional data modeling and design expertise in an enterprise data warehousing environment Ability to translate business requirements into efficient data models (both physical and virtual) to meet both specified and anticipated business needs.  Strong administration skills both at the OS and application level of our BI Tools Knowledge of Agile delivery methodology Experience in integrating complex, cross-corporate processes and data models, and/or designing strategic metrics and scorecards Azure Analysis Services and API knowledge ETL/ELT Tools like Informatica and Sqoop knowledge Excellent communication and interpersonal skills, able to effectively influence at all levels of the organization, solutions-oriented mindset and a strong team player  *Candidates must be able to pass a background and drug test *Please note that as a contract employee of Apex Systems, you’d be eligible for Health, Dental, Vision and Life Insurance; Short Term Disability; Hospitalization Coverage; Direct Deposit; Weekly Pay Periods; Training and Development Programs; and our Referral Program.* EEO Employer Apex is an Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at [Click Here to Email Your Resumé] or 844-463-6178.   
",Contractor,NA,Other Great Industries,"West Palm Beach, FL",NA,Senior BI Analyst,NA
48,"Media - Journalism - Newspaper, Strategy - Planning",TEGNA,NA,"
TEGNA is seeking an experienced and hands-on Senior BI Developer for the Business Intelligence department.  The ideal candidate will be responsible for BI ‘cradle-to-grave’ development, from acquiring and aggregating data from multiple sources, designing and building analytic data marts, to creating and prototyping reports and rich visualizations thus providing business users the ability to turn data into actionable information. This role requires a strong familiarity with transactional and data warehouse/ database concepts; strong SQL skills and the ability to build BI platforms from scratch. Even more importantly, the ideal candidate should be comfortable in working with business users and the BI team to collaborate and innovate iteratively to develop solutions which meet user needs without having the benefit of documentation or user specifications.
 
Responsibilities:

Leading the entire data mart build and report/dashboard development lifecycle, including designing and planning, developing, debugging, monitoring and troubleshooting BI solutions
Conducting data discovery, analysis, and profiling of data, validating business requirements, providing inputs into functional design, and identifying data quality or integrity issues
Coding relational and multidimensional database queries, creating and deploying reports and maintaining database servers
Performing data mining, analysis, and ad-hoc reporting requests using reporting tools
Demonstrating strong analytical and problem-solving skills; a strong analytical data model design background preferable
Supporting, maintaining and enhancing existing BI solutions and associated reporting; active follow up and timely communication to end users


 Requirements:

Bachelor’s or Master’s Degree in Computer Science, Mathematics, Engineering, Information Technology or related field/equivalent experience with proficiency in Microsoft Office suite
6+ years of industry experience in all aspects of designing, developing and supporting Analytics/BI environments
Extensive experience with data modeling concepts, including Star and Snowflake schemas and OLAP is required
Extensive experience with Microsoft SQL Server databases and related ETL tools such as SSIS is required
Experience with working in cloud environments such as Amazon Web Services is required
Experience with one or more visualization tools such as Tableau, COGNOS, Crystal, Excel, etc. is required
Experience with web technologies such as ASP.NET, VB.NET, Java, etc., a plus
Proven ability to perform high quality technical documentation and presentations; have ability to discuss technical issues to non-technical audience is required
Experience with disparate and high-volume data environments and ability to navigate complex business logic from scratch preferred
A team player and self-starter with good communication skills and ability to work independently and as a part of the team


About TEGNATEGNA Inc. (NYSE: TGNA) is an innovative media company that serves the greater good of our communities. With 47 television stations and two radio stations in 39 markets, TEGNA delivers relevant content and information to consumers across platforms. It is the largest owner of top 4 affiliates in the top 25 markets, reaching approximately one-third of all television households nationwide. Each month, TEGNA reaches 50 million adults on-air and approximately 35 million across its digital platforms. TEGNA has been consistently honored with the industry’s top awards, including Edward R. Murrow, George Polk, Alfred I. DuPont and Emmy Awards. TEGNA delivers results for advertisers through unparalleled and innovative solutions including OTT local advertising network Premion, centralized marketing resource Hatch, and G/O Digital, a one-stop shop for local businesses to connect with consumers through digital marketing. Across platforms, TEGNA tells empowering stories, conducts impactful investigations and delivers innovative marketing solutions. For more information, visit www.TEGNA.com.
TEGNA Inc. is a proud equal opportunity employer. We are a drug free, EEO employer committed to a diverse workforce. We encourage and consider all qualified candidates regardless of race, color, religion, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, enrollment in college or vocational school, political affiliation, veteran status or genetic information.
 
",Full-Time,6+ years,Other Great Industries,"McLean, VA",NA,Senior Business Intelligence Developer,NA
49,Other,"ITAC Solutions, LLC",Degree - 4 Year Degree,"
Job Type: Direct-Hire
Pay Rate: Up to $85,000.00 per year, DOE
In this job, here are some of the duties to be performed: ITAC Solutions is targeting a Business Intelligence Reports Developer who is skilled in developing high-level solutions to present data from multiple systems and models. This BI developer will analyze sources of data, determine optimal reporting methodologies, and present the information to delivery teams. The candidate will work collaboratively with both business owners and technical subject matter experts to translate user requirements into tangible data requirements and associated conceptual and logical data models.
Education: Bachelor's Degree
(Required)
To be considered for this job, candidates may be required to have the following skills and experience: 
Bachelor’s degree or equivalent certifications/experience required
5 years of Business Intelligence application delivery using the Microsoft Business Intelligence stack (SSIS, SSAS, SSRS, SQL Server, Power BI) required
Experience in relational and dimensional data modeling required
Considerable knowledge of Enterprise Information Management concepts. Considerable knowledge and experience designing and developing data models to support business intelligence applications.
SQL Database experience required. (T-SQL preferred)
Experience with Agile and Waterfall methodologies
Hands on experience with Microsoft SQL Server preferred.  SQL Server 2008 R2/2012 a plus

Company Overview: We’re in the business of connecting professionals with employment/career opportunities
in fields such as accounting and finance, technology, engineering, office administration, marketing, sales and just about any other position from the front desk to the corner office.
Whether your need is for temporary or contract employment or for full-time employment, our goal is to help you make the right connection. Think this posting is a perfect match for your
experience, skills, and qualifications? Apply below! If this job isn’t for you but sounds like a great opportunity for someone you know, please share with a friend.

",Full-Time,5 years,"Accounting - Finance, Internet - ECommerce","Birmingham, AL",NA,BI Reports Developer,NA
50,Information Technology,Kforce Technology,NA,"
RESPONSIBILITIES:Kforce has a client seeking a Senior Business Intelligence Developer in Sarasota, Florida (FL).Summary:This position requires in-depth knowledge of the core concepts of Kimball data warehousing and Microsoft business intelligence reporting and analytics. This is an end to end data solutions delivery position which includes ETL development, reporting, dashboard and visualization development, data analysis and production support of delivered solutions.Essential Duties:
 Responsible for the design, development and implementation of Business Intelligence solutions in an Agile Development environment using the Microsoft BI Stack on SQL Server 2016 Enterprise (SSIS, SSRS, SSAS and Power BI)
 Develop data warehouse systems to support reporting and analytics using SSRS and Power BI
 Develop ETL processes using SQL and SSIS
 Demonstrate collaborative skills working within an Agile project team
 Identify opportunities in business processes, system capabilities and delivery methodologies for continuous improvement with an emphasis on DevOps
 Evaluate existing systems and help define the ETL processes for transforming data from heterogeneous source systems to a data warehouse
 Maintain technical documentation for Business Intelligence processes



REQUIREMENTS:
 Bachelor's degree in Computer Science, Engineering, Mathematics or related area
 Microsoft certifications in SQL Server or BI Stack a plus
 5+ years of experience developing reporting and analytics solutions with Microsoft SQL Server 2012 or higher version
 5+ years of experience using T-SQL to build stored procedures, views, functions
 5+ years of experience developing ETL processes with SSIS in a data warehouse environment
 5+ more years of experience building reports with SSRS
 Experience working in an Agile development environment
 Knowledge of data quality, data profiling and data cleansing techniques
 Excellent listening skills, interpersonal skills, ability to analyze data and test data against business rules
 Experience with in-memory data visualization tools such as Power BI, QlikView or Tableau a plus
 Experience with working in a cloud environment such as AWS or Azure a plus
 Experience working in the Financial Services or Retail industry a plus

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
",Contractor,5+ years,Accounting - Finance,"Sarasota, FL 34232",NA,Senior Business Intelligence Developer,NA
51,Information Technology,Vaco Financial,NA,"
Put your IT Development / Engineer skills to work with us and experience the Vaco Advantage! Experienced Software Developers-our client has an immediate opportunity for a Microsoft SQL Server BI Developer; don't let your resume get lost in the shuffle! At Vaco, we give you an advantage over your competition! Our recruiters have direct relationships with IT hiring managers, so they can connect your work experience to the open job-promoting your strengths to the manager while preparing you for that specific interview.Our recruiters will provide you with great insight about trends in the information technology market - keeping you up to date on compensation expectations, company culture, and growth opportunities. If your background is in IT as a Microsoft SQL Server BI Developer and you want to partner with the best, apply today!JOB DESCRIPTIONSummary/ObjectiveThis candidate will develop Power BI data models and visualizations, building input queries for Power BI, building and diagnosing SQL queries from source data, and experience with data storytelling approach to dashboard and report design. You will also be responsible for the implementation, configuration, maintenance, and performance of critical SQL Server RDBMS systems, to ensure the availability and consistent performance of our corporate applications. This is a ""hands-on"" position requiring solid technical skills, as well as excellent interpersonal and communication skills.Primary Functions
Lead the architecture, design and development and optimization of corporate and ad hoc reports, primarily focused on Microsoft Power BI.
Create visualizations and dashboards using Microsoft Power BI, working with DAX and/or MDX.
Utilize T-SQL to optimize queries and ensure that reports are running as efficiently as possible.
Use SQL Server Integration Services (SSIS) or work with database development team to develop, troubleshoot and optimize ETL packages as well as SQL packages.
Collaborate with internal stakeholders and run point with gathering and defining requirements for corporate reporting and ad hoc reports.

",Full-Time,Experience - At least 5 year(s),Other Great Industries,"Springdale, OH",NA,Microsoft SQL Server BI developer,NA
52,Information Technology,Uline,Degree - 4 Year Degree,"
Sr. Business Intelligence Developer


Uline – Shipping Supply Specialists

""The people I work with are as passionate as I am."" 
""I came to Uline for a job. Instead, I found a career."" 

Uline is North America's leading distributor of shipping, packaging and industrial supplies. We're a family-owned company known for our incredible customer service and quality products. Our people make the difference.

We're looking for the best and brightest to take our IT department to the next level. If you have passion and expertise in Java and .NET development, database modeling, business systems analysis, or solution architecture, Uline is the company for you.


Uline seeks a Sr. Business Intelligence Developer at its Corporate Headquarters in Pleasant Prairie, Wisconsin (south of Milwaukee).

SR. BUSINESS INTELLIGENCE DEVELOPER RESPONSIBILITIES

Design and develop enterprise and departmental business intelligence, data warehousing and reporting solutions.
Work with business users to establish reporting and analytic requirements.
Translate business requirements into ETL and report specifications.
Develop and implement ETL processes, reports and queries in support of business analytics.
Develop and implement interactive analytic reports and dashboards.
Provide technical and business knowledge support to the team.
Compile ad-hoc data and report requests.
Ensure effective communication of user requirements. 


SR. BUSINESS INTELLIGENCE DEVELOPER MINIMUM REQUIREMENTS

Bachelor's degree in IT or related major.
5+ years related experience.
Excellent knowledge of database design, SQL, data warehousing and IBM Cognos BI.
Strong knowledge of Microsoft BI technology (SSRS, SSIS, SSAS).
Ability to facilitate meetings and delegate responsibilities.
Available for travel to Uline's domestic and international branches.


SR. BUSINESS INTELLIGENCE DEVELOPER BENEFITS 

Complete insurance coverage – medical, dental, vision, life. 
401(k) with company match. 
Generous paid time off. 
Tuition reimbursement. 
3 bonus programs.


Please visit www.uline.jobs to learn more about our job openings and benefits package.


HOW TO APPLY

Please click the “APPLY"" button to submit your resume for immediate consideration! 

EEO/AA Employer/Vet/Disabled
Uline is a drug-free workplace
Skills Requirements: 
MIS, INFORMATION TECHNOLOGY, SENIOR BUSINESS INTELLIGENCE DEVELOPER, SR. BUSINESS INTELLIGENCE DEVELOPER, BUSINESS INTELLIGENCE, DATA WAREHOUSING, ETL, SQL, DATABASE DESIGN, IBM COGNOS, COGNOS, COGNOS BI, IBM COGNOS BI, BI, SSRS, SSIS, SSAS, MILWAUKEE, RACINE, KENOSHA, LAKE COUNTY, WAUKEGAN
",Full-Time,Experience - At least 5 year(s),"Office Supplies - Equipment, Packaging, Retail","Pleasant Prairie, WI 53154",NA,Sr. Business Intelligence Developer,NA
53,"Information Technology, General Business, Business Development",Advance America,Degree - 4 Year Degree,"



This position reports to the Director of BI, is responsible for the development of reports and dashboards using various tools such as Tableau, SQL query tools and SAS. This person will work closely with various functional teams to translate business requirements into optimized reporting systems and design/ develop appropriate dimensional modeling and presentation layers. The Senior developer will be expected to lead projects independently and develop and implement large scale reporting solutions with minimal supervision.  
This position develops and implements systems to meet the information reporting needs of the business. This position will also contribute to the development of the data warehouse strategy including being involved in all phases of the systems development life cycle; resolution of issues with existing systems; and providing technical guidance to other team members. Other duties as assigned.




Responsibilities



Support

Leading end user training
Provide feedback and monitor team performance

Influence  


Evaluate and recommend alternative system solutions


Mentor developers


Drive  


Investigate and resolve complex system issues across applications

Self-lead development

Manage  


Design and development of reports


Validation of data, setting up and training users


Designing and implementing internal controls and safeguards through business rules and system functions


Database administration and database design (Data Marts)


Accessing and translating user requirements into reports and models


Technical documentation


Functional testing


Maintain  

Plan, organize and control work effort of the team
Manage projects
Adhere to all points of the creed






Equivalent Education Level Required:   Bachelor’s Degree in BI, IS or Finance and multiple years related work experience (Master’s Degree a plus).
Experience Required: 7+ years of experience report development, 7+ years of experience with PL/SQL, 5+ years developing reporting solutions using SQL and PL/SQL. 4+ years of experience developing reports using Tableau
Knowledge Required: Excellent written and verbal communications skills as would be needed to communicate in person, by phone, and through email; adaptability and flexibility to changing environment; and comfortable working in a dynamic, high volume, fast-paced environment. Experience in Agile Scrum environment is highly desirable. Leadership skills are highly desirable. Ability to read, write, evaluate, and apply information.  Ability to interact professionally and exhibit appropriate social skills.  Ability to understand and ensure compliance with policies, procedures, and laws governing our industry/business and products.  Ability to develop and maintain business relationships. Proficiency in SQL and developing complex queries. Proficiency in creating PL/SQL procedures. Strong analytic, problem solving, and collaborative skills; experience in business requirements gathering; knowledge of standard system development lifecycle concepts. Extensive understanding of business intelligence and data warehousing concept. Must exhibit advanced query and report writing skills. Be skilled at requirements definition, and data and business process modeling. Have technical and accounting expertise. Have advanced skills in analysis and report design for predictive, descriptive, and decision support models. Extensive experience with Tableau is a highly desirable. Understanding of dimensional models, analytics and reporting, business analysis, data analysis, logical data modeling highly desirable.  Knowledge of Accounting and Finance concepts highly desirable.  Must be able to work independently with minimal guidance. Must be able to administer training and knowledge sharing to Field Management and the Executive team.
Physical Requirements: Sitting for long periods of time; standing occasionally; walking; bending; squatting; kneeling; pushing/pulling; reaching; twisting; frequent lifting of less than 10 lbs., occasional lifting of up to 20 lbs.; typing; data entry; grasping; transferring items between hands and/or to another person or receptacle; use of office equipment to include computers; ability to travel to, be physically present at, and complete the physical requirements of the position at any assigned location.
Travel: No Travel
Attire: Professional attire (as required by company standards).
Other: Must be eligible to work in the USA and able to pass a background check.


",Full-Time,Experience - At least 7 year(s),"Banking - Financial Services, Credit - Loan - Collections","Spartanburg, ScSpartanburg, SC",NA,Sr. Business Intelligence Developer,NA
54,Information Technology,SYSTEMTEC,Degree - 4 Year Degree,"
Business Intelligence Lead-Population Health
 
SYSTEMTEC seeks Business Intelligence Lead-Population Health for a direct hire position with a leading client in the Charlotte, NC market area.
 
 WHAT YOU WILL DO
·        Will manage and facilitate significant analytical initiatives in support system strategic, operational, and quality projects.
·        Coordinates with team members and translates the business needs into analytic and reporting strategies through the development, execution, and resourcing of routine and project specific plans for analytics delivery.
·        Leads the evaluation of the request for service to understand business and technical open issues to be clarified with the client.
·        Coordinates with the client to understand the business needs, project scope, and deliverables associated with the request for service.
·        Translates the defined business needs to a set of meaningful metrics and analytics.
·        Provides value added analysis and recommended follow-up action in support of the business needs.
·         Leads the process to integrate data from multiple sources to a single dataset for analysis.
·        Leads the review and validation of complex, custom datasets specific to the project.
·        Recommends to the client a method of delivering results from the project to meet current and on-going needs.

Business Intelligence Lead- Skills:
·        Cerner-will be using HealthyeIntent
·        5-7 years of experience in healthcare of business analytics setting
·        Experience with Business Intelligence tools required
·        Through understanding of Data Models, data integrity
·        SQL, Data Mining, Data Warehousing 
·        Experience working in Population Health
 
Required Education: 
·        Bachelors in Computer Science, Information Technology or other job related degree. 
 
 Virtual/work from home No
 
US CITIZENS AND GREEN CARD ONLY
",Full-Time,Experience - 5 to 7 years,Healthcare - Health Services,"6047 Tyvola Glen CircleCharlotte, NC 28217",NA,Business Intelligence Lead,NA
55,"Health Care, Nonprofit - Social Services, Other",Lutheran Social Services of Illinois,NA,"
NW side counseling center seeking full-time bi-lingual Spanish speaking clinician (40 hours a week) to provide individual, couples and family therapy to children, adolescents and adults. Must have a master's degree in social work or counseling psychology, LCSW/LCPC preferred. Fluency in Spanish required. Hours are: two days a week, 11am - 7pm - two days a week, 1pm - 9pm and Fridays, 9am - 5pm. Competency in computers necessary to utilize Electronic Health Record.


Candidates must LCSW and have excellent written and communication skills. MSW/MA required. Excellent written and communication skills. Compentency in computers required and a willingness to working the community. Bi-lingual English/Spanish. 

Key Words:  Medical Health Services, Family Therapists, Mental Health,  Clinician, 
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, sexual orientation, protected veteran status, pregnancy, any other characteristic protected by law.
",Full-Time,NA,Other Great Industries,"Chicago, IL",NA,Clinician Bi-lingual Spanish/English,NA
