,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
27,Information Technology,"Onyx Government Services, LLC",NA,"
Company DescriptionOnyx Government Services, LLC., is a Service-Disable Veteran-Owned Small Business (SDVOSB), headquartered in Fairfax, Virginia. We specialize in data management, integration, and analysis solutions to provide decision-ready information to Command and Control (C2) and Decision Support Systems.  We have demonstrated expertise in the field of Information Technology, database & COTS integration, and custom software development. Onyx pairs subject matter and functional experts with developers to provide high quality, tailored solutions. In support of our various efforts, we have developed the Onyx Data Management Toolkit, a combination of Agile Development principles, COTS Integration, and custom software, to deliver flexible, cost-effective solutions to a variety of Department of Defense, Intelligence Community, and Law Enforcement agencies.Job DescriptionOnyx Government Service is seeking a Database developer to support Federal data management and Advanced Analytics projects. This individual will be responsible for maintaining and developing databases and data warehouses, Data Quality assurance, and ETL support.The Database Developer will join our team as one of the senior Oracle database developers for a data warehousing project to solve business intelligence challenges. The position requires deep technical expertise in database design, ETL, data profiling and batch job scheduling. Previous consulting experience using an agile delivery methodology is a plus.

QualificationsRequirements:Security Clearance:     Must possess active BI or NACLC Public Trust security clearance.
Bachelor’s degree with 7 years of data warehouse ETL development, or data processing/analytical experience or combination thereof.
Expertise with data warehouse.
Data Architecture is a plus.
Strong conceptual, analytical, and decision-making skills
Experience with relational and dimensional database design
Experience in Data Preparation: Data Profiling, Data Cleansing, and Data Auditing
Strong Oracle DBMS experience, SQL and PL/SQL experience.
Expertise with ETL processing Data warehousing methodologies and processes using one or more of the following ETL tools ( PL/SQL, Pentaho, Informatica, SAS Data Integration Studio or Similar tools)
Ability to work as a collaborative team, mentoring and training the client on the various tools and techniques to build a complete Analytics solution
Must be comfortable working in a fast-paced, flexible environment, and take the initiative to learn new tools quickly
Desired:
Experience with Base SAS development
SAS Enterprise Guide, SAS DI Studio experience
Exposure to dealing with unstructured or semi-structured data
Security Clearance:     Must possess active BI or NACLC Public Trust security clearance.Additional InformationAll your information will be kept confidential according to EEO guidelines.
",Full-Time,7 years,Other Great Industries,"G St NWWashington, DC",NA,Database Developer,NA
28,Information Technology,Rose International,Degree - 4 Year Degree,"
****C2C IS NOT ALLOWED****  Only U.S. Citizens and those authorized to work in the U.S. can be considered as W2 candidates.Job Title: BI DeveloperLocation: Menlo Park, CAStart Date: 04/30/2018End Date: 10/30/2018 Description: • Develop data products and analytics to empower operational and exploratory analyses• Develop deep understanding of people data model – write queries and manage data transformation to enable analytics and reporting• Partner with Data Engineering to develop core data sets that empower operational and exploratory analyses• Help analyze, visualize, and provide analytics on data to build reporting solutions to support various company initiatives• Build rich and dynamic dashboards using out-of-box features, customizations, and visualizations using d3, Angular.js or equivalent Skills: • Minimum Qualifications• Proven track record of using data analyses to impact business or product decisions• Ability to effectively communicate the results of analyses• At least 3 years of business intelligence and data warehouse experience• Demonstrated experience creating dashboards in d3.js, Angular.js or a similar visualization tool• Demonstrated experience in utilizing Tableau, R, Python, SPSS or comparable to develop analyses• Minimum of 2 years experience wrangling production datasets in relational databases (SQL/PLSQL/Hive) Keywords: • Education: Bachelor's in Computer Science, Statistics, Math, Engineering, Business, or other quantitative field (Preferred) Skills and Experience: Required Skills: • BI• BUSINESS INTELLIGENCE• DATA WAREHOUSE• DATABASES• DATASETS• Additional Skills: • HIVE• PYTHON• SPSS• SQL• VISUALIZATION• DATA MODEL• DATA TRANSFORMATION• DATABASE• QUANTITATIVE• SOLUTIONS• STATISTICSLanguages: English Read Write Speak  
Rose International is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, arrest and conviction records, or any other characteristic protected by law. Positions located in San Francisco, California and Los Angeles, California will be administered in accordance with their respective Fair Chance Ordinances.
Rose International has an official agreement (ID #132522), effective June 30, 2008, with the U.S. Department of Homeland Security, U.S. Citizenship and Immigration Services, Employment Verification Program (E-Verify).
(Posting required by OCGA 13/10-91.)
",Full-Time,3 years,Other Great Industries,"Menlo Park, CA",NA,Database Developer,NA
29,Information Technology,Spencer Reed Group,Degree - 4 Year Degree,"

Database Developer

perform database programming development activities across array of MS SQL databases.
The position includes responsibilities for maintenance of database components, data set transformation and loading, report creation, application interfaces, and business applications.
The data warehouse/ business intelligence components include SQL Server, Report Services, Integration Services, and Analysis Services.


KEY JOB RESPONSIBILITIES:

Perform Database programming development activities across various MS SQL databases
Maintenance of database components, data set transformation and loading, report creation, application interfaces, and business applications
Maintenance of data warehouse/ business intelligence components to include SQL Server, Report Services, Integration Services, and Analysis Services.
Other duties as assigned


Job Requirements

 EDUCATION/ WORK EXPERIENCE REQUIREMENTS AND DESIRED SKILLS:

Relevant (i.e. Computer Science) Bachelor’s degree from an accredited four-year college or university is required.
2+ years of application and database development
2+ years working directly with SQL Server 20142012/2008 and/or Oracle
Understand relational database platforms and client-server application architecture including familiarity with MS .NET Framework and C#
Good analytic and problem-solving skills
Understand of multi-dimensional analysis and design
2+ years of experience with demonstrated success in the database design, development and deployment of large-scale enterprise applications.
Hands on experience on database development in OLTP (TSQL) and OLAP (SSIS, SSRS and SSAS).

PREFERRED WORK EXPERIENCE AND QUALIFICATIONS:
 Experience with T-SQL:
Experience with SSIS:



",Full-Time,2+ years,Other Great Industries,"Lenexa, KS",NA,Database Developer,NA
30,Information Technology,Atos,NA,"
The Database Developer will manage and maintain the SQL server(s) for our clients. This includes, but is not limited to, database configuration, schema design, user access, backups, recovery, scripting, patching, migration, replication, performance and capacity monitoring. The optimal candidate would have some experience with C# and ASP.Net application development. The position will also involve working with Project Managers, Business Analysts, on-site technical personnel, vendors and clients.

This is an on-site position in downtown Fort Wayne, Indiana.

·         3+ years of DBA experience with SQL Server in an enterprise environment
·         Experience working with, creating and modifying SQL views and stored procedures
·         Experience with SQL Server Integration Services
·         Identification of slow queries and query optimization
·         Movement of data between SQL and non-SQL systems
·         ASP.NET / MVC development experience
·         Working knowledge of Windows Server operating systems
·         Experience in working with customers
·         Good analytical skills
·         Experience with MySQL databases a plus but not mandatory

Full-Time opportunity along with competitive benefits within the market.
",Full-Time,Experience - 3 to 6 years,Other Great Industries,"Fort Wayne, IN",NA,Database Developer,NA
31,Information Technology,"Woongjin, Inc",NA,"
Company DescriptionWOONGJIN, INC. is looking for a talented Database Developer, for a company located in Irvine, CAWOONGJIN, INC. is a rapidly growing team who provides a range of unique, exceptional, and enhanced services to our clients. We have a strong moral code that includes the service of goodness without expectations of reward. We are motivated by the sense of responsibility and servant leadership.Job Description
Develop and maintain databases for the company.
Ensure high levels of data availability.
Evaluate and advise all technology components, such as software, hardware, and networking capabilities for database management systems and applications.
Responsible for implementing data dashboards to all levels for the company.
Diagnose and resolve Database access and performance issues.
Produce ad-hoc queries and develop reports to support business needs.


Qualifications
8+ years in Data migration experience with MS SQL.
Store procedure and PL SQL.
Has Solid experience in developing enterprise applications.
Excellent written and verbal communication skills.
Must be a team player and a well-organized person.
Bilingual (Korean and English)
Oracle Database is a plus
Additional Information***NO C2C***
",Full-Time,8+ years,Other Great Industries,"Irvine, CA",NA,Database Developer (MS SQL) - Bilingual (Korean and English),NA
32,Information Technology,"Pyramid, Inc",Degree - 4 Year Degree,"
Short Description: Database Developer to participate in agile development on the project.
Design, implement, contribute to the application development in the Oracle database. Participate in database application tuning and potential data migration from DB2 to Oracle

Complete Description: Short Description:
Database Developer to participate in agile development on the project.

Complete Description:
Design, implement, contribute to the application development in the Oracle database. Participate in database application tuning and potential data migration from DB2 to Oracle.

Behavior Characteristics:
Motivated self-starter and quick learner.
Able to work independently with little supervision.
Excellent communications and interpersonal skills.
Outstanding attention to detail.
Strong analytical and design skills.
Strong teamwork skills.
Experience with Oracle PL/SQL and SQL. – 8 years
Experience with Oracle 11g a must, experience with Oracle 12c a plus. – 8 years
Experience developing complex business logic in the Oracle database using PL/SQL. – 8 years
Experience working on application performance tuning. – 8 years
Good working knowledge of AWR and ADDM reports. – 5 years
Working familiarity with common server operating systems, both Windows and Linux. – 5 years
Agile software development experience: Scrum, Kanban, Extreme Programming (XP). – 5 years
Experience using common source code control tools, especially SVN. – 5 years
Knowledge in DB2 a plus.
Bachelor's degree in Computer Science or related field.
",Full-Time,8 years,Other Great Industries,"Pasadena, CA",NA,Database Developer,NA
33,Other,IBM,NA,"
Job DescriptionDevelops designs, implements/integrates, maintains, and documents complex applications supporting key business activities. Decisions made by this individual will impact and influence the department or function. Typically works on medium risk, complex projects. Participates and may provide technical leadership to a small team. As a Database Developer you will develop, design, implement/integrate, maintain, and document applications that support key business activities. This role typically works on medium risk, complex projects. Analyzes and resolves complex technical business issues and problems. The solutions will resolve technical and business issues.Design, code, test and/or provides ongoing support for an application, including integration of changes that may impact multiple applications or application components. Ensure the interoperability of integrated applications, or components including considerations for performance, serviceability, usability and maintainability.You will be responsible for the design, development and maintenance of reusable database components in a medium size/complexity application(s)/product(s). Analyze functional specifications, conducts feasibility studies and develops prototypes of potential solutions. Create documentation for the installation, use and maintenance of complex components.Develop test scenarios. The successful candidate will perform component and integration tests, and participate in the review of regression, system, and stress test plans.Perform analysis and report on product deficiencies, or needed enhancements to management or hardware/software development groups as necessary. Ability to identify and solve problems quickly and makes recommendations for solution.Key Accountabilities:
Design and develop database components for analytics and rules-based application components
Design and develop ETL components for these applications
Design and develop database components for these applications
Perform business requirement analysis, support and other duties consistent with this level of responsibility
Required Core Competencies:

Accountability: Able to take responsibility for all work activities and personal actions.

Diagnostic Information Gathering: The ability to identify the information needed to clarify a situation, seek that information from appropriate sources, and use skillful questioning to draw out the information when others are reluctant to disclose it.

Fostering Teamwork: The ability and desire to work cooperatively with others on a team; demonstrate interest, skill and success in getting groups to learn to work together.

Initiative: Indentifying what needs to be done and doing it before being asked or before the situation requires it.

Personal Credibility: Demonstrated concern that one be perceived as responsible, reliable, and trustworthy.
 Required Technical and Professional Expertise
Two (2) or more years of experience working with a business and performing requirement analysis
Two (2) or more years of experience with Microsoft SQL Server 2008/2012 or other database systems
Two (2) or more years of (experience, T-SQL, stored procedures and SSIS
Five (5) or more years of using relational database modeling principles and techniques
Five (5) or more years of experience with software development life-cycle
Two (2) or more years of experience managing multiple projects and tasks simultaneously
 Preferred Tech and Prof Experience
Four (4) year Bachelor’s degree in Computer Science or a related field
One (1) or more years of software development experience in mortgage or financial services industries
One (1) or more years of experience in business intelligence or analytics applications preferred
 EO StatementIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
",Full-Time,NA,Other Great Industries,"Main StreetForest Grove, OR 97116",NA,Database Developer,NA
34,Information Technology,Next Steps Systems,Degree - 4 Year Degree,"
Senior Database DeveloperWe are looking for people that have been in the role of Senior Data Modeler/ETL Developer, Senior Software Engineer but seek accelerated opportunities to become Data Architects; people with a passion for data, technology and the desire to learn and grow, architect and design enterprise data solutions. -Participate in data architecture definition, design and implementation.-Play key roles in large projects:  Senior Designer/Developer, Technical Lead.-Work through all stages of a data solution life cycle:  analyze/profile data, create conceptual, logical & physical data model designs, design and develop ETL, reporting and analytics solutions.-Design and develop data solutions for insurance, healthcare and other industries.-Wear many hats and gain experience with tools, technologies and platforms across many technology stacks.-Work closely and share ideas with fellow Data Architects, Senior Data Developers.-Learn new things, and grow rapidly from constant exposure to innovative ideas, concepts, and patterns. Qualifications: -A bachelor's degree (in Computer Science or related field) or equivalent and at least 4 years of hands-on experience in design or development of enterprise data solutions, applications, and integrations.-Knowledge of data modeling and design patterns and the ability to apply them.-Prior consulting experience with mid-large size firms is a plus!-Experience with Health Insurance, Life Insurance and / or Healthcare a big plus!-Experience leading teams of all levels of software professionals!-Experience leading teams of in-house employees and consultants a big plus!-Ability to learn and adapt quickly to new business domains and technologies.-Strong problem solving skills.-Ability to conceptualize and articulate ideas clearly and concisely.-Excellent communication, presentation and interpersonal skills.-Hands-on experience with modern enterprise data architectures and data toolsets (ex:  Data Warehouse, Data Marts, Data Lake, 3NF and Dimensional Models, Modeling Tools, Profiling Tools).-Minimum travel of least 50% including, out of state, local and overnight (up to 3 nights a week). Benefits and Perks: -Health, Vision, Dental, Life, Disability-401(k) with employer match-Annual bonuses, raises, and promotions-Programs:  Professional Development, Wellness, Professional Dress allowance-Discretionary Points and Travel Points redeemable for cash or additional time off-Company sponsored social events for employees and families-Work-Life Balance:  Flexible hours, vacation days, sick days, personal days, holidays-Travel Expense Reimbursement:  Mileage, car/train, flight, hotel, food, etc. Keywords:  Farmington Hills MI Jobs, Senior Database Developer, Data Modeler, ETL, Data Warehouse, Data Marts, Data Lake, Dimensional Models, Michigan Recruiters, Information Technology Jobs, IT Jobs, Michigan Recruiting If you are an employer and recruiting for similar IT professionals / positions, please contact our Technical Recruiters at Next Step Systems http://www.nextstepsystems.com/employers_submit_raul.html.  We are a national IT Recruiting Firm / Agency specializing in full-time direct hire Information Technology employment opportunities. Company Will Sponsor Visas! No Corp-To-Corp Or Third Party Recruiters; W-2 Direct Hire Only. To Apply Now, Send Your Resume To http://www.nextstepsystems.com/jobseekers_submit_raul.html. Please check out all of our jobs at http://www.nextstepsystems.com, http://www.ginastechjobs.com, http://www.parallelpartners.com, and http://www.itrecruiters.technology.
",Full-Time,4 years,Other Great Industries,"Farmington Hills, MI",NA,"Senior Database Developer - Farmington Hills, MI",NA
35,"Information Technology, Other",HireNetworks,Degree - 4 Year Degree,"


Postgres Database Developer and DBA-6506


Our client is seeking a Postgres Database Developer and DBA. Do you have experience with Postgres and a desire to establish database architecture, design, and schema and development? Are you a quick learner and thrive in a fast-paced environment that requires strong multitasking and communication skills? If yes, this could be the opportunity for you!

This role is a direct-hire opportunity and would be working with offshore and domestic development staff to re-vamp the current Postgres database. No sponsorship or C2C arrangements available. If this sounds like a good fit for you, submit a resume today!
 

Responsibilities of the Postgres Database Developer and DBA:


Creating appropriate scripts/code for production and non-production Postgres DB updates
Owning all Postgres database design and architecture
Propose/implement improvements to the existing Postgres implementation
Participate in Agile development and the evaluation of the viability of transitioning from SQL to Postgres

 

Requirements of the Postgres Database Developer and DBA:


Bachelor’s degree in Computer Science or equivalent experience demonstrating advanced level of SQL and DBA knowledge and implementation history 
Proven track record successfully leading development staff using an Agile methodology 
5 years of developing and maintaining Postgres databases
Linux and Shell scripting
Experience with PostgreSQL Replication technoliges and Postgres Plus Advanced Server
3 years with database modeling, designing tables, relationships, etc.


Contact Irene Koulianos at [Click Here to Email Your Resumé] or (919)981-6200 X353 with questions regarding this posting. A Word resume is preferred when applying.

When looking for a job, have you ever heard the phrase… it is not about what you know, it is who you know?At HireNetworks, it really is all about who we know.Whether your current contract is coming to a close, you’re looking to advance your career or are a company on the hunt for new talent and wanting to expand…let HireNetworks put our networks to work for you.HireNetworks is an equal opportunity employer.

",Full-Time,5 years,"Computer Software, Other Great Industries","Raleigh, NC",NA,Postgres Database Developer and DBA,NA
36,Health Care,"TEKsystems, Inc",NA,"
TEKsystems is looking to hire an experienced database developer. For this particular role, they are looking for someone to come in and help migrate custom applications and develop it to oracle using source code; there are over 30 applications and thousands of reports on the current system. They are looking to downsize and migrate only what they need to the new system. There is a possibility that some of the applications might not work and you would need to build some back from scratch. Having a problem solving mindset is a MUST to be successful in this role.Other duties include: 1. Develop and manage databases through multiple product life cycle environments, from development to mission-critical production systems.2. Configure and maintain database servers and processes, including monitoring of system health and performance, to ensure high levels of performance, availability, and security.3. Apply data modeling techniques to ensure development and implementation support efforts meet integration and performance expectations4. Independently analyze, solve, and correct issues in real time, providing problem resolution end-to-end.5. Refine and automate regular processes, track issues, and document changes6. Assist developers with complex query tuning and schema refinement.7. Provide 24x7 support for critical production systems.8. Perform scheduled maintenance and support release deployment activities after hours.9. Share domain and technical expertise, providing technical mentor-ship and cross-training to other peers and team members.If this sounds like something you would be interested in pursuing, please reach out to me ASAP! There is an immediate need for this position!About TEKsystems:Join TEKsystems®, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other.The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please call 888 472-3411 or email accommodation@teksystems .com for other accommodation options.
",Full-Time,NA,Healthcare - Health Services,"Honolulu, HI",NA,Database Developer,NA
37,Information Technology,Kforce Technology,Degree - 4 Year Degree,"
RESPONSIBILITIES:Kforce's well-established and industry leading firm in Waltham, Massachusetts (MA) is looking for a talented Database Developer / DBA with expertise in MS SQL Server Database.Summary:This Database Developer / DBA will be a key contributor to database design, development and implementation. The candidate will model databases, develop stored procedures, views, triggers, and other database objects. This person will provide database architectural solutions and resolve complex database issues that involve SQL Database performance tuning and replication.

REQUIREMENTS:
 A Bachelor's degree in Computer Science or related discipline
 Four or more years of SQL Server Database development experience
 Expertise in TSQL optimization
 Demonstrated database design and architecture skills
 Hands-on data modeling skills
 Database performance tuning skills
 Knowledge of Microsoft SSRS and SSIS
 Strong collaboration and communication skills
 Strong analytical and problem-solving skills

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
",Full-Time,NA,Computer Software,"Waltham, MA",NA,Database Developer / DBA (SQL Server),NA
38,Information Technology,Townsend & Associates,Degree - 4 Year Degree,"
Database Developer

Description:
Looking for an energetic database developer to join the Digital Plant team at the innovative North America Capability Center in Tampa.

Responsibilities:

Gathering requirements from our internal customers, developing IT solutions, coordinating testing/validation activities, and supporting existing solutions.
Development and configuration of Discoverant Hierarchies and PRIMR templates, development of analytical reports, and data investigations.





Bachelor Science Degree from a 4 year college in one of the following disciplines: Computer Science, Information Technology, Statistics, or related field required.
2+ years of experience with Oracle and/or SQL Server performing database design,or advanced database development required.
Experience with developing complex SQL Queries required.
0-2 years' experience of data analysis, data integration, database development, and report writing preferred.
Ref No.:  18-00476
",Contractor,Experience - At least 4 year(s),Other Great Industries,"Tampa, FL 33634",NA,Database Developer,NA
39,Information Technology,"Phoenixx Systems, LLC",Degree - 4 Year Degree,"

Database Developer

Job Brief

We are looking for an outstanding Database Developer to join a team in the design, development, maintenance, and monitoring of large scale physical and logical database infrastructure.  This includes evaluating, selecting and supporting tools, schema design and maintenance, recovery strategy and monitoring storage subsystems. Hence this position geared toward an Intermediate Level Database Engineer to work alongside development engineers and Operations to ensure optimal utilization of database resources.

Requirements



Proficiency with Microsoft SQL Server technologies (TSQL)

Proficiency with relational database technologies including schema design

Proficiency in query tuning skills and performance optimization

Ability to work under pressure to solve technical problems

Bachelor’s degree in Computer Science or related field

Experience in high availability environments

Strong working knowledge of C# and .Net programming

Source Control experience



Experience with the below Qualifications will make you a standout:



Experience in high availability environments

Strong working knowledge of C# and .Net programming

Source Control experience



If interested, please send resume to [Click Here to Email Your Resumé]

About Us

Phoenixx Systems is a certified Veteran Owned Small Business IT Services Provider with a proven track record of superior performance, quality-focused approach to service, and provider of the best technology professionals in the market.

Dream.Discover.DoIT.




",Full-Time,NA,Other Great Industries,"Raleigh, NC",NA,Database Developer,NA
40,Customer Service,"Windhaven Insurance™ Insurance, Inc.",NA,"
Clutch Analytics™ is a B-to-B-to-C software company developing leading-edge financial services technology solutions.  We're also the digital manufacturing arm of Windhaven Insurance, one of the fastest growing insurers in the US.  Located in Austin, Texas, our team is expanding to include a new position for a strong Database Developer. We definitely want to talk to you if you have 10 years of database experience and can demonstrate you:
are a SQL expert on one or more of the following RDBMS platforms: MS SQL Server, Postgres, MySQL, Oracle
have the ability to deliver elegant design and robust implementation of database solutions based on requirements gathered from technical and business stakeholders
can independently analyze complex database systems and code bases to troubleshoot, optimize and extend functionality
have developed MS Transact-SQL or Oracle PL/SQL functions, stored procedures, triggers, and packages
The ideal candidate would also have:
DBA skills, including installation, configuration, user and schema management, object creation, and troubleshooting.
Proficiency with Linux command line interface (CLI) tools and regular expressions
Understanding of ETL process development
Back-end database application development in node.js, Java, or other procedural languages and frameworks
Report development, especially on the Periscope Data platform
MongoDB experience
Ability to use git version control
Clutch Analytics is an Equal Opportunity Employer.  We do not discriminate in employment opportunities or practices on the basis of race, color, religion, sex, sexual orientation, national origin, age, genetic information, disability or any other characteristic. 
",Full-Time,NA,Other Great Industries,"Austin, TX 78759",NA,Database Developer,NA
41,Information Technology,Grantham University,Degree - 4 Year Degree,"
KEY JOB RESPONSIBILITIES:
Perform Database programming development activities across various MS SQL databases

Write scripts to create databases and database objects.
Write scripts to create views, procedures, and functions in support of application development. 

Maintenance of database components, data set transformation and loading, report creation, application interfaces, and business applications
Maintain packages and scripts to migrate data or perform ETLs.
Assist with design of logical and physical database or review description of changes to database design to understand how changes to be made affect physical database (how data is stored in terms of physical characteristics such as location, amount of space, and access method).


Maintenance of SSIS server
Ensure the SSIS servers are running as expected and that all jobs are completing on time.
Apply updates to SSIS servers
Ensure alerting of scheduled jobs is functioning as expected and alerts are being responded to in a timely fashion.


Maintenance of data warehouse/ business intelligence components to include SQL Server, Report Services, Integration Services, and Analysis Services.

Maintain Multi-dimensional Cubes, Dimensions, Facts and data source view SSAS-Data Mining Models.
Maintain Tabular Cubes for reporting.
Maintain business level reports in Reporting Services
Maintain University and Department level Dashboards and reporting using MS Power View. 

Other duties as assigned

Direct programmers and analysts to make changes to database management system.
Train users and answer user questions.

 EDUCATION/ WORK EXPERIENCE REQUIREMENTS AND DESIRED SKILLS: 
2+ years working directly with SQL Server 2014/2012/2008  and/or Oracle
Understand relational database platforms
Good analytic and problem-solving skills
2+ years of experience with demonstrated success in the database design, development and deployment.
Hands on experience on database development in OLTP (TSQL) and OLAP (SSIS, SSRS and SSAS).
Preferred Work Experience and Qualifications: Experience with T-SQL: 
Relevant (i.e. Computer Science) Bachelor’s degree from an accredited four-year college or university is desired.
Proficient in the use of T-SQL for developing complex Stored Procedures, Triggers, Tables, User Defined Functions, Views, Indexes, User profiles query writing and SQL joins.
Solid knowledge of Relational Database Management System (RDMS), Data Warehouse Concepts, OLTP and OLAP and demonstrated experience working on SSIS, SSAS, SSRS, Data Analysis, Data Cleansing/Data Scrubbing and Data Migration.
Work with T-SQL, DDL, and DML Scripts and established Relationships between Tables using Primary Keys and Foreign Keys.
Proven ability in Performance Tuning, Query Optimization and Running Database.
Understand of multi-dimensional analysis and design
 Experience with SSIS: 
Experience in creating complex SSIS and DTS packages for ETL purposes.
Implement complicated Transformations to be used in SSIS packages.
Use Integration services (SSIS) to migrate data from one system to another and perform several transformations to ensure data integrity and validity.
Create SSIS Packages and involved in Package configurations and deployments between Development and QA and Production servers. 
Able to effectively communicate orally (in person and by telephone) and in writing.
Able to multi-task, yet maintain close attention to detail and timeliness of work production.
Able to work in a positive team-oriented manner with a variety of people (students, faculty, staff, administrators, vendors, and members of the general public).
Language Skills: Able to read, analyze, and interpret common scientific and technical journals, financial reports, and legal documents. Able to respond to common inquiries or complaints from customers, regulatory agencies, or members of the business community. Able to write speeches and articles for publication that conform to prescribed style and format. Able to effectively present information to executive management, faculty, staff, students, and/or board of directors.
Mathematical Skill: Able to work with mathematical concepts such as probability and statistical inference. Able to apply concepts such as fractions, percentages, ratios, and proportions to practical situations.
Reasoning Ability: Able to define problems, collect data, establish facts, and draw valid conclusions. Able to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables
Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Occasionally required to walk, stand.
Specific vision abilities include: close vision, distance vision, color vision, peripheral vision, depth perception, and ability to adjust focus
The noise level in the work environment is usually moderate.
Grantham will seek to reasonably accommodate qualified individuals with a disability. Such reasonable accommodation may take the form of making existing facilities readily accessible to or usable by individuals with a disability, restructuring jobs, modifying schedules, acquiring or modifying equipment, adjusting training materials, adjusting employment policies, and the like.
",Full-Time,2+ years,Other Great Industries,"Lenexa, KS",NA,Database Developer I,NA
42,Information Technology,Hunter Technical Resources,Degree - 4 Year Degree,"
Summary -
Analyzes, designs, programs, debugs, and modifies Oracle based database applications that form a part of integrated software solutions used in local, networked, or Internet-related application suites. Work with complex data models and object relational database structures. Write database PL/SQL packages, procedures and triggers according to the business requirements. Work with a development team in the design, development, testing, tuning and implementation of database applications. Completes documentation and procedures for installation and maintenance. May interact with users to define system requirements and/or necessary modifications.
 
Essential Duties and Responsibilities -
60% Development, coding, testing and integration.
20% Support and Troubleshooting of data issues.
10% Documentation, training and support.
10% Requirement capture and analysis.
 
Requirements:                                                                   
                                                                                             Education: Bachelor’ s degree in computer science or related field.

6 - 8 years of experience in database development and design
Proficiency in Oracle 10g, 11g, PL/SQL
Proficient in understanding Data Models and relationships to be able to write complex queries
Strong Analytical skills to triage various production issues and provide fixes/solutions
Experience with SQL Developer, SQL Plus, Toad and/or other Oracle application tools
Experience handling LOB objects
Experience with Data Modeling tools like ER-Win
Experience with scripting languages such as Shell, Perl
Proven experience developing and performance tuning large scale enterprise database applications with high transactional volume
In-depth knowledge of various Oracle objects and PL/SQL features
Experience in developing business scenarios, process flows/models, test cases and scripts
Strong technical documentation ability
Strong verbal communication skills and a demonstrated ability to work effectively in team-based development projects

Preferred Experience          

Experience with Team Foundation Server for release management and defect tracking.
Familiarity with multiple Operating Systems (Unix, Linux, Windows)

            Certifications/Licenses: OCP and OCA certifications are a plus
",Full-Time,6 - 8 years,Other Great Industries,"Rancho Cordova, CA",NA,*Oracle Database Developer,NA
43,Health Care,US Medical Management,NA,"
Database Developer U.S. Medical Management (USMM), an affiliate of a leading Fortune 250 company, manages a nationwide continuum of premier providers of medical services delivered primarily to the homes of elderly and homebound patients. Providing primary home care is the future of medicine, and at USMM, the future is now. With the knowledge and experience to address the evolution of healthcare, USMM is poised for a phenomenal future.POSITION DESCRIPTION  This is an enterprise role based on the design, development, documentation, and maintenance of databases focused primarily on healthcare data. The Database Developer collaborates with the business and other IT professionals to enable the success of business critical software development, data loading and extracting, HIPAA compliance, and interfacing between systems. The hiring manager is looking for a well-rounded professional with Microsoft SQL Server experience, analytical ability, and a solid team player.ESSENTIAL DUTIES AND RESPONSIBILITIES  
Create/modify ERDs
Design and develop structures and relations using database architectural standards
Create/optimize/maintain databases, tables, constraints, functions, stored procedures, indexes, and triggers
Load data from and extract data for third party organizations
Generate well-performing reports as needed (clinical, financial, analytics, etc.)
Engage subject matter experts and gain an understanding of the data and underlying table structures
Support and troubleshoot issues
Additional responsibilities as assigned
REQUIRED KNOWLEDGE, SKILLS, AND EXPERIENCE  
College degree (or equivalent experience) in technology or healthcare related field
3+ years of experience using SQL Server database experience, SSRS, and SSIS
Analytic ability
Strong communication skills
Motivated and positive attitude
PREFERRED KNOWLEDGE, SKILLS, AND EXPERIENCE  
Experience with healthcare data and regulations
Familiar with Jira
Working knowledge of SVN
Experience with Health Catalyst EDW
Experience with QlikView
#CB
",Full-Time,3+ years,Healthcare - Health Services,"500 Kirts BoulevardTroy, MI 48084",NA,Database Developer,NA
