,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
70,Information Technology,Experis,NA,"
We are developing a machine learning solution within the Identity & Access Management (IAM) space utilizing big data and built out on SPARK.-The Data Scientist will be expected to manage, architect and analyze big data in order to build data driven insights and high impact data models for role and entitlement data.-They will create a value chain to help address the challenges of acquiring data, evaluating its value, and distilling and analyzing the data across different data sources. They will examine data from multiple sources and share insights to improve the solutions capabilities.The key Data Scientist skills are: Python (Scikit Learn, numpy, Scipy), machine learning (Decision Trees, Knn), Association Rule Mining, Spark and SparkML, feature engineering, linear algebra for vector calculations, data manipulation, Docker, RestAPI's, Unit Testing, and StatisticsExperis is an Equal Opportunity Employer (EOE/AA)
",Full-Time,NA,Consulting,"Washington, DC",NA,RM - Data Science Practitioner,NA
71,NA,Oliver James Associates,Degree - 2 Year Degree,"
Have you dreamed of working for a Start-Up? Offering unlimited PTO, weekly catered lunches, fully stocked kitchen with healthy snacks and unrivalled career opportunities, my client is seeking a Predictive Modeler for their San Francisco HQ.You will be passionate, have a can do - roll your sleeves up attitude where you can dig in and support the analytics teams on multiple projects.Have you dreamed of working for a Start-Up? Offering unlimited PTO, weekly catered lunches, fully stocked kitchen with healthy snacks and unrivalled career opportunities, my client is seeking a Predictive Modeler for their San Francisco HQ.You will be passionate, have a can do - roll your sleeves up attitude where you can dig in and support the analytics teams on multiple projects.Experience:

3+ years experience as a Predictive Modeler or Junior Actuary
You must have experience building out analytics tools in the P&C market related to underwriting, cat modeling and/or traditional pricing
Experience automating processes
Strong technical experience with Python, R and VBA
Ability to independently build a tool, challenge it and work with the team in improving capabilities
Master's Degree in a quantitative discipline preferred
Excellent communication skills
Experience with calibration and validation preferred but not essential

",Full-Time,Experience - At least 2 year(s),Insurance,"San Francisco, CA","$80,000.00 - $160,000.00 /Year",Start-Up | Predictive Modeler,Travel - None
72,NA,"Nisum Technologies, Inc",Degree - 4 Year Degree,"
Hi,
!!Nisum Technologies: Working with great, fast growing companies and the best talent!!
 
Title : Data Science 
Location : SFO,CA 
Duration : Fulltime

Technical & Software Skills - 

Should be having strong knowledge of Machine Learning/Statistical Modelling & Analysis
Should have strong background in Text Mining, Natural Language Processing, Social Media Analytics
Having an understanding of Artificial Intelligence, IoT is added benefit
Should be proficient in R/Python and Open Source Computing
Should have strong background in SQL Queries - Oracle, Teradata or any other SQL query language
Should be conversant in Big Data Platforms – Hadoop, Hive, Spark, Scala
Familiarity with Map-Reduce coding is an additional advantage
Good to have business understanding of CRM, Retail, Telecom, Operations Analytics and IoT

  Academic Skill:

Candidate should be a Graduate/Post Graduate in Statistics/Mathematics/Operations Research (or) Computer Science/Electronics/Electrical Engineering or equivalent
Candidate should be having up to 6 Years of Analytics/Data Science experience post academics in IT/ITeS Industry

Behavioral Skills: 

Should be good communicator and self-starter



Hi,
!!Nisum Technologies: Working with great, fast growing companies and the best talent!!
 
Title : Data Science 
Location : SFO,CA 
Duration : Fulltime

Technical & Software Skills - 

Should be having strong knowledge of Machine Learning/Statistical Modelling & Analysis
Should have strong background in Text Mining, Natural Language Processing, Social Media Analytics
Having an understanding of Artificial Intelligence, IoT is added benefit
Should be proficient in R/Python and Open Source Computing
Should have strong background in SQL Queries - Oracle, Teradata or any other SQL query language
Should be conversant in Big Data Platforms – Hadoop, Hive, Spark, Scala
Familiarity with Map-Reduce coding is an additional advantage
Good to have business understanding of CRM, Retail, Telecom, Operations Analytics and IoT

  Academic Skill:

Candidate should be a Graduate/Post Graduate in Statistics/Mathematics/Operations Research (or) Computer Science/Electronics/Electrical Engineering or equivalent
Candidate should be having up to 6 Years of Analytics/Data Science experience post academics in IT/ITeS Industry

Behavioral Skills: 

Should be good communicator and self-starter


",Full-Time,Experience - 3 to 12 years,Retail,"San Francisco, CA",NA,"Data Science @ SFO,CA",Travel - None
73,Marketing,Alliance Data card services,NA,"
DescriptionPredictive Analytics team leverages predictive analytics and advanced statistical techniques to drive strategic thought and effective decision making. We partner with internal & external clients and third party data providers to deepen customer loyalty and engagement with our existing brand partners, support and enable the signing of new brand partners. The Statistical Consultant II is responsible for generating data-driven insight to support private-label and/or Co-brand credit card marketing programs within Alliance Data’s card services division.  Responsibilities:   • Extract credit and retail transaction data, conduct exploratory data analysis, and address common data issues like missing and extreme values • Document analysis processes and results, summarize data insights • Develop statistical models to support business needs, such as prospecting, retention, shopping-cycle, reactivation, and new account nurturing models, etc. • Optimize model scoring code for efficiency and effectiveness • Design data-driven marketing initiatives, such as reward programs, loyalty/credit program value proposition management, etc. to manage customer relationship, drive sales, and improve customer loyalty • Consults/explains complex statistical ideas to both internal and external clients • Researches new products and applications of relevant data • Develops strong working relationships with key partners in other departments QualificationsMinimum Qualifications:  Education: Master degree in Statistics, Computer Science, Engineering, or other quantitative fields   Work Experience: 1 – 2 years working in an analytic field with exposure to advance quantitative analysis and modeling applied to solve business challenges   • Professional experience building sophisticated models to address business problems via regression, segmentation, decision tree, time series, design of experiments and other multivariate analysis.  • Excellent verbal and written communication skills and good at developing interpersonal relationships.  • Highly motivated to achieve and collaborative as well as innovative  • Proficient in SAS, R, and/or Python  Preferred Qualifications:  • PhD in Statistics or other quantitative fields  • Experienced in credit card, banking, consulting, retail, marketing, loyalty, and/or financial services  • Working knowledge of Machine Learning algorithms  • Working knowledge of Hadoop and other big data technologies  Alliance Data card services business  Alliance Data’s card services business develops market-leading private label, co-brand, and business credit card programs for many of the world's most recognizable brands. Through our branded credit programs, we help build more profitable relationships between our partners and their cardmembers, and drive lasting loyalty. We uphold our Know more. Sell more.® promise by leveraging unmatched customer insights, advanced analytics, and broad-reaching innovative capabilities. It's how we deliver increased sales to our partners, build enduring loyalty to their brands, and provide more value to our cardmembers.   Alliance Data offers a competitive salary, a comprehensive selection of benefit options including 401(k). All job offers are contingent upon successful completion of credit and background checks. Alliance Data is an Equal Opportunity Employer. Alliance Data will provide accommodations to applicants needing accommodations to complete the application process. Any applicant offered employment will be required to establish that they are legally authorized to work in the United States for Alliance Data. Alliance Data participates in E-Verify. Alliance Data will consider for employment qualified applicants with criminal and credit histories in a manner consistent with the requirements of all applicable laws, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance.
 To learn more, visit www.KnowMoreSellMore.com/careers ...
",Full-Time,2 years,Banking - Financial Services,"Akron, OH 44302",NA,Statistical Consultant II,NA
74,Science,"Health Services Advisory Group, Inc.",NA,"

Are you passionate about improving the quality of healthcare? 
Are you interested in exploring a rapidly expanding universe of clinical data? 
Are you ready to leverage your talents to make healthcare better for everyone? 
Are you fascinated by the growing field of data science?
Then join the new Data Science & Advanced Analytics team at Health Services Advisory Group (HSAG) that is transforming the delivery of healthcare in the United States!
HSAG has been a pioneer in the field of healthcare quality improvement for over three decades, serving approximately:

25 percent of the nation’s Medicare population
46 percent of the nation’s Medicaid population
20 percent of the nation’s dialysis population

HSAG is nationally recognized as an industry leader in the areas of data analysis, measure development, and patient satisfaction surveys. We are in search of talented individuals that are interested in a career in analytics as an Analyst in HSAG’s Data Science & Advanced Analytics division. Together we can spread positive change to make healthcare better.  
UNIQUE BENEFITS
The Analyst also benefits from HSAG’s desire to grow its staff into the future leaders of healthcare quality improvement in the nation. New HSAG analysts are provided formal training in statistics, clinical epidemiology, SAS, healthcare data, and an assortment of healthcare-related topics. 
HSAG offers:

A comfortable work-life balance, including half-day Fridays and flexible work schedules.
Three weeks of paid time off and 13 company-paid holidays where staff leave two hours early prior to each holiday just to get a “jump start” on holiday festivities.

HSAG offers a competitive benefit package which includes, medical, dental, vision, tuition reimbursement, 401(k) and an employee stock ownership plan. 
DESCRIPTION
The Analyst is a key contributor to cutting edge analytic work that spans the broad spectrum of healthcare data projects at HSAG. Driven by intellectual curiosity and a passion for healthcare quality, the Analyst develops and executes innovative analytic plans that are intended to provide healthcare decision and policy makers with the necessary information to transform healthcare. The Analyst will also assist in designing a wide array of analytic studies and participate in all phases of the research design process. The Analyst will have at his or her fingertips a wide array of data types to facilitate data exploration, including:

survey
case review
medical and prescription drug claims
eligibility
clinical
electronic health record
operational

Details regarding potential project assignments will be discussed with potential candidates during the interview process.
ESSENTIAL COMPETENCIES, DUTIES, AND RESPONSIBILITIES

Serve as an integral part of HSAG Data Science & Advanced Analytics division.
Understand primary types of healthcare data and methods for approaching data assessments.
Evaluate a wide array of data types.


Conduct and interpret analyses, develop appropriate statistical models, manipulate complex databases, and track and evaluate patterns of care and outcomes.
Perform data validation, conduct analysis plans, and cross reference data.
Attend and participates in team training meetings.
Present and communicate project results to nonanalytic staff members and customers. 
Represent HSAG in a professional manner at all times.


",Full-Time,NA,Healthcare - Health Services,"Phoenix, AZ",NA,"Analyst I-II, Data Science",NA
75,"Accounting, Finance",Molex,NA,"
Position Overview: Molex is seeking an experienced Senior Statistical Analyst with substantial analytical, statistical, and data mining experience to provide analyses and support, and to drive successful completion of special pricing projects and ongoing process enhancements in areas including but not limited to profit growth, price optimization, product lifecycle management. This role will interface with product management and sales to help develop new pricing strategies, in addition to analyzing transactional data for the impact of its value to the organization. This individual will also prepare, analyze and report on pricing/profit metrics, and will communicate results and recommendations for improvements or trends to executive management. He/she may provide first-level analysis and approval of major global quote packages, conduct research on competitive pricing practices to provide recommendations to management, and tee up price optimization opportunities for decision makers to leverage toward profit expansion. Essential Functions:  
SAS and/or R; in-depth knowledge of one of these tools; Python coding, Hadoop Platform, SQL Database/Coding, Unstructured data
Pricing-related disciplines such as pricing principles and techniques; Development, evaluation and implementation of pricing strategies; Identifying improvements to existing pricing software/tools; Implementing global efforts toward pricing simplification, standardization and adherence to price modification guidelines
Expert in statistical modeling
7+ years of experience in Predictive Analytics (if/then modeling), Big Data Analytics, and Data Visualization
Expertise in Machine Learning: construction of algorithms that can learn and make predictions on data, building models from input observations in order to make data-driven predictions or recommendations expressed as outputs 
Experience with Hive or Pig; Familiarity with cloud tools such as Amazon S3 
Able to write and execute complex queries in SQL
Implements profit improvement measures through price optimization using statistical knowledge and expertise.
Leverages data visualization to identify margin improvement opportunities and scope out projects.
Comprehends and analyzes business needs and challenges, visualizes appropriate technological solution, and then matches the vision with appropriate technological method to arrive at an effective solution.
Leads projects through completion that involve detailed and complex global analysis and support to drive change in company best practices, and serves as a key resource for strategic pricing projects and process enhancements.
Initiates and drives results-driven projects with a closed loop system of accountability, that create impactful value for the organization through analytics and implements metrics to track progress. This individual receives general direction, and will confer with his/her supervisor on a consistent basis in managing and/or leading projects, as well as to ensure completion of required analyses requested by management.
Generates data that may be provided to a global audience and will result in actionable plans that directly affect our pricing strategies.
Recommends pricing strategies and models based upon current business and competitive market dynamics. Forecasts impact of pricing changes on profit and revenue.
Analyzes current and historical results of pricing activity and transactional data to identify actionable opportunities, develop ideas, and make recommendations to improve pricing performance.
Assists in preparing global monthly reports, dashboards and metrics, and presents results and recommendations to a variety of audiences, including executive management.
Develops relationships with sales management and product management to correctly position product and establish pricing strategies aligning with product/sales strategy. Builds trust by proactively providing credible and value-added support.


Required Qualifications: 
Bachelor’s degree 
7+ years of statistical analytics and data mining experience 
Preferred Qualifications: 
Bachelor’s degree in Mathematics, Statistics, Finance, or related field of study 
Master’s degree in Mathematics, Statistics, Finance, or related field of study
Experience in some or all of the following:
Pricing-related disciplines such as pricing principles and techniques;
Development, evaluation and implementation of pricing strategies;
Identifying improvements to existing pricing software/tools;
Implementing global efforts toward pricing simplification, standardization and adherence to price modification guidelines​


10+ years of statistical analytics and data mining experience 
Skills and Abilities: 
Demonstrated statistical, analytical and problem-solving skills
Ability to provide sound business analysis
Excellent, clear and concise written and verbal communication skills
Ability to communicate effectively with all levels and regions of the organization
Ability to identify a target audience and connect with appropriate level of detail
Strong attention to detail with outstanding planning and organizational skills
 

About Molex… Molex brings together innovation and technology to deliver electronic solutions to customers worldwide. With a presence in more than 40 countries, Molex offers a full suite of solutions and services for many markets, including data communications, consumer electronics, industrial, automotive, commercial vehicle and medical.  Learn more...Visit us: www.molex.comTwitter: www.twitter.com/molexconnectorsYouTube: www.youtube.com/molexconnectorsFacebook: www.facebook.com/molexconnectorsLinkedin: www.linkedin.com/company/molexOur Blog: www.connector.comMolex History: www.history.molex.com
",Full-Time,7+ years,Other Great Industries,"Lisle, IL",NA,"Senior Statistical Analyst, Global Pricing Optimization",NA
76,"Research, Strategy - Planning",CALIBRE,Degree - 4 Year Degree,"
CALIBRE Systems Inc., an employee-owned Management Consulting and Information Technology Solutions company, is looking for mid-level cost analysts to join the team responsible for the statistical analysis and development of Cost Estimating Relationships (CER) equations for Army installations. The ideal candidate should be able to learn and provide input on how to create new sources of data-driven innovation through technology and analytics that would add value for our customers. They will explore new ways to analyze data using statistical methods, machine learning and predictive models.

 Must have or be able to obtain and maintain a DoD Secret security clearance (U.S. Citizenship required); Strong qualitative and quantitative analysis skills; Passion for solving problems with data and a high level of curiosity; Experience with data cleaning, model testing, results presentation and documentation; Experience using MS Excel and MS Access.    Preferred  Experience developing forecasting models using SPSS or similar statistical software; Experience using SQL or Visual Basic; Experience with data visualization tools such as Tableau or Qlik; Experience in budgeting or cost-analysis; Knowledge and understanding of the Army’s PPBE process.  Required Experience  BS/BA in related degree such as Data Analytics, Statistics, Operations Research, Economics, Engineering, Mathematics, Business, etc. (Other education, commensurate experience and demonstrated ability of individual may be substituted); Mid-level: Minimum of 3 years professional work experience, with at least 2 of these spent providing data analytics services.    CALIBRE is an Equal Opportunity Employer. We offer a competitive salary and full benefits package. To be considered, please apply via our website at www.calibresys.com. Come join our dynamic team!
",Full-Time,Experience - At least 3 year(s),Defense - Aerospace,"Alexandria, VA",NA,Junior Statistician,NA
77,NA,Joule,Degree - 4 Year Degree,"
Scientific Programmer Must Haves: Bachelor's or Master's Degree (preferred) in Computer Science, Statistics, Applied Mathematics, Life Sciences, Engineering; BA/BS plus 5-9 years or MA/MS plus 3-7 years SAS programming experience in a clinical trial environment; Knowledge and experience in developing analysis and reporting statistical programming deliverables (datasets, statistical analyses, report tables, and graphics) Significant expertise in SAS and clinical trial programming including data steps, procedures, SAS/MACRO, SAS/GRAPH Qualifications: • Bachelor's or Master's Degree (preferred) in Computer Science, Statistics, Applied Mathematics, Life Sciences, Engineering; • BA/BS plus 5-9 years or MA/MS plus 3-7 years SAS programming experience in a clinical trial environment; • Good communication skills enabling effective participation in cross-funcational environment; Demonstrated history of teamwork and collaboration; • Knowledge and experience in developing analysis and reporting statistical programming deliverables (datasets, statistical analyses, report tables, and graphics) • Significant expertise in SAS and clinical trial programming including data steps, procedures, SAS/MACRO, SAS/GRAPH; • Completes programming tasks independently at a project level; delivers on time with high quality; ability to collaborate with key stakeholders • Familiarity with pharmacokinetics datasets and analyses is strongly preferred setting   Responsibilities:  Individual will serve as a senior SAS programmer to provide high quality statistical programming analysis and reporting deliverables for global PK/PD modeling and simulation stakeholders. The individual will gather and interpret user requirements, transform the data into modeling-ready analysis datasets, and develop tables and figures according to the modeling analysis plans. The individual will ensure programmatic traceability from data source to analysis result. CAN BE RAHWAY NJ or UG PA work location. 
",Contractor,Experience - At least 5 year(s),Pharmaceutical,"North Wales, PA 19454",NA,Scientific Programmer Clinical - II,NA
78,Business Development,IQVIA,NA,"
IMS RWEIMS Health is a leading independent provider of outcomes research, economic modeling, Real-World Evidence (RWE), and market access and value communications solutions leveraging IMS and other non-IMS proprietary data assets.Largest multi-disciplinary team of experts, based in 20 countries worldwideCredible scientific voice and deep therapy area knowledge, captured in over 3000 publicationsMarket leadership in developing and adapting robust economic modelsMost advanced capabilities in real-world evidence management and analysisProven expertise in generating and communicating real-world evidence to advance stakeholder engagement at all levelsOur health economics and outcomes research (HEOR) team includes 250 highly qualified multi-disciplinary experts. They are based in 13 geographies (Belgium - Brussels, Germany - Munich, France - Paris, Spain - Barcelona, Switzerland - Basel, Italy – Milan, Sweden – Stockholm, Denmark – Copenhagen, Netherlands, US, Canada, Mexico, Singapore) and have delivered projects in over 50 countries.Position DescriptionThe HEOR practice is looking for a talented Consultant to help develop, design, and deliver health economic modeling projects. Consultants work with Analysts, Engagement Managers and Principals on each project. Occasional travel may be required. Responsibilities include: Design of modeling studies to quantify clinical and/or economic impacts of healthcare technologies or interventionsHelp develop compelling proposals for new projectsContribute to development of project deliverables, including models, reports, abstracts, manuscripts, and slide decks, as appropriateProvide coaching and direction to more junior HEOR professionals assigned to engagement(s), especially regarding decision modeling and excel modeling technical expertiseConsultants work across clients, therapy areas and projects, ensuring a cohesive professional environment and a deep and thorough understanding at all levels of the broad discipline of HEOR. In addition, Consultants will experience the following:Flexible and diverse work environment with a multidisciplinary team of researchers/consultants with backgrounds in medicine, pharmacy, health economics, health policy, health services research, outcomes research, pricing and market accessOpportunity to engage in Center of Excellence to promote global best practices, collaboration and thought leadership in core offeringsFormal and informal training opportunities in leading client engagements, statistical analyses, economic modeling, and scientific communicationsA dedicated development coach and mentor to advise on career goals and personal objectivesQualificationsThe ideal candidate MUST have:Knowledge of health economic modeling techniques, including decision analysisGood interpersonal and communication skills in team environmentAcademic or work experience in a related area such as economics, health economics, statistics, engineering, or scienceStrong organizational skills and proven ability to manage personal responsibilities on multiple priorities and/or projects at onceThe successful candidate should also have:Graduate degree in relevant scientific or technical field (e.g., Medical Doctor, Pharmacy, Statistics, Economics, Mathematics, Engineering, Health Policy)At least 2-3 years experience in applied research or consulting environmentProven ability to write and publish for medical or scientific audiencesExpert-level proficiency in Microsoft Excel (including Visual Basic)Command of Microsoft Office, TreeAge, statistical software (e.g. SAS or STATA)#LI-LG1Job ID: R999006
",Full-Time,2-3 years,Other Great Industries,"San Francisco, CA",NA,HEOR Modeler,NA
79,Other,Nationwide,NA,"
Job ID: 50610#nationwide#diversity#veteran*The corporate title for this position is ""Consultant, PC Act Rsch Analyt""Please note that this job may be filled at either the Consultant or Specialist level, depending on the qualifications and related experience of the chosen applicant. This is a Predictive Modeler role on the team, and the selected individual will be a senior-level individual contributor. On top of regular modeling responsibilities, we expect this person to think outside of the box and apply advanced modeling techniques, including but not limited to Machine Learning, to provide insights and solve business problems. The selected candidate must have curiosity, be self-driven, creative and a problem-solver. Required experience, education, and skills: + Strong preference for in-depth knowledge and working experience with Generalized Linear Models (GLM) and Machine Learning. + A minimum of 3 years' experience with large data bases (at least 5 years' for Consultant level). + Expert-level SQL skills. + Experience in leading a statistical/actuarial based analytical project. + A degree in actuarial science, mathematics, statistics, or a related field. Post graduate degree strongly preferred. + Experience with statistical modeling software (Emblem, SAS, R, etc).Must have curiosity and be a problem solver. Post graduate degree strongly preferred. JOB SUMMARY: Performs the most complex statistical analysis to determine pricing and market segmentation opportunities needed to create business strategies for pricing and underwriting. Works independently on complex multivariate statistical analyses (e.g. Generalized Linear Models). May lead team(s) of less experienced researchers with full accountability for completion of large and complex projects in the planning, design, and/or analysis phases. Uses existing data warehouse and pricing databases or creates databases by sourcing additional data or combining multiple sources in order to complete the analysis. Identifies research projects and builds case for completion. Reviews, validates, quality checks and provides guidance to the work of others. REPORTING RELATIONSHIPS: Reports to Manager or Director; responsible for management of research project management and/or statistical staff. Typically no direct reports. DUTIES AND RESPONSIBILITIES: Research: Consults with business customers to identify scope and specifications for largest most complex project requests and may initiate research/investigation of observed needs. Researches competitive industry trends, methodologies, and data sources to complete the project. Incorporates established best practices into research projects and final product. Planning: Creates project plans based on customer input, data availability and best practices. May require planning and integration of work conducted by others. Establishes criteria, assumptions, data sets and parameters for robust and fully encapsulated analysis. Negotiates timelines, priority and format of final deliverables. Analysis: Performs analysis of complex multivariate data and business scenarios based on experience and established department methodologies. Provides portfolio and trends analysis, vintage analysis, comparative analysis of markets/territories, actuarial judgment/ quantitative risk management judgment, and any additional assessment as indicated by project plan or ongoing identification of issues. Evaluates deliverables for accuracy, quality and relevance based on statistical and actuarial expertise. Decision Making: Prepares written reports of findings for discussion and or presentation to business partner and department leadership. Interprets findings, provides options for consideration and recommendations for resolution of original issue/request. Consulting: Provides guidance, information and support for regulatory review of work product. Provides ongoing consulting for Pricing and/or Product use of work product. Provides assistance for measuring the rate / profitability impact of work product.Design/Development: Designs and develops standard reporting packages and monitors results of product performance. Validates and updates models periodically and provides validation reports. Other: Contributes expert/actuarial opinion on the structure of analysis, interpretation of findings, and usefulness of results. Responsible for the development and maintenance of models and best practices to provide the functionality necessary to drive business objectives. May lead core studies or portions of the studies that require extended timelines, extensive data collection, leveraging associate knowledge, identifying root cause and associated influence. Initiates or leverages competitive research findings. Reviews, validates and quality checks the work of others. Provides guidance to other associates. Performs other related duties as assigned. MINIMUM JOB REQUIREMENTS: Experience: Minimum of six years related experience with large data bases, analytical problem solving in a business environment, and with programming models and queries. Experience with SAS, SQL and other statistical software building models and manipulation of data. Experience working with insurance data other comparable industry data experience to identify trends and opportunities. Experience in conceptualizing and designing models to address business needs. Experience in leading a statistical/actuarial based analytical project. Education: Undergraduate studies in mathematics, actuarial analysis, marketing research or related fields. Postgraduate degree strongly preferred. Knowledge: Detailed knowledge of data management, project management and complex data/actuarial analysis. Prefer some industry knowledge. Skills and Competencies: Excellent verbal and written communication skills for interaction with business unit leadership and team members. Proven excellence in problem solving, analytical, research and quantitative analysis skills, and analytical working techniques including: regression, decision trees, multivariate analysis, etc. Proficiency in developing ad hoc queries using SQL and SAS. Values: Regularly and consistently demonstrates the Nationwide Values and Guiding Behaviors. Staffing Exceptions: Staffing exceptions to the above minimum job requirements must be approved by the Officer/Executive and Human Resources Consultant. JOB CONDITIONS:Overtime Eligibility: Not Eligible (exempt)Working Conditions: Normal office environment; extended and/or non-standard work hours based on project and service delivery needs. Travel as needed.ADA: The above statements cover what are generally believed to the principal and essential functions of this job. Specific circumstances may allow or require some associates assigned to the job to perform a somewhat different combination of duties. Job Evaluation Activity: Evaluated September 2009 JDCJob Function/Family: ACT/RSCH             
",Full-Time,3 years,Other Great Industries,"Scottsdale, AZ",NA,Predictive Modeler - Excess and Surplus Specialty Insurance,NA
80,Consultant,Nationwide,NA,"
Job ID: 51355#marketingQualified candidates will have the following skills:+ Ability to write clean and concise code, especially in R or Python+ Solid understanding of statistics+ Keen eye for detail and thoughtful inquiry of data before using it+ Intuition for data science best practices based off of experience+ Ability to work with dashboarding software such as Tableau or Google Analytics+ In-depth knowledge of computer coding/programming languages and software development concepts in a large IT environment+ Proven professional experience with could capabilities (e.g.: AWS, Azure, or Google Cloud Services)+ Understanding of version control systems, particularly GIT+ In-depth knowledge of data structures, data management practices, system interaction patterns and interfaces JOB SUMMARY: Responsible for leading small to medium sized business analytics projects. Consults with business partners to define, structure, and execute analytic projects. Analyzes trends and patterns in structured and unstructured data and synthesizes and communicates meaningful insights to partners. May lead small teams and multiple concurrent projects. Committed to learning, development, skill maintenance, and personal improvement. RELATIONSHIP: Reports to Manager/Director/AVP. May have direct reports based on organizational structure. May be responsible for virtual/project teams. JOB RESPONSIBILITIES: + Responsible for creating, packaging, and communicating analytic work (synthesis) using appropriate medium for relevant insights, including impactful story line and applicable data visualizations. + Responsible for effectively synthesizing own project work and the work of team members. Work may span more than one project or focus area. + Participates in the delivery of analytic work that supports business objectives and priorities. + Plans and manages execution of own work, participates in planning, and delivers on commitments + Consults with business partners to understand, align, and deliver analytic work to support business objectives and priorities. + Consults with business partners to understand, align, and deliver analytic work to support business objectives and priorities. + Applies appropriate quantitative techniques and methods to solve business problems. Directs the application of appropriate quantitative techniques to facilitate repeatable research. + Responsible for building analytic applications using statistical, database, and/or general programming languages and tools. + Performs other duties as assigned.JOB REQUIREMENTS: Education: Post graduate studies preferred. Licenses/Designations: N/A Experience: Typically 5 or more years experience in data warehousing, statistical analysis and marketing/customer data models and queries. Detailed experience with problem solving in a business environment; working with large customer and/or prospect databases; working with product, geographic, demographic data to identify trends and opportunities. Knowledge: Experience with financial services or related industry. Consulting experience, knowledgeable and experienced with the core functions of an organization (call center, billing, finance, sales, marketing, product, pricing, etc), experience with process design and mapping and continuous improvement. Skills/Competencies: Possesses core statistics skills including an understanding of probability and its application to the analysis of data. Able to evaluate sources of variation and identify influential factors/features. Experienced with statistical process control, process monitoring and diagnostics. Modeling and Machine Learning: Experienced with advanced mathematical modeling techniques including both supervised and unsupervised learning algorithms. Proven experience building practical solutions using predictive modeling. Demonstrated knowledge of and experience with design of experiments. Ability to understand business systems (processes) and the data produced by them – (how did the data get produced and is it a valid representation of the outcome being studied). Demonstrated experience structuring and solving complex business problems. Ability to translate analytic findings into actionable communications. Ability to communicate effectively in a variety of mediums with any audience. Capable of developing compelling stories and distinctive data visualizations Working knowledge of statistical software including R, SAS, SPSS, MatLab, etc. as well as Teradata, Oracle, DB2, SQL Server, Netezza, etc. Understands data structures operational vs analytical data structures, normalization, etc. and SQL Assistant, WinSQL, and Toad, etc. Knowledge of general purpose programming languages (Python, Java, C++, etc)including domain specific languages, static and dynamic languages, application design and development, test driven development, and agile practices. Values: Regularly and consistently demonstrates the Nationwide Values and Guiding Behaviors. Staffing Exceptions to the above minimum job requirements must be approved by the: VP and HR VP. JOB CONDITIONS:  Overtime Eligibility: Not Eligible (Exempt)Working Conditions: Normal office environment. Extended and non-standard work hours based on project and customer deliverables.ADA: The above statements cover what are generally believed to be principal and essential functions of this job. Specific circumstances may allow or require some people assigned to the job to perform a somewhat different combination of duties. Job Evaluation Activity: 11/2012 CB, PYCJob Function/Family: MKT/DSC
",Full-Time,NA,Other Great Industries,"Columbus, OH",NA,"Consultant, Data Science",NA
81,NA,Oliver James Associates,Degree - 2 Year Degree,"
Are you passionate about data? Do you have experience in the P&C insurance market? Do you want to be at the forefront of commercial business decisions? If so read on..I am exclusively partnering with an international P&C insurer who are passionate about driving efficiency and growth through the use of intelligent business decisions backed by data! The business are expanding their Predicative Modeling team, and they need an experienced manager to lead the developing team! Are you passionate about data? Do you have experience in the P&C insurance market? Do you want to be at the forefront of commercial business decisions? If so read on..I am exclusively partnering with an international P&C insurer who are passionate about driving efficiency and growth through the use of intelligent business decisions backed by data! The business are expanding their Predicative Modeling team, and they need an experienced manager to lead the developing team!You will manage and lead analytical projects to drive operational excellence, customer experience and revenue growth, whilst managing a team of 6 predictive modelers.This is an opportunity to drive innovation, and develop the technical capabilities of an experienced team, whilst working in a challenging and collaborative where your opportunity to develop and succeed is only limited by your desire.Required:
Experienced within the insurance industry (Life, P&C, Health)
6-10 years experience of hands on Predicative modelling.
Knowledge of; regression, survival modelling, SVM, Neutral networks, decision tree, time series modelling, clustering.
Fluent in Python
Experience with SQL, NOSQL
Graduate degree; Mathematics, Statistics, or similar.

",Full-Time,Experience - At least 6 year(s),Insurance,"New York, NY",NA,Manager - Predictive Modeling,NA
