,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
74,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 03900-0010391347Classification: Systems AdministratorCompensation: $126,000.00 to $160,000.00 per yearRHT is looking for an experienced Reliability Engineer to join a growing eCommerce team and oversee application operations and infrastructure. As a Reliability Engineer, you will be responsible for overseeing the transition and management of services/applications to production environment with deep focus on architecture, production operations, and capacity planning and performance management. The role provides a mixture of production platform ownership as well as engineering. You will solve challenging technical problems, identify improvements and work on implementing your recommendations. Key skills required are Penetration testing and security testing, application development (preferably in a Java environment). Relocation is available for the right candidate.

Bachelor's degree in Computer Science or related field preferred; 5+ years of experience in the role of a Software Engineer or similar; Strong software development background in Java/J2EE Technologies; Experience with scripting (Shell, Python etc.) and good understanding of Unix/Linux, Networking/Load balancers/Firewalls; Experience Configuring and tuning Application servers like Tomcat/JBoss/WebLogic and Web Servers like Apache/Nginx for high volume online eCommerce systemsTechnology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Full-Time,5+ years,"Computer Hardware, Computer Software","Germantown, TN 38138","$126,000.00 - $160,000.00 /Year",Reliability Engineer,NA
75,Engineering,Randstad Engineering,Degree - 4 Year Degree,"
R&D Engineer Job Contract position: Immediate openings for a R&D Engineer in the Hazelwood MO. This is a 12 month contract opportunity with a major healthcare company. Successful candidates will lead remediation work on assigned Design History Files. Looking to hire immediately!Responsibilities for the R&D Engineer
A gap assessment to appropriate industry standards and internal procedures, generate rationales, and perform design and development activities
Prepare full DHF documentation in accordance with relevant internal SOPs and Design Control
Effectively communicate and work cooperatively with others as part of a team
Share information, status, needs, and issues with the site lead and project team members in order to inform, gain input, and support decision-making
Requirements for the R&D Engineer
BS degree in Engineering 
3+ years medical product or medical device R&D experience
3+ years DHF remediation experience 
BenefitsContractor benefits offered 
",Contractor,Experience - At least 1 year(s),"Energy - Utilities - Gas - Electric, Consulting","Hazelwood, MO 63042",$28.00 - $33.00 /Hour,R&D Engineer,NA
76,Information Technology,Strategic Staffing Solutions,Degree - 4 Year Degree,"
Data Scientist (HANA/ SAP Hybris)  
Location: Charlotte, NC
12 Month Contract Opportunity! 
W2 Only—Must Be Authorized to Work for Any US Employer— NO C2C or 3rd Party Agencies
More details listed below! If you're not available or interested, but know someone who might be, please provide them a copy of this job post-- we pay referral bonuses!
                                                                                                 
To apply, send resume in a Microsoft Document to, Jamie Newkirk, Sourcing Specialist. Reference JO#: 136371! 

Job Details:
            The Data Scientist  will deliver the universal experience our customers expect, leveraging SAP’s Hybris Customer Engagement & Commerce (CEC) solution and its Industry Solution for Utilities (IS-U) on HANA.


Responsibilities: 
The Data Scientist will play a critical role in documenting business/functional requirements related to predictive analytics, write test scripts, serve as an expert in translating complex data into key strategy insights and valuable actions.

Discover business narratives told by the data and present them to management.
Guide and mentor junior data scientists to achieve short and long term project goals.
Develop and test heuristics.
Create and run models.
Perform data exploration and data mining.
Create business intelligence, dashboards, visualizations, and/or other advanced analytics reports to adequately tell the business narrative and offer recommendations that are practiced, actionable, and have material impact, in addition to being well-supported by analytical models and data.






Minimum Skills/Education:

Master’s degree in business analytics or an advanced computer programming field, statistics, physics, mathematics, engineering, computer science, management of information systems, or related fields or an MBA.
Work experience in addition to degree: 10+ years.
Certified Analytics Professional (CAP) from INFORMS.
Working knowledge of statistics, programming and predictive modeling.
Working knowledge of code writing.
Previous experience working in data mining or natural language processing.
Possess advanced statistics/machine learning knowledge and implementation skills.


Desired Education, Training and/or Experience:

Strong critical thinking skills and the ability to relate them to the products or services the company is producing.
Understanding of and ability to use programming languages like Python and SQL (Structured Query Language).
Strong knowledge of basic and advanced prediction models.
Data mining knowledge that spans a range of disciplines.
Strong exploratory analysis skills.
Excellent verbal and written communication skills as well as the ability to bridge the gap between data science and business management.
Exceptional organizational skills and is detail oriented.
Mastery of statistics, machine learning, algorithms and advanced mathematics.


Not available but know someone with your similar experience….
$$ WE OFFER A REFERRAL FEE FOR ANYONE REFERRED & HIRED WITH S3! $$
",Full-Time,NA,Energy - Utilities - Gas - Electric,"28202Charlotte, NC 28202",NA,Data Scientist (HANA/ SAP Hybris),NA
77,Biotech,SVS Group,NA,"
SVS Group is in search of a Data Scientist for an up-and-coming biotech company.
Seeking only San Francisco Bay Area-based Data Scientists at this time.
Responsibilities:

Statistical analysis of experimental and user trial data - starting with ETL (extract, transform and load), including computation of confidence intervals, p-values, t-tests, etc.
Fit data to chemical and physical models and analyze results
Create analysis procedures that scale easily with both the amount of data being generated in the R&D group as well as during sensor production
Analyze historical database of in vitro and in vivo data
Present data and insights to the R&D and Engineering teams

Salary: DOE



Strong background in classical statistics (random processes, probability, point/interval estimation, hypothesis testing) and time series analysis
Excellent software development skills in Python and using numpy, scipy, pandas and other scientific computation libraries
Strong background in data mining, data analysis, and clear, readable report generation
Strong SQL skills
Experience with chemistry and experimental analysis
Ph.D. or Masters in Applied Mathematics, Statistics, Bio-statistics, Physics, Chemistry, Engineering or related field is preferred with +1 years of industry experience

",Full-Time,1 years,Healthcare - Health Services,"Burlingame, CA",NA,Data Scientist Needed for an Up-and-Coming Biotech Company,NA
78,"Engineering, Manufacturing, Installation - Maint - Repair","JSK Recruiting, Inc",Degree - 4 Year Degree,"

Reliability Engineer 

Global manufacturer with over 25 facilities. This is the largest facility and their global headquarters.
They recently expanded to a new facility and is looking for a Reliability Engineer to improve the efficiencies and layout of the operation
Local candidates preferred and sponsorship is not available

Responsibilities

Lead root cause analysis of failures and drive implementation of corrective actions.
Originate, develop, and facilitate analysis methods for determining the reliability of components and equipment
Evaluate and communicate solutions for developing/leveraging as Most Effective Technology (MET) 1, 2, or 3.
Achieve Asset Mechanical Reliability (AMR) business objectives and assist businesses in meeting Operational Reliability and Asset Capability (AC) objectives
Monitor the execution and effectiveness of the PM programs, identify and deficiencies, and implement corrective actions as necessary
Use reliability engineering principles and tools (such as Weibull, RCI, FMEA) to improve Asset Capability (AC) and Asset Mechanical Reliability (AMR) and long-term cost of ownership of the facility.
Provide leadership and technical support to cultivate a proactive maintenance service department
Utilize the equipment downtime database to identify trends and premature failure issues, and implement corrective actions to address and track progress
Design, develop, and implement equipment changes that will correct reliability, improve productivity, improve efficiencies, and increase quality product yield.
Attend daily meetings to drive immediate continuous improvement and compliance to productivity goals






Bachelor’s degree required; ideally in Engineering, Mechanical, Electrical or related field of study.
Preferred certification in industrial standard reliability expertise; CMRP, CRL, or other related certifications
7+ years of experience in an industrial facility with progressive engineering and reliability centered maintenance applications
Comprehensive engineering experience including all aspects of large power train components, hydraulics, pneumatics, components, process controls, (PLC) logic, steam and power generation
Experience with chemical, foods, or consumers products manufacturing
Experience in and working knowledge of Statistical Data Analysis and Process Control (SPC) as required for maintenance and equipment performance assessments. Working knowhow of ‘Minitab’ software is preferred
Demonstrated experience in industry standard comprehensive reliability programs
Motivated, self-starter, team player and someone who wants to work in a very fast paced evolving environment

",Full-Time,Experience - At least 7 year(s),"Consumer Products, Food, Chemical","Carol Stream, IL","$95,000.00 - $105,000.00 /Year",Reliability Engineer,Travel - None
79,NA,Joule,Degree - 4 Year Degree,"
Scientific Programmer Must Haves: Bachelor's or Master's Degree (preferred) in Computer Science, Statistics, Applied Mathematics, Life Sciences, Engineering; BA/BS plus 5-9 years or MA/MS plus 3-7 years SAS programming experience in a clinical trial environment; Knowledge and experience in developing analysis and reporting statistical programming deliverables (datasets, statistical analyses, report tables, and graphics) Significant expertise in SAS and clinical trial programming including data steps, procedures, SAS/MACRO, SAS/GRAPH Qualifications: • Bachelor's or Master's Degree (preferred) in Computer Science, Statistics, Applied Mathematics, Life Sciences, Engineering; • BA/BS plus 5-9 years or MA/MS plus 3-7 years SAS programming experience in a clinical trial environment; • Good communication skills enabling effective participation in cross-funcational environment; Demonstrated history of teamwork and collaboration; • Knowledge and experience in developing analysis and reporting statistical programming deliverables (datasets, statistical analyses, report tables, and graphics) • Significant expertise in SAS and clinical trial programming including data steps, procedures, SAS/MACRO, SAS/GRAPH; • Completes programming tasks independently at a project level; delivers on time with high quality; ability to collaborate with key stakeholders • Familiarity with pharmacokinetics datasets and analyses is strongly preferred setting   Responsibilities:  Individual will serve as a senior SAS programmer to provide high quality statistical programming analysis and reporting deliverables for global PK/PD modeling and simulation stakeholders. The individual will gather and interpret user requirements, transform the data into modeling-ready analysis datasets, and develop tables and figures according to the modeling analysis plans. The individual will ensure programmatic traceability from data source to analysis result. CAN BE RAHWAY NJ or UG PA work location. 
",Contractor,Experience - At least 5 year(s),Pharmaceutical,"North Wales, PA 19454",NA,Scientific Programmer Clinical - II,NA
80,Science,General Dynamics Information Technology,Degree - 4 Year Degree,"

Job Description

General Dynamics Health Solutions/ ARMA has an opening supporting the DOD Human Performance and Behavioral Health Services. GD Health Solutions/ARMA have an exciting opportunity for individuals who are interested in supporting warriors with increased combat effectiveness, resiliency to show a measurable reduction in down time and create optimal performance on the targets. Additionally, this position will help to support and build stable families and support systems.General Dynamics Health Services / ARMA has an opening for a Data Scientist: The Data Analyst, also referred to as the Data Scientist, shall be proficient at entering, cleaning, and conducting basic data manipulation and analysis. Operating in consultation with program staff and the Government’s biostatistician, the data scientist shall build and disseminate databases and spreadsheets designed to record related programmatic dataThe contractor shall provide consultation and assistance to supported units and staff to identify opportunities and methods for capturing data relating to programs and initiatives. The contractor shall prepare reports and presentations that accurately convey data trends and associated analysis.

Education

Bachelors (BA/BS) in quantitative science, social science or related field

Qualifications



TS/SCI Clearance for Ft. Bragg locations; SECRET for all other locations
The contractor shall possess a bachelor’s degree in quantitative science, social science or related discipline. 
The contractor shall be proficient with the suite of Microsoft Office programs, including Word, Excel and Access. 
The contractor shall have a basic proficiency with commonly used statistical software application (e.g. SPSS, SAS, and R). 
The contractor shall possess excellent communication skills and shall be highly detail oriented and organized.
Proficiency may be demonstrated through work history or a history of publications or a combination thereof.
As a trusted systems integrator for more than 50 years, General Dynamics Information Technology provides information technology (IT), systems engineering, professional services and simulation and training to customers in the defense, federal civilian government, health, homeland security, intelligence, state and local government and commercial sectors. With approximately 32,000 professionals worldwide, the company delivers IT enterprise solutions, manages large-scale, mission-critical IT programs and provides mission support services. GDIT is an Equal Opportunity/Affirmative Action Employer - Minorities/Females/Protected Veterans/Individuals with Disabilities. #ISDPOST#DICE#CB
",Full-Time,NA,Computer Software,"CSCS Detachment Pearl HarborPearl Harbor, HI",NA,Data Scientist,NA
81,"Engineering, Manufacturing",NA,Degree - 4 Year Degree,"
Reliability Engineer (Direct Hire)

Description for Reliability Engineer:
The Reliability Engineer will reside at our Cleveland site and will be responsible for the implementation of the proactive maintenance strategy in our manufacturing processes with strong ties to the use of the latest technologies and equipment. It is a lead role for driving continuous improvement and reliability excellence in existing and future manufacturing systems. It is a strategic engineering focus on equipment in order to minimize the total life cycle cost to the business by assessing the capabilities of the equipment, identifying potential failure modes, and identifying and implementing optimal equipment maintenance strategies.
Responsibilities for Reliability Engineer: 

Lead the change from a reactive to proactive maintenance environment;
Analyzes OEE data collected by Operations via pareto charts to help establish priorities to identify and target equipment bad-actors;
Promote and lead root cause problem solving teams to improve equipment reliability and reduce overall assets costs;
Drive corrective/preventative actions to completion;
Implement systemic, sustainable solutions to prevent equipment problems from recurring;
Assist in developing and executing maintenance strategies which strive towards predictive/preventative approaches to improving equipment health;
Evaluate existing manufacturing systems and execute actions to drive safety, productivity, quality, and cost improvements;
Work closely with outside contractors and engineering firms to execute equipment reliability improving activities safely, on-time, and on budget;
Provide hands-on technical support / trouble shooting to solve recurring problems to root cause;
Lead and facilitate Failure Mode and Effects Analysis (FMEA) for critical equipment, identifying specific failure modes, and corrective/preventative actions;
Develop and implement specific recommendations based on failure data analysis to reduce failures (increased MTBF) and reduce cycle time;
Define, develop and optimize Preventative and Predictive maintenance strategies / technologies / quality / frequency to provide the most cost-effective outcome for the business;
Incorporate appropriate Condition Monitoring such as the study of corrosion, vibration, fatigue, wear, and erosion rates in planned and predictive activities to maximize equipment reliability;
Review and optimize Lubrication requirements, methods and frequencies;
Review and update the CMMS plant equipment asset hierarchy;
Provide detailed cost/benefit analysis to support recommended equipment maintenance strategies;
Provide manufacturing decision-making information by calculating maintenance labor, cost estimates, reviewing production schedules; estimating future requirements;
Tracks/monitors/records effect of completed improvement actions and money saved;
Monitor equipment health and audits compliance to the equipment management strategies and relevant standards;
Initiates/assists in business case development and current condition identification for equipment reliability, maintenance improvement & new equipment capital projects;
Participates in capital & maintenance project teams for ensuring the application of reliability principles to maximize plant reliability at the conceptual and design stages, and ensuring alignment with the business requirements;
Participate in development/analysis of conceptual solutions and ensures that equipment reliability is incorporated into appropriate capital projects, providing total Life Cycle Cost (LCC) analysis;
Support the operation’s EH&S initiatives and communicates with contractors and vendors on compliance with Alcoa EH&S policy, procedures and standards;
""Champions"" equipment/maintenance/failure data collection and recording standardization and integrity in the CMMS and appropriate systems;

Major Activities and Key Challenges Include:

Seek cooperation from, persuade or influence others, and must develop relationships and persuade others to resolve problems, change people's minds, or directly produce customer satisfaction;
Deal with sensitive interpersonal situations - must motivate others, negotiate with others to obtain desired results;
Identify knowledge gaps and act as a translator/training between the language of business (availability, MTBF, Downtime, Utilization, Root Causes, etc.) to the language of the shop floor to both operations and maintenance;
Understand the proactive maintenance philosophy and implementing the maintenance strategic plan to ensure cost effective asset management, long term viability of equipment, long term improvement of the maintenance organization and competent, well-rounded individuals to support operations;
Plays an active role in fostering change and innovation to support the achievement of cost reduction and productivity improvement opportunities supporting the continuous improvement process to achieve the organization’s production, cost and quality objectives;
Recognize and reward people in their organizations for working as a team to meet the plant business objectives;
Possess strong analytic problem solving: able to develop and use structured approaches to identify root causes and recommend resolutions;
Read and understand process sheets, schematics, and blue prints.



 Requirements for Reliability Engineer:

Bachelor’s degree in Mechanical Engineering or Mechanical Engineering Technology from an accredited institution;
Employees must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.

Preferred Qualifications

Project Management skills and ability to manage multiple projects simultaneously to meet objectives and key deadlines;
Experience in Manufacturing and / or Plant setting;
Hands-on experience in hydraulics and machine lubrication;
Working knowledge of forging, heat treat processed, and associated equipment;
Experience with computerized maintenance management systems (CMMS);
Experience with industrial robotic technology;
Experience in Predictive/Condition Based Monitoring technologies, such as Vibration Analysis, Thermography, Ultrasonic Examination, Oil Analysis, etc;
A working knowledge of principles and concepts of Lean Manufacturing;
Computer experience with MS Office Products.

",Full-Time,Experience - At least 3 year(s),Manufacturing,"Cleveland, OH","$70,000.00 - $90,000.00 /Year",Reliability Engineer,Travel - Negligible
82,"Finance, Information Technology, Research",Eckhardt Trading Company,Degree - 4 Year Degree,"
We are expanding our Algorithmic Futures Trading Research team. We are seeking an intelligent degreed person with excellent programming and communication skills to support our automated futures trading efforts.

We offer an informal but demanding environment where you will interact with the best minds in the futures business.

You must have three or more years of experience programming with C, C++, or FORTRAN on machines running Linux, *BSD or other UNIX, or OpenVMS. You must have a degree (Master's or PhD preferred) in one of the physical sciences, computer science, mathematics, statistics or engineering.

You must be a US citizen, a permanent resident, or hold an H-1B visa with 3 or more years remaining. We will not sponsor a candidate needing an H-1B visa.

The best candidate will also have experience in the following:
  Automated futures trading technology
  Flextrade and its API
  Futures data feeds
  Network, multi-threaded, and sockets programming
  Linux and Windows APIs
  Operating system installation and maintenance
  Server, desktop, and network hardware
  Excellent written and oral presentation skills

We are located in the southwest corner of the Chicago business district.

We do NOT accept third-party applications.

You must have three or more years of experience programming with C, C++, or FORTRAN on machines running Linux, *BSD or other UNIX, or OpenVMS. You must have a degree (Master's or PhD preferred) in one of the physical sciences, computer science, mathematics, statistics or engineering.

You must be a US citizen, a permanent resident, or hold an H-1B visa with 3 or more years remaining. We will not sponsor a candidate needing an H-1B visa.

",Full-Time,Experience - At least 3 year(s),Banking - Financial Services,"Chicago, IL",NA,Algorithmic Futures Trading Research and Support,Travel - Negligible
83,Manufacturing,Job Juncture,NA,"
Location: Baton Rouge, LASalary: $80,000 to $125,000yr. base salary, Depending on Experience Minimum Requirements:B.S. in Mechanical Engineering or Chemical Engineering with 5+ years of out of any PSM regulated Chemical or Petrochemical plant, ideally with large scale rotating equipment, fixed equipment, cryogenics, compressors, distillation units, turbines, data analysis, utilities and distributed controls. Candidates should have experience with predictive and preventive maintenance programs, systems, etc. Job Description:This person will work in a 10-year-old, state-of-the-art 1000-person petrochemical facility which is currently undergoing Greenfield expansions. It is owned and operated by a large well-funded international Company that owns multiple US and overseas sites as well as technology centers. This reliability engineer position has been created due to the current plant expansions and a higher product demand. This person and the other reliability engineers will report to the Reliability Manager in support of the existing plants and the new expansions. They will be working performing short and medium-term predictive and preventative maintenance and day to day support on the following pieces of large scale equipment that includes: chlorine - caustic units, cryogenic units, turbines, distillation columns, reactors, pumps, DCS controls, and associated utilities. This company will provide relocation assistance if needed and will also provide a full package of benefits on top of base salary.
",Full-Time,5+ years,Other Great Industries,"Baton Rouge, LA",NA,Maintenance/Reliability Engineer,NA
84,Other,BAE Systems,NA,"
Job Description Leverage technical and analytical expertise to explore and examine data from multiple disparate sources with the goal of discovering patterns and previously hidden insights, which in turn can provide a competitive advantage or address a pressing business problem. Leverage knowledge of advanced mathematical and statistical concepts and computer science expertise to bridge the gap between technologists and mathematicians and ensure that software solutions meet analytic requirements. Contribute as part of the software product development team with responsibility across the entire life cycle, including requirements gathering and analysis, process and systems definition, data analysis, presentation of analysis to peers, leadership, and customers in a format that is understandable and supports decision making.Typical Education & Experience Bachelor's Degree and 12 years work experience or equivalent experienceRequired Skills and Education - Strong statistical data analysis background and a good understanding of a variety of algorithms and techniques- Experience in designing and implementing optimized strategies for data acquisition, ingest (batch and streaming), storage, and processing of structured and unstructured data-Experience with designing and implementing machine learning, data mining, statistics, or graph algorithms- Experience with at least one statistical programming language such as Matlab, R and Python-Experience with Big Data, Cloud computing technologies, NoSQL systems, or Lambda architectures-Experience with general purpose object–oriented programming, including Java, Python, Scala, or JavaScript and ability to build working prototype solutions- Excellent verbal and written communication skills-Experience with source control and dependency management software, including Git or Maven-Experience in developing solutions with and integrating and extending free and open–source software (FOSS) or COTS products-Ability to obtain a security clearance-BS degree required Preferred Skills and Education -Experience with Department of Defense (Army/Navy/Air force/etc.) and Intelligence Agencies-Experience with Amazon Web Services (AWS) or Microsoft Azure Cloud services-Experience with the Big Data ecosystem, including HDFS, Hive, HBase, Accumulo, or Spark-Experience with Storm, Kafka, NiFi, or similar ETL frameworks-Experience with writing analytics using MapReduce, Pig, SQL, or SparkSQL-MS degree in CS or Software Engineering About BAE Systems Electronic Systems BAE Systems is a premier global defense and security company with approximately 90,000 employees delivering a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support and services.The Electronic Systems (ES) sector spans the commercial and defense electronics markets with a broad portfolio of mission-critical electronic systems, including flight and engine controls; electronic warfare and night vision systems; surveillance and reconnaissance sensors; secure networked communications equipment; geospatial imagery intelligence products and systems; mission management; and power-and energy-management systems. Headquartered in Nashua, New Hampshire, ES employs approximately 13,000 people globally, with engineering and manufacturing functions primarily in the United States, United Kingdom, and Israel. Equal Opportunity Employer/Females/Minorities/Veterans/Disabled/Sexual Orientation/Gender Identity/Gender Expression
",Full-Time,12 years,Other Great Industries,"San Diego, CA 92127",NA,Experienced Data Scientist,NA
85,Information Technology,Frank Recruitment Group,Degree - 4 Year Degree,"
Senior Data Scientist - NYC - $200k   My client is looking for a Senior Data Scientist ASAP! Senior Data Scientist - NYC - $200k   Required Experience & Qualifications:
Experience working with Big data/Hadoop technologies (Spark, Pig, Hive, etc.).
Proven experience having worked on Azure and/or AWS Cloud Platform in production.
Experience with AWS Redshift, EMR, EC2, S3, is a plus.
Experience with Java, Scala, and Python
Understanding of Machine Learning
Experience with Data Science
 Benefits & Bonus
Competitive base and bonus
Full medical/health insurance
Opportunity to work with the newest technology in the industry
Remote capabilities
Free lunches everyday
Metro pass
  If you or someone you know is interested in this position, please send your resume directly to [Click Here to Email Your Resumé] or call 212-731-8282. My client is looking to start the interview process as soon as possible.  FRG Consulting is a leader in Niche IT Recruitment with a focus on cloud technologies including Azure & AWS, as well as Big Data, Data Science and BI. We deal with both Microsoft Partners, AWS partners & End Users throughout North America. We have open positions and relationships with some of the top partners and end users throughout the US and offer some excellent opportunities in the BI, Big data space.  I understand the need for discretion and would welcome the opportunity to speak to any Big Data and cloud analytics candidates that are considering a new career or job either now or in the future. Confidentiality is of the upmost importance. For more information on available BI jobs, as well as the Business Intelligence, Big data and cloud market, I can be contacted at 212-731-8282. Please see www.frgconsulting.com for more information.   Big Data / Data Science / Hadoop / Microsoft Business Intelligence / BI / Business Intelligence / SSRS / SSAS / SSIS / SQL / T-SQL / MDX / Azure / Cloud / AWS / Data Warehouse / ETL / Power BI / Architect / Big Data / Hadoop / Scala / Python / Apache / Hive / Spark / MS Azure / Amazon Web Services / AWS / EMR / RDS/ Redshift / S3 / EC2 / Lambda / Glue / Data Pipeline / Kafka / Power BI / Data Lake / Data Lake Analytics / Azure IoT Hubs / BLOB Storage / HDInsight / Data Factory / Machine Learning / SQL Data Warehouse / Steam Analytics / Ruby / DynamoDB / Kinesis

Big Data / Data Science / Hadoop / Microsoft Business Intelligence / BI / Business Intelligence / SSRS / SSAS / SSIS / SQL / T-SQL / MDX / Azure / Cloud / AWS / Data Warehouse / ETL / Power BI / Architect / Big Data / Hadoop / Scala / Python / Apache / Hive / Spark / MS Azure / Amazon Web Services / AWS / EMR / RDS/ Redshift / S3 / EC2 / Lambda / Glue / Data Pipeline / Kafka / Power BI / Data Lake / Data Lake Analytics / Azure IoT Hubs / BLOB Storage / HDInsight / Data Factory / Machine Learning / SQL Data Warehouse / Steam Analytics / Ruby / DynamoDB / Kinesis
",Full-Time,NA,Computer Software,"New York, NY","$0.00 - $200,000.00 /Year",Senior Data Scientist - NYC - $200k,NA
86,"Accounting, Finance, Insurance",Kelly Services,Degree - 4 Year Degree,"
The (Senior) Data Scientist acts as the key point of contact for all data driven questions of our clients in order to deliver Financial Advanced Analytics projects along the Order-2-Cash process. Key areas:
•	Create a data-driven culture •	Ensure the client data is relevant, connected, accurate and consumable•	Utilize machine Learning & Advanced Analytics capabilities to predict what will/could happen, and identify risks •	Improve Operational Excellence of our clients: Continuously improve the speed, efficiency and accuracy of capabilities, processes, and solutions
The (Senior) Data Scientist is part of the Analytics & Consulting Services team that supports through Data Intelligence Services, Advanced Applications & Analytics services, Reporting Services and Program Management Services in an onshore/offshore mix with our partner.

Essential Qualifications, Training and Experience: •	Bachelors/Masters/PhD degree in Math, Computer Science, Information Systems, Machine Learning, Statistics, Econometrics, Applied Mathematics, Operations Research or related technical degrees•	Strong footprint (5+ five) in analytical modeling and developing statistical models as well as applying machine learning algorithms•	Highly proficient and experience in working on data modeling projects using e.g. SAS, R, Python, Azure ML, KNIME, SQL•	Experience working in projects following Agile software development life-cycle methodologies
Desirable Qualifications, Training and Experience:•	Strong experience in SQL, R, Python, SAS, Tableau, Power BI or equivalent tools•	Background in Statistics/Operations research
",Full-Time,NA,Other Great Industries,"Reno, NV 89511","$59,000.00 - $105,000.00 /Year",Senior Data Scientist,Travel - Up to 25%
87,"Engineering, Science",Vencore,Degree - 4 Year Degree,"
Overview
Vencore is a proven provider of information solutions, engineering and analytics for the U.S. Government. With more than 40 years of experience working in the defense, civilian and intelligence communities, Vencore designs, develops and delivers high impact, mission-critical services and solutions to overcome its customers most complex problems. Headquartered in Chantilly, Virginia, Vencore employs 3,800 engineers, analysts, IT specialists and other professionals who strive to be the best at everything they do. Vencore is an AA/EEO Employer - Minorities/Women/Veterans/Disabled

Responsibilities

This position calls for a SME to investigate and document the causes, risks, and impacts of sensor data and algorithm anomalies for PIR systems.The investigations shall include in-depth research into the following areas: 
(a) radiometric performance
(b) spatial performance
(c) temporal performance
(d) software and algorithm validation
(e) network/data flow
(f) data/report dissemination
The SME will recommend courses-of-action (COAs) to the Government that address the anomalous behavior, and shall include modifications to current sensor PCPAD tools, validate the capabilities, and implement or transition them into the NASIC architecture.

Qualifications

Requires 5 to 8 years with BS/BA or 3 to 5 years with MS/MA or 0 to 2 years with PhD.Required


Bachelor/Master degree in computer science or data science related area with applicable experience
Strong background in multiple data science areas, such as math/statistics, machine/deep learning, data mining, data management, web technologies, or databases.
At least 5 years’ experience in engineering and machine learning.
Extensive experience with PIR systems
Demonstrated knowledge of ISR data processing, exploitation, and dissemination (PED)
Ability to work independently and in a team environment
Strong technical writing and briefing skills

",Full-Time,Experience - 5 to 8 years,Other Great Industries,"Dayton, OH 45435",NA,"Data Scientist, Engineer",NA
