,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
45,Information Technology,Brooksource,NA,"
Full Time DevOps EngineerIndianapolis, INJob Description: 
Embody the core values of Agile to deliver quality software to our users.
Be involved with the vision, strategy, and execution to spread the DevOps culture throughout the organization.
Build fully automated and complex continuous delivery pipelines.
Administer all aspects of the ALM platform: source control, work items, users, permissions, etc.
Research, evaluate, and develop new tools to improve product development efficiency.
Build and manage Azure cloud platform services (PaaS).
Plan for performance, uptime, disaster recovery, and capacity growth.
Possess some combination of the following skills: 
Agile DevOps experience
Experience with large, complex and highly scalable systems
ALM and DevOps tool experience (Visual Studio Team Services preferred)
Programming and scripting experience, Process Automation
Git and GitFlow, Source code strategy
Continuous integration and delivery experience
Automated Testing (Unit, Integration, Functional)
Cloud Development and Deployment (Azure PaaS preferred)
Hosting and operations management and monitoring
 Eight Eleven Group provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, national origin, age, sex, citizenship, disability, genetic information, gender, sexual orientation, gender identity, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws.
",Full-Time,Experience - At least 3 year(s),Automotive - Motor Vehicles - Parts,"Indianapolis, IN","$90,000.00 - $130,000.00 /Year",DevOps Engineer,Travel - None
46,"Research, Strategy - Planning, Information Technology",Boehringer Ingelheim,Degree - 4 Year Degree,"
Description:


Description\:

 
The Principal Statistical Programmer supports the clinical research development process by providing statistical programming for new substances, indications or marketing claims. Is able to function as a leading Project Statistical Programmer (PPROG), leading Project Statistical Programmer for Translational Medicine and Clinical Pharmacology (PProg-TMCP) for a development project approaching submission. The principal statistical programmer functionally leads a team of project programmers to fulfil the magnitude of all necessary tasks.
 
Works directly with the project statistician and proactively with the Clinical Trial and
Project teams - providing programming support and programming concepts. Implements and supports
standards and a harmonized approach to programming.
 
Represents the department on International Working groups, is recognized outside of the company by manuscript publication and presentations at conferences.  Participates in external associations such as the CDISC standards committees.
 
As an employee of Boehringer Ingelheim, you will actively contribute to the discovery, development and delivery of our products to our patients and customers. Our global presence provides opportunity for all employees to collaborate internationally, offering visibility and opportunity to directly contribute to the companies' success. We realize that our strength and competitive advantage lie with our people. We support our employees in a number of ways to foster a healthy working environment, meaningful work, diversity and inclusion, mobility, networking and work-life balance. Our competitive compensation and benefit programs reflect Boehringer Ingelheim's high regard for our employees
 

Duties & Responsibilities\:


As a mentor to other programmers, ensures staff members adhere to the SOPs, guidelines and local working instructions. Assist in the updating of these documents as requested by the manager.   Assists in the development of department procedures and processes to gain efficiencies.  Communicates with the Contract or Academic programmer when part of the trial programming or double programming is outsourced.

As a principal project programmer, lead a team of programmers located in different OPUs and distribute
work packages accordingly. Monitor implementation of the work packages and train assigned programmers in the programming concept. Implement documentation and tracking tools.

As a PPROG or PPROG-TMCP, provide support for the electronic submission to regulatory agencies worldwide. This may include the preparation of TMCP analyses or safety and efficacy analyses datasets, data files, application programs, and electronic documentation and user manuals. Perform validation activities to ensure the quality of the submission. Keep abreast of international data standards (e.g. CDISC) and supply programming support to the project team to accomplish this requirement from the regulatory authorities.

Review and provide feedback to the project statistician regarding the scientific portion of the statistical
analyses plan and the shell mock-ups for completeness, correctness and adherence to cited department
guidelines and SOPs. Author or co-author the Analysis Data Set (ADS) specification with the statistician.

Challenge the Technical TSAP and PSAP to ensure the most standardized and efficient processes can be used for its implementation. Ensure programming issues are resolved and specifications are kept updated in the SAP. Communicate and collaborate with the CRO programmer when any part of the programming is outsourced.
Transform specifications in the Project Statistical Analyses Plans (PSAP) into fully documented and tested programs supporting both safety and efficacy displays and Analyses Data Sets (ADS) required for the Clinical Trial Report. This includes\: standard displays that require complex data building programming prior to the call of a standard macro; moderate to complex safety displays that cannot be produced by the use of a standard macro; efficacy displays that require applied statistics knowledge in order to produce well documented tested efficacy programs; and the creation of Analyses Data Sets (ADS) that may require the application of statistical methods; and implement tables as specified in the MQR plan. Reviews the TLFs across the displays for consistency prior to review by the statistician.
Maintain libraries of fully documented and validated programs, macros and procedures which can be reused by other programmers to aid the department's overall efficiency.
The PPROG develops a project programming strategy with the PSTAT and PDM, involving the trial teams as well.
Define critical steps and decisions to be made to enable timely reporting in phase III on trial and project level. Implement project programs as much as possible and enable usage across trials. 
Delegate parts of programming development to other team members, providing necessary oversight. Communicate and collaborate with the CRO programmer when part of the trial programming or double programming is outsourced, providing any necessary oversight.
Receives broad operating instructions in performing a majority of duties from manager and keeps manager abreast of programming status and issues.
Represents the Statistical Programming function on multi-disciplinary, international working groups, with the ability to lead international working groups, FDA or industry developed committees.
Helps create or provide training materials in supported area.
Proactively propose effective and efficient implementation methods of TMCP related statistical aspects. Translation of statistical analyses of Clinical Pharmacology (CP) and Biomarker (BM) data on trial and project level into programming code using R and SAS. Responsible for statistical implementation TMCP parts of submission package (e.g. integrated & meta-analysis of PGx, BM, PK/PD) & exploratory data analysis of TMCP trials. Development of TMCP specific programming tool box, e.g. clustering, re-sampling, simulations.

Requirements\:

Bachelor's degree from an accredited institution, Bachelors of Science degree preferred in a technical field such as computer science or math, with ten (10) years of relevant experience. 
Master's degree from an accredited institution, Masters of Science degree preferred in a technical area such as bio/statistics, with eight (8) years of clinical statistical programming experience.
One (1) to three (3) years project management experience
International business experience
Proven experience within the pharmaceutical industry, CROs or academic sites
Advanced working knowledge of all aspects of the SAS programming language used in clinical trials programming.
Advanced understanding of statistical concepts in support of analyses and reporting of clinical trials.
Having knowledge of all phases of drug development, including R&D, early and late clinical development and submission
Having solid background of applied statistics
Solid knowledge of new advanced statistical methods using R and SAS
Knowledge in database structures and set-up
Knowledge of basic medical terminology
The person carrying out this function has successfully provided programming expertise at the Project level for at least two large and complex international development projects that have been submitted to regulatory agencies worldwide and is an expert statistical programming resource for the department.   
Ability to work successfully in teams.
Good organizational skills, problem-solving abilities, time management skills and initiative.
Flexibility and ability to work on several assignments simultaneously. Must be able to work independently as well as part of a team.
Good written and oral communications skills in the English language
Must be precise, detail oriented, and able to understand data displays and their relation to each other.

Eligibility Requirements\:

Must be legally authorized to work in the United States without restriction.
Must be willing to take a drug test and post-offer physical (if required)
Must be 18 years of age or older

Our Culture\:
Boehringer Ingelheim is one of the world’s top 20 pharmaceutical companies and operates globally with approximately 50,000 employees.  Since our founding in 1885, the company has remained family-owned and today we are committed to creating value through innovation in three business areas including human pharmaceuticals, animal health and biopharmaceutical contract manufacturing.  Since we are privately held, we have the ability to take an innovative, long-term view.   Our focus is on scientific discoveries and the introduction of truly novel medicines that improve lives and provide valuable services and support to patients and their families.  Employees are challenged to take initiative and achieve outstanding results. Ultimately, our culture and drive allows us to maintain one of the highest levels of excellence in our industry. We are also deeply committed to our communities and our employees create and engage in programs that strengthen the neighborhoods where we live and work.  Boehringer Ingelheim, including Boehringer Ingelheim Pharmaceuticals, Inc., Boehringer Ingelheim USA, Boehringer Ingelheim Animal Health USA, Inc., Merial Barceloneta, LLC and Boehringer Ingelheim Fremont, Inc. is an equal opportunity and affirmative action employer committed to a culturally diverse workforce.  All qualified applicants will receive consideration for employment without regard to race; color; creed; religion; national origin; age; ancestry; nationality; marital, domestic partnership or civil union status; sex, gender identity or expression; affectional or sexual orientation; disability; veteran or military status, including protected veteran status; domestic violence victim status; atypical cellular or blood trait; genetic information (including the refusal to submit to genetic testing) or any other characteristic protected by law. Boehringer Ingelheim is firmly committed to ensuring a safe, healthy, productive and efficient work environment for our employees, partners and customers. As part of that commitment, Boehringer Ingelheim conducts pre-employment verifications and drug screenings.
",Full-Time,18 years,Other Great Industries,"Ridgefield, CT 06877",NA,Principal Statistical Programmer,NA
47,Information Technology,CRG,Degree - 4 Year Degree,"
Position Summary:Mid-Level Software EngineerClient will not sponsor!Final interview on-site!This position is with our Turbine team. This team creates our print processing and order fulfillment system. This position participates in a variety of assignments encompassing all phases of development life cycle. May be assigned to multiple, concurrent complex projects.Duties, Responsibilities & Authority: 
May act in the capacity of technical or project leader on individual projects.
Provide project updates to senior technical staff and/or project leaders.
Analyze software requirements and determine feasibility of design within time and cost constraints; read and write requirements documentation as needed.
Develop detailed system specifications based on functional requirements (Product Requirements Document); read and write specification documentation as needed.
Develop and present designs that address requirements and specifications; read and write design documentation and prototypes as needed.
Estimate level of effort (LOE); predict and measure outcome and consequences of design.
Implement (program) software designs in appropriate languages in accordance with accepted software engineering and coding practices.
Perform activities as needed to integrate multiple software modules.
Create and execute software system unit-testing procedures, perform integration testing; create and test installation procedures.
Coordinate releases of software with Software Quality Assurance department.
Work with support and documentation groups to provide technical / user training and configuration documents as needed.
Research and correct defects found during SQA activities or reported from the field.
May participate in hiring process by performing technical interviews.
May provide input into performance reviews.
May provide guidance and direction to junior programmers with respect to analysis, design and coding.
Required Experience:BS and 5+ years of experience or 8 years of experience
Advanced knowledge C#
Desktop Application experience in WPF
Advanced knowledge of MS SQL
Strong Java and Database experience a MUST for this role
Client will not sponsor!
Final interview onsite!
Experience / Skills:
Advanced knowledge C#
Desktop Application experience in WPF and WinForms
Debugging
Java
XML
JSON
Unit testing
Version Control (SVN)
Ability to work in a team
Visual Studio
Windows 7
HTML
Key Words:C#WPFJavaSQLXMLXAMLJSONVisual Studio
",Full-Time,Experience - At least 5 year(s),"Computer Hardware, Computer Software","Concord, NC","$85,000.00 - $105,000.00 /Year",Software Engineer,NA
48,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 02310-9501198060Classification: Software EngineerCompensation: $90,000.00 to $110,000.00 per yearWe at Robert Half Technology are looking for someone to become a part of a creative and expanding team who has a strong desire to bring their diverse skillset to our clients' projects. The position itself will be senior level and carries with it some expectation of being a resource for others in the team. They should have at least five years of development experience working in .NET and other peripheral code. If this sounds like something you would be a good fit for, please feel free to contact me! This position is for Direct Hire/Permanent Placement Henry Anderson Ph. 612-359-4690 [Click Here to Email Your Resumé]

Experience with .NET Core, C#, Angular.JS, React, TypeScript, Docker, SASS/SCSS, JavaScript, HTML/CSS, Cloud Technologies, and Agile Environments Bachelor's in Computer Science/related field or equivalent experience Strong Communication and Teamwork 5+ years of experienceTechnology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Full-Time,5+ years,"Computer Hardware, Computer Software","Minneapolis, MN 55402","$90,000.00 - $110,000.00 /Year",Sr. Software Engineer,NA
49,Information Technology,Search Services,NA,"
To create, maintain, modify and test changes to existing software programs and products.
To understand the activities of the various credit union functions and the core processing system in order to design, develop and modify reports and programming to meet the needs of the organization. (80%)
To assist with System Administrators and IT Help Desk tickets in the resolution of issues. (20%)

Three (3) years to five years of similar or related experience.
 Equivalent to a college degree (BS or BA in a relevant field).
JavaScript, HTML, CSS and Unix Shell
Courtesy, tact, and diplomacy are essential elements of the job. Work involves much personal contact with others inside and/or outside the organization for purposes of giving or obtaining information, building relationships, or soliciting cooperation.
Advanced knowledge of programming languages. Must have good communication skills.
",Full-Time,NA,Banking - Financial Services,"Houston, TX","$90,000.00 - $100,000.00 /Year",Programmer Analyst,NA
50,Information Technology,On-Board Family of Companies,NA,"
Sr. Software EngineerThis is a 12 Month contract assignmentLocation:  Dallas, TXBenefits:  ACA compliant offering availableQualifications:Bachelor's degree (BA/BS) in a related field such as information systems, mathematics, or computer science or equivalent work experience. Requires technical and business knowledge in multiple disciplines/processes. Typically has 3-5 years of relevant work experience. Consideration given to equivalent combination of education and experience. Excellent written and verbal communication skills. Strong organizational and analytical skills. Ability to provide efficient, timely, reliable and courteous service to customers. Ability to effectively present information. Requires advanced knowledge of financial terms and principles. Ability to calculate intermediate figures such as percentages, discounts, and commissions. Conducts advanced financial analysis. Ability to comprehend, analyze, and interpret complex documents. Ability to solve problems involving several options in situations. Requires advanced analytical and quantitative skills. Database-backed Java web development experience is required; strong preference for substantial jQuery experience. Experience with web mapping tools and spatial databases is a big plus. Responsibilities: Under broad direction and supervision, develops, maintains, and enhances client systems as well as designs and develops new features. Develops, maintains, enhances, and tests client systems of moderate to high complexity. Delivering a complete backend applications built on C, C++, Go Lang, Beego, NodeJS Working experience on Django (Python Framework) is a plus Ensuring the applications developed are responsive to all screen sizes, cross browser compatibility and have high performance across the board Writing tested, idiomatic, and documented API URI documentation and development Coordinating the workflow between the graphic designer, the HTML coder, and yourself Building back-end services RESTful API, Web Services, SOAP/XML, SAML Working with a team of engineers (with a variety of technical capabilities), along with a Scrum Master, to identify, spec, and implement elegant features and solutions Research on new technologies that would fit-in for implementation of the business requirements Involved with the investigation and resolution of complex data, system, and software issues in the production environment. 8+ years of working experience software development experience with expertise in Web development and Digital technologies with Bachelors degree in computer science or engineering or related field Extensive working experience using C, C++ and object Oriented programing laguages Extensive working experience building micro services using Go Lang / Go Framework, RestFul services using Beego framework Working experience building backend API Services using Django (Python framework), Node JS is a plus Working experience building data models, Data translation layers for integration with various backend billing and provisioning systems Working experience with Kafka and other message queue systems Extensive Knowledge on Design patterns - MVC (Model-View-Controller), Front View Controller, Intercepting Filter, Business Delegate, Session Facade, Service Locator, DAO (Data Access Object), Data Transfer Object, Singleton, Builder, Adapter Strong knowledge on MVC framework in the browser, concepts of event-driven applications, building components using Ajax, JQuery, Object Oriented (OO) JavaScript, JSON, and XML. Expert knowledge integrating with Angular 2.x/4.x Cloud Native web applications Working experience with various servers Beego, NGINX, Tomcat (4.x/5.x), JBoss EAP (6.4), Web Logic (9.x), Working experiences building services with SOAP / REST APIs / Web services / SAML Good knowledge on XML technologies such as XSLT, XSD, DTD/Schema, DOM. Strong knowledge / working experience with NOSQL databases - preferably PostgreSQL/PostGIS (or related alternative) Working experience with version control tools - Git, SVN, TFS etc. Proficient in developing and deploying the Web application on AWS cloud implemented on various web servers Experience working in Agile / Scrum development cycles - using JIRA and TFS tools Working experience with Unit testing and End to End testing tools - preferably Karma, Protractor, Selenium or similar alternatives Writing extensive unit tests using automated TDD tasks, Creating e2e test suites for all components, and running them with Protractor (or a well reasoned alternative) Creating configuration, build, and test scripts for Continuous Integration environments Superior verbal, written and interpersonal communication skills with both technical and non-technical audiences. Comments/Special Instructions Looking for a talented, enthusiastic hands on developers with working experience C, C++, Go Lang, NodeJS, Building back-end services RESTful API, Web Services, SOAP/XML, SAML. We are looking to build modernized global applications with a strong insight / vision towards automation. Ideal candidate should have in-depth understanding of the web application development architecture, JavaScript frameworks, Agile methodology and have been worked in a fast paced application development environment To Apply for immediate consideration please send resume to Michael Zakaryan at [Click Here to Email Your Resumé] and reference job # 18-02089 in the Subject Line and indicate the best times to contact you (please include nights and weekends if needed).**Candidates must complete background and drug screenings before starting any assignment. On-Board Services provides equal employment opportunities (EEO) to all employees and applicants for employment without reg.
",Contractor,3-5 years,Real Estate - Property Mgt,"Dallas, TX",$44.59 - $64.18 /Hour,"Engineer, Sr Software",NA
51,"Automotive, Engineering, Manufacturing",Aerotek,NA,"
the Software Engineer III designs, develops and implements embedded software for our products, and is responsible for the development of software tools used to develop future products.Essential Job Responsibilities:Develop Embedded Software with the Smart Actuator Team.Responsible for all facets of the Embedded Software design and development processDesign and implementation of Embedded Software for company products and development of software tools.Requirements analysis; high and low-level design, coding, unit level tests, integration, integration tests, requirements testing, and clear documentation.Provide design, implementation, documentation, debugging and manufacturing support of Embedded Software for company products and software tools.Applies current professional, regulatory and company practices and procedures to develop new products.Participates in software design reviews.Interfaces with the customer and works to eliminate ambiguities in customer specifications or wants, and assists with requirements documentation.Work with outside software development subcontractors and vendors.Work with internal Software development team, sharing technical knowledge and experience.Support software validation and verification activities; may direct lab technicians in product testing.Assist with Software Development Quoting and Planning ActivitiesAbout Aerotek: We know that a company's success starts with its employees. We also know that an individual's success starts with the right career opportunity. As a Best of Staffing® Client and Talent leader, Aerotek's people-focused approach yields competitive advantage for our clients and rewarding careers for our contract employees. Since 1983, Aerotek has grown to become a leader in recruiting and staffing services. With more than 250 non-franchised offices, Aerotek's 8,000 internal employees serve more than 300,000 contract employees and 18,000 clients every year. Aerotek is an Allegis Group company, the global leader in talent solutions. Learn more at Aerotek.com.The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please call 888-237-6835 or email accommodation@aerotek .com for other accommodation options. However, if you have questions about this position, please contact the Recruiter located at the bottom of the job posting. The Recruiter is the sole point of contact for questions about this position.
",Full-Time,NA,"Automotive - Motor Vehicles - Parts, Electronics, Manufacturing","Grand Haven, MI","$50,000.00 - $90,000.00 /Year",Software Engineer,NA
52,Engineering,Huxley Associates,NA,"
As a DevOps Engineer at this late-stage technology startup, you'll operate as part of a globally dispersed remote DevOps team. You'll be expected to build unique solutions focused on transforming infrastructure in the cloud, enhancing reliability and improving performance.As a member of this small, yet talented team, you'll gain exposure to emerging technologies and will have the chance to continue shaping the company from both a technical and cultural standpoint.Responsibilities:
Engineer and architect creative DevOps solutions with a focus on AWS infrastructure & container services.
Build infrastructure in the cloud keeping in mind security, reliability and scalability.
Tune and optimize performance through hardware and software changes.
Plan and implement solutions, upgrades, fixes to entire system environment.
Maintain awareness
Requirements:
Proficiency with at least one scripting language (Java, Python, Ruby, Javascript, or Go)
Strong experience with containerization technologies (Docker, Kubernetes, Openshift, Packer, etc.)
Proficiency with Linux administration
Strong experience managing AWS infrastructure with the ability to automate through Infra-as-code using Terraform, CloudFormation, or other.
Experience working with configuration management systems and deployment automation (Puppet, Chef, CFEngine, Ansible, Terraform, etc.)
Experience setting up build systems using Jenkins, Go, CircleCi, etc.
Self-driven mentality with the ability to problem-solve while under a deadline
Great communication skills and a passion for explaining your solutions and recommendations
If you're looking for your next challenge, please apply now!Sthree US is acting as an Employment Agency in relation to this vacancy.
",Full-Time,NA,"Computer Hardware, Computer Software","New York, NY","$130,000.00 - $160,000.00 /Year",DevOps Engineer (Remote),NA
53,Information Technology,Mason Frank,Degree - 2 Year Degree,"
Salesforce Developer, Philadelphia, $70-$110 p/h, 6 monthsA highly desirable Salesforce partner is looking for a developer to join the fastest growing IT company in the state of Pennsylvania. This opportunity would best fit an experienced Salesforce Developer looking to take the next step in their career. The role will provide the opportunity to lead a team of over 20 Salesforce professionals on brand new project!Salesforce Developer, Philadelphia, $70-$110 p/h, 6 months
Minimum of 4 years' experience with Salesforce development; APEX & Visualforce
Design and develop application and well-documented code
Communicate efficiently and effectively with project managers, clients, and all other employees working on the project
Experience in the complete life cycle of project development (SFDC) including Release Management, Testing, and Deployment 
Collaborate with employees of multiple departments, including marketing and operations, to ensure the project is fulfilling internal needs
Desirable;
DEV 401
Service Cloud Experience
Salesforce Vlocity
Lightning Exposure
Apply now for an immediate response![Click Here to Email Your Resumé] 
",Contractor,4 years,"Computer Software, Construction, Consulting","Philadelphia, PA",$70.00 - $110.00 /Hour,"Salesforce Developer, Philadelphia, $70-$110 p/h, 6 months",NA
54,"Telecommunications, Engineering",NA,Degree - 4 Year Degree,"

 Job Description:
 ***PMDC Field Engineers need to have a good understanding of the product’s capabilities, features, services and options that the PMDC applications and its tools can provide.   ***PMDC is a suite of products and several tools.   ***Most people erroneously just think of it as just a Client app.   ***PMDC has a Server component, a Client, over 60 Interfaces, Remote Administration, Reports, diagnostics, Records Archiving/Purging, Backup, and hundreds of configuration options that are available on each application.   ***There is also a Reporting component, which has reached end-of-life and is maintained by Eldar Gousseinov (FBR Software Engineer)   ***Then there are also the PMDC CustomPacks, which are the components that contain all the forms and customization that mobile users interact with.   ***Each CustomPack is unique for each site and there could be variations depending on the Customer’s network/s, type of GPS device/s, screen resolution/s, department/s and capabilities.    

The PMDC Field Engineers need to be capable of handling the full PMDC deployment form the beginning, until the project reaches System Acceptance and it is handled to Support. I will list some of the obvious skills: They need to understand what the contract entails. They need to educate the customer about what they purchased. They need to explain and show customers what the PMDC product can and what it will do; how it will behave and how it can be tailored to work ‘best’ for their organization. They need to know what PMDC offers as a standard and what can be requested as “extras”. They need to gather the specific system requirements to understand what needs to be enabled, what needs to be configured, and what needs to be optimized. They need to understand the customer’s polices for passwords, account management, backup, disaster recovery and how to setup all the different PMDC components to work in accordance to these policies. They need to have sessions with the Customer and the officers to understand what they want, what they need, and then how to then ‘build’ a PMDC Client CustomPack that will work best for them. They need to know PMDC operates with other systems like CAD, State, RMS, Messaging, Chat, Internet/Intranet. They need to know what to configure, what forms and setting they need to use, in order to operate with each system’s specifications and versions. They need to run through the system integration, testing, and refinement phases. They need to know how to collect diagnostics and use them to trouble-shoot problems on their own. They need to know how to edit HTML, XML, and CSS by hand (no tools). They need to know how to use the Standard PAKs to compare and bring over the necessary forms and settings to the CustomPack they are building. They will need to edit the Client’s Access database by hand to tailor the CustomPack. They need to know VB and Java scripting, to modify queries, since most customers will need variations. They need to know produce embedded functions to offer customized messages, dropdowns, and validation. They need to test, track issues, and work with Engineering when the implementation of a patch is required. They need to be familiar with the documentation, the Compass resources, the Settings documents, and were to find answers. They need to know how to perform silent installations and configure the Client’s Setup.ini for unattended mode. They need to know how to configure and integrate different GPS devices with the PMDC Client. They need to know how to integrate the ATMM mapping application.
",Contractor,Experience - 6 to 10 years,"Telecommunications, Computer Software","Broomfield, CO",$48.00 - $50.00 /Hour,Software Engineer,NA
55,"Information Technology, Engineering, Professional Services",CyberCoders,Degree - 4 Year Degree,"
This position is open as of 4/24/2018.DevOps Engineer - Devops - Linux - Puppet - ChefBased in Tampa, we're a cutting edge Financial services company. We're looking to hire a talented DevOps Engineer to developing and implementing processes for server configuration management, build and test environment configuration management, and deployment strategies. If you are a DevOps Engineer and would like to learn more, please read on!What You Will Be DoingDevelop, implement, and deploy configuration management strategies for development, test, and production environmentsWhat You Need for this PositionAt Least 5 Years of experience and knowledge of:- Devops- Linux System Administration- Puppet/Chef- Scripting experience (Python/Perl/Shell/Bash)- Docker/Docker SwarmSo, if you are a DevOps Engineer with the appropriate experience, please apply today!Required SkillsDevops, Linux System Administration, Puppet/Chef, Scripting experience (Python/Perl/Shell/Bash), Docker/Docker SwarmIf you are a good fit for the DevOps Engineer - Devops - Linux - Puppet - Chef position, and have a background that includes:Devops, Linux System Administration, Puppet/Chef, Scripting experience (Python/Perl/Shell/Bash), Docker/Docker Swarm and you are interested in working the following job types:Information Technology, Engineering, Professional ServicesWithin the following industries:Computer SoftwareOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you! CyberCoders, Inc is proud to be an Equal Opportunity Employer  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.  Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Devops, Linux System Administration, Puppet/Chef, Scripting experience (Python/Perl/Shell/Bash), Docker/Docker Swarm
",Full-Time,Experience - At least 3 year(s),Computer Software,"Tampa, FL 33602","$100,000.00 - $130,000.00 /Year",Senior DevOps Engineer,NA
56,Information Technology,Career Evolutions,Degree - None,"
Career Evolutions is searching for an Software Developer (VB Script Software) for an expanding technology company in Scottsdale. Contract opportunity for about 6-10 months in length with compensation up to $35 per hour.
SUMMARY
You have a strong understanding of how their work would be implemented on the front-end for user interaction. You are detail oriented, with problem solving and analytical abilities. You have great communications skills, and are able to work both independently, and as part of a team. You have knowledge of hosting / server platforms including IIS, Microsoft SQL Server, and Windows Server, is a plus, but not necessary. We operate a Microsoft-centric environment primarily operating on SQL 2012/2016 and Visual Basic Script RESPONSIBILITIES

Design, build, and maintain efficient, reusable, and reliable VB Script code for our web services and web sites
Mainitaing VB Script within the Legacy System and transferring to .NET Framework
Provide accurate estimates on projects and document timelines in Agile Methodology.
Ensure the best possible performance, quality, and responsiveness of applications
Identify bottlenecks and bugs, and devise solutions to these problems
Help maintain code quality, organization, and automatization

SKILLS


3+ years of VB Script Experience

3+ years of SQL Server Database Admin

1+ years of Web Service Development
Experience with and transforming XML documents is a plus
Having a portfolio site and code examples is a huge plus.
Bootstrap experience is a plus
Good knowledge with JavaScript, JQuery and AJAX
C# .NET is a plus (for conversion of VB Script applications)
Software development utilizing Microsoft development tools and methodologies (Visual Studio)
Microsoft products and operating systems

Founded in 2008, Career Evolutions is a leading Executive Search based in Scottsdale, Arizona. Career Evolutions provides products and services to identify top talent, develop employees, and maximize human capital to enhance the bottom line. For more info, please visit www.careerevolutions.net, check out our Current Opportunities, and contact us via phone 480.626.5253

VB Script, SQL Server, Web Services, XML, JS, jQuery, Ajax
",Full-Time,Experience - 3 to greater than 15 years,Computer Software,"Los Angeles, CA",$23.00 - $35.00 /Hour,Software Developer,Travel - None
57,Information Technology,Vaco Technology,Degree - 2 Year Degree,"
Responsibilities:
Participate in requirements analysis and detail design of new systems and functionality.
Participate within an Agile (Scrum) development team.
Collaborate with fellow software developers while building knowledge base.
Analyze business systems and design new measurements and metrics to improve organizational efficiencies.
Design proposed functional additions and review with project lead and customer.
Uses prototyping where appropriate to gain user support for ideas.
Analyze overall architecture and provide experienced perspective on proposed changes.
Qualifications:Education, Skills and/or Experiences:
3 + years applications development 
2+ years enterprise class application architecture required.
2+ years .NET and MS SQL Server experience required.
2+ years HTML, CSS, JavaScript required.
Experience with the following:

Git
Angular.js or React.js
Team Foundation Server (TFS)

XML design and development required.
Experience with C# .Net to support large scale, iterative software development initiatives.
Experience with .Net desktop and web application development skills.
Practical experience working in highly collaborative development environments using iterative, Test Driven Development practices.
Exceptional communication, documentation and reporting skills required.
Attention to details and quality.
Good interpersonal skills.
Bachelors degree in Computer Science, MIS, or equivalent required.

",Full-Time,2+ years,Internet - ECommerce,"Brentwood, TN 37027","$85,000.00 - $100,000.00 /Year",Software Engineer,NA
