,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
68,Information Technology,Bartech Group,NA,"
Job Description At this time, the client does not allow any candidates to work C2C. ALL contractors MUST be W2 employees of Bartech if selected for this position  If you are an experienced SQL Server DBA looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some over the nation’s biggest companies. Our client has a need for a SQL Server DBA. This is a contract position; however it is not uncommon for assignments to transition into permanent positions with our client companies. If you have the background we are looking for, and you are interested in an opportunity to get your foot in the door with leading company, we want to talk with you!                        SQL Server DBA         Job Responsibilities Your specific duties as a SQL Server DBA will include:  The SQL Server / PostGreSQL DBA will be responsible for the implementation, configuration, maintenance, and performance of critical SQL Server/PostGreSQL systems, to ensure the availability and consistent performance of our corporate applications. This is a hands-on position requiring solid technical skills, as well as excellent interpersonal and communication skills. The successful candidate will be responsible for the development and sustainment of the SQL Server/ PostGreSQL, ensuring its operational readiness (security, health and performance), executing data loads, and performing data modeling in support of multiple development teams. The database supports an enterprise application suite of program management tools. Must be capable of working independently and collaboratively. Manage SQL Server / PostGreSQL databases through multiple product lifecycle environments, from development to mission-critical production systems. Installation, configuration and upgrading of PostGreSQL /Microsoft SQL Server/MySQL/Oracle server software and related products. Establish and maintain sound backup and recovery policies and procedures. Take care of the Database design and implementation. Implement and maintain database security (create and maintain users and roles, assign privileges). Database tuning and performance monitoring. Application tuning and performance monitoring. Setup and maintain documentation and standards. Plan growth and changes (capacity planning). Work as part of a team and provide 247 supports when required. Do general technical trouble shooting and give consultation to development teams. Interface with PostGreSQL/MSSQL/MySQL/Oracle for technical support. Configure and maintain database servers and processes, including monitoring of system health and performance, to ensure high levels of performance, availability, and security. Apply data modeling techniques to ensure development and implementation support efforts meet integration and performance expectations Independently analyze, solve, and correct issues in real time, providing problem resolution end-to-end. Refine and automate regular processes, track issues, and document changes Assist developers with complex query tuning and schema refinement. Provide 24x7 support for critical production systems. Provide standard operation support; validating backup / restore, performance monitoring, system availability and evaluating logs Perform scheduled maintenance and support release deployment activities after hours. Share domain and technical expertise, providing technical mentorship and cross-training to other peers and team members.     SQL Server DBA Job Requirements As a SQL Server DBA you must represent our company well by being responsible, punctual and motivated to go above and beyond the call of duty. You must also be highly detail-oriented and organized with excellent analytic and problem-solving abilities. It is also important that you display excellent verbal and written communication and interpersonal skills.  7+ years MS SQL and PostGreSQL Server Administration experience required Experience with AWS and Aurora PostGreSQL system services and tools. Experience with AWS and preferable certification in Solutions Architect and/or System Operations Administration Experience with Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting tools Experience with backups, restores and recovery models Knowledge of High Availability (HA) and Disaster Recovery (DR) options for PostGreSQL/MS SQL Server Experience working with Windows server, including Active Directory Excellent written and verbal communication Flexible, team player, get-it-done personality Ability to organize and plan work independently Ability to work in a rapidly changing environment Ability to multi-task and context-switch effectively between different activities and teams    SQL Server DBA  As a SQL Server DBA with Bartech, you will be working through an established and respected staffing organization with 40 years of serving as a trusted partner to our client companies. We are dedicated to providing our talent with personal, responsive attention, and will assign an employee care representative to answer any questions or concerns that you might have. Depending upon the client, the assignment and your performance, you can find potential opportunities for direct employment. Your hard work and professional dedication will be rewarded with competitive compensation, including benefits. Available benefits for SQL Server DBA Position may include (but are not limited to):  Exceptional medical, dental, and vision 401(k) Paid time off, including holidays                                                     Make the most of your experience! Apply now!  Applicant must be eligible to work in the US for immediate opening. Keywords:                                                                          
",Contractor,Experience - At least 5 year(s),Telecommunications,"Irving, TX",NA,SQL Server DBA,NA
69,Information Technology,"On-Line Systems, Inc.",Degree - 4 Year Degree,"
Description

>9 yrs exp Provides technical leadership for architecture, design, documentation and maintenance of an internal database and related systems. Oversees the evaluation, design and implementation of database enhancements and develops a long-term strategy for data storage. Establishes policies and procedures related to data security and integrity and monitors and limits database access as needed. Relies on extensive knowledge and professional discretion to achieve goals. Manages others. Significant ingenuity and flexibility is expected. Usually reports to top management. 

Requires a bachelor’s degree with at least 7 years of relevant experience.
 
Special Requirement:

 
10+ years experience Mainframe Z/OS DB2
 
10+ COBOL / JCL
 
Data Modeling / ERWIN
 
Disaster Recovery
 
Database Performance Tuning
 
SQL Query Optimization and Troubleshooting


Please send resume in confidence:  [Click Here to Email Your Resumé]

*** U.S. Citizens / Green Cardholders are encourage to apply.
*** This a right to hire opportunity for the right match
*** We cannot process an H1-B at this time.
",Contractor,Experience - 10 to greater than 15 years,Government - Civil Service,"Hartford, CT",NA,DB2 Database Administrator,Travel - None
70,"Management, Information Technology","ITAC Solutions, LLC",Degree - 4 Year Degree,"
Job Type: Direct-Hire
In this job, here are some of the duties to be performed:  ITAC is helping an amazing client in the Birmingham area find a Database Administrator.  This position administers database technology and systems responsible for backup, recovery, server architecture, performance tuning, security, auditing, metadata management, optimization, statistics, capacity planning, connectivity and other data solutions of mission-critical database systems.  The administrator will perform the capacity planning required to create and maintain corporate databases and processing demands.  Providing database solutions, the administrator will solve complex business issues including data processing, loading, performance improvements, data storage, and data replication.  The right candidate will be an Oracle subject matter expert with the ability to evaluate releases of Oracle, its tools, and third-party products to ensure that the organization is running efficiently.
Education: Bachelor's Degree
(Preferred)
To be considered for this job, candidates may be required to have the following skills and experience: 
Extensive experience as a Database Administrator with Oracle or other enterprise database technologies.
Skilled in handling all phases of database development and management.
Demonstrated proficiency working with relational databases, data structures and/or database management systems.
Extensive experience supporting critical systems and providing technical solutions.
Experience with Oracle.
Proficient in SQL.

Oracle certification highly preferred.

Company Overview: We’re in the business of connecting professionals with employment/career opportunities
in fields such as accounting and finance, technology, engineering, office administration, marketing, sales and just about any other position from the front desk to the corner office.
Whether your need is for temporary or contract employment or for full-time employment, our goal is to help you make the right connection. Think this posting is a perfect match for your
experience, skills, and qualifications? Apply below! If this job isn’t for you but sounds like a great opportunity for someone you know, please share with a friend.

",Full-Time,NA,"Accounting - Finance, Internet - ECommerce","Birmingham, AL",NA,Database Administrator,NA
71,Information Technology,The Select Group,Degree - 2 Year Degree,"
TERADATA DBA - CHARLOTTE, NC
The Select Group's client who is an industry leader is in search of a Senior Teradata DBA located in Charlotte, NC. I am looking for someone who has an excellent Database Administration background who has led Teradata migration projects in an enterprise level environment.TERADATA DBA RESPONSIBILITIES:


Extensive Teradata Database Administration 



Administrating work and supporting Teradata databases in an Enterprise Level Environment 



Leading database migrations 



Train and lead other team members


TERADATA DBA REQUIREMENTS: 


Over 5 years' experience working as a SME Teradata DBA 



Excellent communication


About The Select Group:We are TSG - a fast-growing technical services firm serving the U.S. and Canada. We open doors to diversified prospective employers who respect and value your ambitions, your pursuit of a meaningful career, and your particular skill-set. We offer interview guidance, an impressive referral program, and partner with you to find work that drives you. Learn more about us in our company overview video, or visit us at http://www.selectgroup.com. Sign up to receive weekly job alerts in your inbox by joining the TSG Talent Network.We have the privilege of impacting lives, so let us impact yours.The Select Group provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability, genetic information, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws.
",Contractor,5 years,Other Great Industries,"Charlotte, NC",NA,Teradata DBA,NA
72,Information Technology,Signature Consultants,Degree - 4 Year Degree,"
Azure/SQL DBA Summary:Signature Consultants is seeking an Azure/SQL DBA for an opportunity in the Washington, DC area. The SQL DBA will provide leadership, guidance, and coordination for large DBA support teams, including coordination of complex database design, development, implementation, and support of databases for project and/or production efforts. He or she will work with application teams to apply best practices to design and implement enhancements and fixes to new and existing databases and ETL jobs.Responsibilities:
Monitor and triage production database issues as needed, and tune performance of existing databases
Provide Technical leadership for architecture, design and implementation of various system components
Provide Guidance on high level design for new initiatives and analyze their impact on overall enterprise architecture
Guide team members to influence overall software strategy and direction
Take up responsibility for development of large-scale Web applications, related systems and tools, including analysis, design, implementation, unit testing and documentation
Collaborate with business owners, project managers and other technical teams
Contribute to company's engineering standards and best practices
Participate in capacity analysis preparing the enterprise for peak load and planning for year over year growth.
Suggest scalability initiatives based on capacity analysis
Required Experience:
3-5 years software engineering experience with strong database background and demonstrated experience on defining enterprise architecture
Support of SSIS Yes 4 - 6 Years
Software Skills SQL 6 + Years
Azure Cosmos DB Expertise
About Signature Consultants, LLCHeadquartered in Fort Lauderdale, Florida, Signature Consultants was established in 1997 with a singular focus: to provide clients and consultants with superior staffing solutions. For the seventh consecutive year, Signature was voted as one of the ""Best Staffing Firms to Work For"" and is now the 14th largest IT staffing firm in the United States (source: Staffing Industry Analysts). With 26 locations throughout North America, Signature annually deploys thousands of consultants to support, run, and manage their clients' technology needs. Signature offers IT staffing, consulting, managed solutions, and direct placement services. For more information on the company, please visit www.sigconsult.com.
",Full-Time,3-5 years,Insurance,"Chevy Chase Section Three, MD 20815",NA,Azure/SQL DBA,NA
73,Information Technology,Corus360,NA,"
Our client is a local Atlanta Software company that is the next generation of solutions in their industry.  Do to incredible growth and the next 2.0 version of their product, we are seeking a Senior level, hands on MySQL DBA to join our client is a contract or contract to perm role to help enhance the production Database.  The current environment is a MySQL v 5.7 database with a large database server. Currently having some performance issues, so the selected candidate will be an edpert with performance tuning, in heart of application.  Duties along the lines of performance tuning include configs, indexing, moving data, all research to find out what the issues are, improve performance of the database.  Skills: 
Sr MySQL DBA Resource with heavy performance tuning.
Local to Atlanta on site everyday
8-15 years' experience
Hands on- jump in production environment
High energy, relevant
Minimal supervision
Notes: 
Other versions of MySQL 4.0 is ok, prefer 5.7 and up is fine
jBoss application server is a plus
Linux is a MUST
MySQL is a MUST
Expert in performance tuning
Preferred environment - size of company not important, need to be hands on.       
",Full-Time,15 years,Computer Software,"Atlanta, GA",NA,MySQL DBA,NA
74,Information Technology,NA,Degree - 4 Year Degree,"
A direct client of ours located in Philadelphia, PA has a fulltime opening for a SQL Database Administrator. 

Strong experience in MS SSIS, Microsoft SQL server database design/development
Experienced data architecture and logical / physical database modelling background (expert SQL, SQL Server)
Experience with SOAP and REST Web Service protocols
Sales Force Force.com knowledge a plus
Proficiency in Microsoft Office (Excel, Word, PowerPoint).
3-5 years database administration experience


A direct client of ours located in Philadelphia, PA has a fulltime opening for a SQL Database Administrator. 



Strong experience in MS SSIS, Microsoft SQL server database design/development
Experienced data architecture and logical / physical database modelling background (expert SQL, SQL Server)
Experience with SOAP and REST Web Service protocols
Sales Force Force.com knowledge a plus
Proficiency in Microsoft Office (Excel, Word, PowerPoint).
3-5 years database administration experience

",Full-Time,3-5 years,Computer Hardware,"Philadelphia, PA",NA,SQL Database Administrator,NA
75,Information Technology,Software Resources,NA,"
Software Resources has an immediate job opportunity for a Senior DBA in Glendale, CA.Position: Senior DBADescription:Seeking an expert Senior DBA that can architect, design and implement database functions for large scale enterprise application. Responsibilities:

Architect, build and maintain Aurora MySQL database hosted in AWS 
Develop, design, implement queries, stored procedures, triggers and indexes
Design scalable data model based on limited requirements
Optimize database performance, ensure data integrity and security
Build robust reports to display on dashboards 
Run analytics to provide insights into business
Setup data replication and disaster recovery framework
Proactively analyze system performance and implement solutions for improvement
Evaluate new tools and technologies to support growing business needs
Assist in designing and implementing the next generation data platform 

Requirements:

10+ years managing MySQL and/or SQL Server
Must have experience managing databases in AWS infrastructure 
Must have experience managing large data sets 
Experience with Elasticsearch a plus
Prefer some experience with non-RDS systems such as NoSQL, Graph database and Hadoop
Should be a self-starter who is excited to relentlessly solve many technical challenges
Must have excellent written and verbal communication skills
Should manage own time and work well both independently and as part of a team

Don't delay. Join the Software Resources team today!Software Resources specializes in connecting talented IT professionals with challenging job opportunities that transform jobs into careers.To meet our clients hiring needs, we continuously source talented IT Professionals with all levels of expertise and in all disciplines. We offer world class major medical, dental and vision benefits, 401(k) with match, short term disability, Life Insurance and AD&D. You, our future employees, can make a tremendous difference to our company and our clients. Please apply to this job and experience the Software Resources difference. You can view all of our jobs at http://www.softwareresources.com/it-careers/it-job-search/Company OverviewSoftware Resources specializes in IT talent recruitment services and workforce staffing solutions. Founded in 1992 as an IT staffing services firm, we are a privately held women-owned business enterprise (WBE), celebrating our 25th year in business. We are headquartered in Lake Mary, Florida, just outside of Orlando. With branches and sales professionals throughout the U.S., Software Resources is the staffing agency of choice for clients and consultants.We specialize in IT. It's what we do and what we know, every day. We provide contract, contract to hire and direct hire placement IT staffing solutions for Energy, Entertainment/Gaming/New Media, Financial Services, Government, Healthcare, Hospitality, Professional Services, and Security.

Don't delay. Join the Software Resources team today!Software Resources specializes in connecting talented IT professionals with challenging job opportunities that transform jobs into careers.To meet our clients hiring needs, we continuously source talented IT Professionals with all levels of expertise and in all disciplines. We offer world class major medical, dental and vision benefits, 401(k) with match, short term disability, Life Insurance and AD&D. You, our future employees, can make a tremendous difference to our company and our clients. Please apply to this job and experience the Software Resources difference. You can view all of our jobs at http://www.softwareresources.com/it-careers/it-job-search/Company OverviewSoftware Resources specializes in IT talent recruitment services and workforce staffing solutions. Founded in 1992 as an IT staffing services firm, we are a privately held women-owned business enterprise (WBE), celebrating our 25th year in business. We are headquartered in Lake Mary, Florida, just outside of Orlando. With branches and sales professionals throughout the U.S., Software Resources is the staffing agency of choice for clients and consultants.We specialize in IT. It's what we do and what we know, every day. We provide contract, contract to hire and direct hire placement IT staffing solutions for Energy, Entertainment/Gaming/New Media, Financial Services, Government, Healthcare, Hospitality, Professional Services, and Security.
",Contractor,NA,Computer Software,"Glendale, CA",NA,Senior DBA (MYSQL),NA
76,Information Technology,Procom,NA,"
Oracle Database Analyst (ETL)On behalf of our client, Procom Services is currently looking for an Oracle Database Analyst in the Mount Laurel, NJ area for a 6 month contract.Oracle Database Analyst (ETL) Main Duties
Providing Oracle database support and design solutions across business units
Design, build, test, deploy and develop quality database solutions for new projects consistent with project objectives and client requirements by following accepted architecture standards.
Design and implement oracle based solutions that maximize system availability, efficiency and effectiveness
Oracle Database Analyst (ETL) Must Haves
 Must have worked in technical team lead role on large Enterprise projects, involving teams up to 10 or more
Need to coordinate activities with internal matrix teams (business system analysts, data modeler, ETL developers, QA testers and project managers) and external teams (vendor/business)
Familiar with building Data Warehouse and Data Integration solutions
 Good working knowledge of Oracle and SQL
Familiar with database design (Relational and DW models)
Some exposure to FSDM model is added plus
Familiar with capabilities of ETL tools (Informatica, IBM DataStage)
 Familiar with creating design documents and ETL (mapping) specifications
Familiar with the capabilities of BI tools (Business Objects, Crystal Reports, Tableau)
 Some experience or Understanding of Hadoop and Big Data technologies
Domain knowledge of Consumer Banking and Customer Management/MDM areas are a plus
Oracle Database Analyst (ETL) Assignment Length6 Month ContractOracle Database Analyst (ETL) Start DateASAP**Please note that we are not able to work with candidates on H1B Visas or candidates represented by third parties**
",Contractor,NA,Other Great Industries,"Mount Laurel, NJ",NA,Oracle DBA,NA
77,Information Technology,MDI Group - IT Workforce Solutions for What's Next,Degree - 4 Year Degree,"
MDI Group is a premier IT workforce solutions provider with more than 25 years of expertise in finding “best fit” IT talent for mid-sized to Fortune 500 clients. We have established relationships with our clients and work directly with the hiring managers. Why MDI Group?...You can expect that we will learn what is most important to you in your job search and match that to the needs of our clients. We offer career coaching and resume services, skills certifications, interview preparation skills, health benefits and a 401K plan. We are currently interviewing for the following contract position: Oracle DBA  Contract  Fort Worth, TX Our client is looking for a Database Administrator (DBA) contractor for staff augmentation purposes to help manage its Oracle database environment. The position will be responsible for on-going administration of existing environments including defining, planning, implementing and supporting client’s physical Oracle databases for the enterprise. Candidate should possess extensive knowledge of all aspects of Oracle including monitoring and performance tuning. Oracle RAC DBA and DataGuard experience is mandatory. Knowledge & experience with SQL Server and DB2 database technologies is a plus. Duties and Responsibilities: •    Performs physical database administration (dba) tasks in Oracle. Also performs basic dba tasks in SQL Server and DB2 environments as necessary. •    Designs and builds simple to complex database structures from data models. •    Installs, configures and patches Oracle. •    Provide rotating 24x7 on-call support for client’s Oracle, SQL Server, and DB2 environments as necessary. •    Participates in design reviews as required to ensure database design meets application requirements. •    Designs, maintains, documents and executes database utilities to provide information regarding database activity. •    Proactively performs database monitoring and performance tuning tasks. •    Identify and provide solutions to performance issues in multiple database environments. •    Provides automation to standard dba tasks. Able to develop scripts on UNIX and Windows platforms as necessary. •    Reviews and enforces adherence to the company Architecture, as well as database design and usage standards. •    Understands database high availability technologies and guides client in implementing appropriate solutions. •    Builds and manages Data Guard Physical/Logical Standby Databases using Data Guard Broker •    Performs other duties as assigned. Qualifications: Required •    B.S. degree from an accredited university. •    MUST have solid Oracle RAC and DataGuard experience. •    8+ years of extensive experience with Oracle database installation / configuration best practices and Database upgrade/migration approaches. •    5+ years of experience installing, building, upgrading and supporting Oracle RAC environment, ASM, Grid/Cluster. •    In-depth knowledge and hands-on experience in the installation, configuration and troubleshooting of Oracle products and patches, including Oracle 12c, RAC, ASM, Clusterware, GoldenGate, Dataguard, Oracle Database Appliance (ODA), Oracle Enterprise Manager 12c. •    Experience in Oracle 12c RAC based environment - architecture, installation, building, upgrading and maintenance of Oracle RAC based environment in production. •    Experience with Oracle Goldengate replication configuration, maintenance and troubleshooting. •    Extensive experience in Oracle DataGuard replication and physical standby for Disaster recovery •    Working experience of Oracle Database Appliance. •    Strong knowledge of OEM 12C grid monitoring configuration. •    Strong working experience with RMAN configuration, Job maintenance and backup & recovery •    8+ years of experience in database/application performance tuning and monitoring tools including AWR, ADDM, ASH and Statspack. •    Experience in database problem identification, problem diagnosis and resolution. •    Experience in building data architecture models and enforcing enterprise architecture standards and guidelines. •    Candidate has excellent communication – ability to explain a technical problem to management. •    Candidate is a team player. Shares knowledge. Coaches team members. •    Ability to work on high performing teams and deliver under pressure situations. Preferred •    Experience in coding and/or debugging stored procedures •    Experience in working on complex application issues in a multi-tiered environment. •    Functional experience in multi-tiered application design and implementation. •    Functional experience in the development of railroad application systems would be desirable. •    Understanding of SAN technology and database dependency. •    One or more years of experience as physical dba in SQL Server or DB2. See our new look and learn why more than 25 years of IT focus makes MDI Group different at www.mdigroup.com!  
",Contractor,Experience - At least 5 year(s),Computer Software,"Fort Worth, TX",NA,Oracle DBA,NA
78,Information Technology,CEI Group,NA,"



Provide written and verbal recommendations to vendor supplied solutions including, but not limited to indexing, code modifications, process improvements and logical and physical data structures.
Provide technical assistance to developers, perform code reviews, identify inefficient code, provide suggestions for rewriting queries to ensure optimal execution
Responsible for administration, maintenance, performance monitoring and availability of enterprise Production SQL server environments
Ensure backup and recoverability of all enterprise SQL server databases.
Work with Data Architect on long term strategy to ensure integrated database systems. Advise on physical data model and implement changes.
Responsible for capturing various database, server, and application metrics, observing trends that will help longer-term capacity planning and analysis efforts
Contribute to the ongoing development of technology and production processes company-wide. Keep abreast of new design tools, hardware, software and technology and make recommendations for future deployment.
Participate in on-call rotation (1 week in 7)
Work closely with the infrastructure team to perform SQL Server installations and to configure hardware and software so that it functions optimally with the DBMS. Plan and implement database upgrades as needed.
Work closely with technical PM’s and other team members to ensure successful project deliveries.
Triage/track outstanding issues, analyze root cause, provide solutions to minimize future occurrences
Ensure appropriate procedures are followed for implementation of data and database changes.
Develop and adhere to common database standards and procedures within a production operations unit. Maintain documentation related to database platforms, guidelines, methods and standards.
Lead projects and efforts driven by database systems, such as upgrades, database appliance and consolidation.
Provide technical leadership. Mentor junior DBA’s on the team on database technical details.






8+ years of related experience in SQL Server, including replication, HA and DR techniques
Strong aptitude for tuning T-SQL
Experience in performance tuning, query optimization using Performance Monitor, SQL Profiler and other related monitoring/troubleshooting tools
Process oriented engineer with strong execution and follow through skills. Self-starter.
Experience supporting SQL Server editions 2005-2014 in a production environment
Strong working knowledge of Windows OS, physical hardware, storage systems, networking
Experience with AlwaysOn, clustering, replication, virtualization and high transactional enterprise systems.
Working experience with SSAS, SSRS desired
Strong written and oral communication skills.
Team player with the ability to multitask with minimal supervision. Excellent analytical and problem-solving skills.
Proven self-starter with initiative and ability to not only see the bigger picture but also effectively communicate to IT Management and SME’s in the business
SQL certification desired

",Contractor,8+ years,Computer Software,"Lexington, MA",NA,Sr. SQL Server DBA,NA
79,Other,"New York Community Bancorp, Inc.",NA,"
JOB SUMMARY A Database Administrator, Sr, works under limited supervision to design and maintain databases that control the operation of the Bank's applications systems. Evaluates, designs and/or modifies multiple and more complex existing or proposed systems to structure, utilize and/or access databases. As assigned, may develop, code, test, debug and/or maintain databases including Oracle, SQL Server, Sybase and DB2.  ESSENTIAL FUNCTIONS Manages and maintains all production, non-production and DR databases. Analyzes and supports database systems that tend to be of broader size and scope and of significant impact within a business context. Implements and/or integrates databases and/or client requirements related to databases requirements. Responsible for standards and design of physical data storage, maintenance, access and security administration. Performs backup and recovery on Database Management Systems, configures database parameters, and prototype designs against logical data models, defines data repository requirements, data dictionaries and warehousing requirements. Optimizes database access and allocates/re-allocates database resources for optimum configuration, database performance and cost. Performs work that is highly complex and varied in nature. Develops integrated solutions to resolve highly complex technical and business issues. Defines and discerns key aspects of a problem and develops an integrated solution within a broad technical and business context of significant impact. Provides guidance/training to more junior staff. Requires technical and business knowledge in multiple disciplines/processes. Consults with and advises users on access to various databases. Works directly with users to resolve data conflicts and inappropriate data usage. May generate scripts for administrative functions, devise sample test data, and run associated tests. Directs the maintenance and use of the corporate data dictionary. Adheres to polices, procedures and standards. Recommends changes in procedures. Ensures the accurate and timely communication of the status of assignment, job responsibilities, and the resolution of problems to the appropriate parties. Creates estimates and determines resource requirements for assignments and tracks progress against major milestones. Prepares status, and special analysis reports using project management methodologies. Participates in customer/user meetings as required. Maintains industry knowledge and participates in technical training as recommended or required by Manager. Performs special projects and additional duties and responsibilities as required. Where applicable and when performing the responsibilities of the job, employees are accountable to maintain Sarbanes-Oxley compliance and adhere to internal control policies and procedures.  EDUCATION AND EXPERIENCE Bachelor's degree in information technology or technical institute degree/certificate or equivalent application development experience. Certification in (or near completion of) Database Management Systems (DBMS) preferred. Minimum of five years of experience as a Database Administrator. Minimum of ten (10) years of IT work experience including managing team(s) responsible for SQL & Oracle database administration and support. Experience with web-enabled enterprise applications, protocols and standards. Experience deploying and supporting databases in a virtual environment. Extensive experience with SQL and Oracle vulnerability, hardening and patch management, including risk remediation. Experience supporting agile project initiatives. Experience with SQL programming such as T-SQL, including SQL queries, stored procedures & views. Application cluster experience required. Demonstrated experience in database administration, Microsoft SQL & Oracle. SQL Server 2008 R2 thru SQL 2016 and Oracle 12C. Proven experience in IT infrastructure planning and development.  KNOWLEDGE, SKILLS AND ABILITIES Expert knowledge of SQL & Oracle databases and the ability to obtain Microsoft SQL certifications. Comprehensive knowledge of, and the ability to apply some advanced concepts, practices and procedures used in designing and managing a database environment. Strong analytical and organizational skills. Excellent project management skills. Strong verbal and written communication skills, good negotiation skills. Detail oriented. Self-starter with positive initiative. Exercises sound judgment. Ability to manage multiple tasks simultaneously and meet established deadlines. Ability to work well with others, as well as independently. Access to reliable transportation with the ability to work *on-call* and respond to system support issues. Ability to train, delegate and review the work of lower level employees. Ability to prioritize and organize work assignments for a work group. Ability to maintain a professional composure with customers in difficult situations. Ability to maintain confidentiality with regard to customer information and employee records. Ability to travel 10% - 25% of the time.  ABOUT NEW YORK COMMUNITY BANCORP, INC. New York Community Bancorp, Inc. (NYSE: NYCB) is one of the 25 largest bank holding companies in the nation, with assets of $48.3 billion and a market cap of $6.4 billion at June 30, 2017. With deposits of $28.9 billion and 255 branches in Metro New York, New Jersey, Florida, Arizona, and Ohio, NYCB also rank among the largest depositories in the United States. NYCB operates through two banks with eight local divisions - New York Community Bank a savings bank with 225 branches throughout our five-state franchise; and New York Commercial Bank which has 30 branches. With a longstanding reputation for strength, stability and service, NYCB is proud to be committed to the communities it serves. To learn more about the NYCB Family of Banks visit us at www.mynycb.com  BRANCH OUT and help recruit top talent for NYCB through the employee referral program. All NYCB employees are encouraged to submit referrals. Locate top talent right in the community where you live, work and play. Amazing individuals are all around be sure to let them know how they can become a part of the NYCB family.  NYCB is an equal opportunity employer that prohibits discrimination in hiring or terms and conditions of employment on the basis of race, color, age, sex, national origin, ethnicity, religion, marital status, disability, military status, veteran status, domestic violence victim status, gender identity or expression, sexual orientation, genetic information or any other classification protected by the federal, state, and local laws and ordinances.   This policy is applicable to all terms and conditions of employment including, but not limited to: recruitment and selection, promotion and demotion, transfer, training and development, compensation, benefits, leaves of absence and termination. When necessary, NYCB will reasonably accommodate employees and applicants with disabilities or with religious requirements necessitating accommodation.   In addition, NYCB complies with all applicable laws which govern nondiscrimination in employment in every location in which NYCB does business.
",Full-Time,NA,Banking - Financial Services,"Smithtown, NY",NA,Database Administrator Sr,Travel - Up to 25%
80,Information Technology,Freedom Health,Degree - 4 Year Degree,"
Title
SQL Server DBA 
Full-Time/Part-Time
Full-Time 
Description
POSITION TITLE: SQL Server DBADEPARTMENT: Information Systems________________________________________________________________________GENERAL PURPOSE: The SQL Server Database Administrator (DBA) is responsible for effective provisioning, installation/configuration, security, operation, and maintenance of SQL server database management system.ESSENTIAL DUTIES AND RESPONSIBILITIES:
Database monitoring, administration, upgrades, backup, and disaster recovery planning & testing;
General responsibilities include maintenance of multiple environments (development, testing, and production), including patching, troubleshooting, object maintenance (e.g. partition, table, index, users/roles) creation/maintenance, space management, SSIS & SSRS deployments, and security management.
Add and maintain users on the SQL Servers Databases; assigning application (SQL) access, ensuring security, and maintaining their configurations are within standards;
Work closely with remote DBA services vendor to support day to day management of database environments and ensure database stability and performance.

Work with cross functional IS teams to accommodate the database design and administrative needs, such as working on effective solutions for database implementations and deployment of database changes to the higher environments.
Develop an expert knowledge of applications being used to provide high levels of support to users;
Participate in the development of long range planning for new projects and facilities; serve in an advisory capacity on database procedures and methods.
Design, document, and implement effective utilization of resources for optimal performance and enforce database standards and database use guidelines.
Ensure that external and internal regulations and policies governing data management are met including regulations concerning security, audit ability and privacy.
Perform other duties as assigned.
QUALIFICATIONS AND REQUIREMENTS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.EDUCATION and/or EXPERIENCE: An undergraduate degree with a technical major such as Information Technology, MIS, or Computer Science from an accredited institution of higher learning; minimum 5 years of experience working as a SQLServer database administrator; or an equivalent combination of education, training and experience.NECESSARY KNOWLEDGE, SKILLS AND ABILITIES: Ability to: work from designated office for collaborative/interactive fulfillment of duties; concentrate in an open-office “cubicle” environment; appropriately and directly interact with other staff members and/or outside associates; perform telephone and/or computer work for extended periods of time; operate office equipment such as computer, telephone, and copy/scan/fax machine; attend and participate in meetings via phone, computer, or in person.
Experience managing SQL Servers 2016/2014/2012/2008R2, SQL Clustering, and SQL Backups.
Must have extensive experience with TSQL, with good understanding of OLAP and OLTP databases of SQL 2008 and above.
Strong Experience with database recovery solutions, such as backups and restores with good understanding of transactional process of SQL Server databases.
Strong SQL Server database maintenance and performance tuning skills.
Expertise in database replication, mirroring and other high availability methodologies.
Experience with SQL server version upgrade and migration.
Knowledge and experience of database management in cloud environment i.e. Azure, AWS etc.
Knowledge of database performance monitoring tools i.e. Solarwinds DPA.
Knowledge of the Software Development Life Cycle, Agile/SCRUM methodologies.
Results-driven with the ability to take initiatives, handle multiple tasks and shifting priorities and meet deadlines.
Experience creating data models, ERDs, writing and maintaining technical documentation.
Excellent oral and written communication skills including good grammar, voice and diction.
Responsibilities sometimes require working evenings and weekends, sometimes with little advance notice.
LICENSING AND CERTIFICATION: MCSA/MCSE in SQL 20016/2014/2012.WHAT WE OFFER:Benefits include:
Paid Vacation time
Paid Holidays
401k employer match
Full line of Healthcare Benefits
Opportunities for career advancement
We are proud to be an EEO/AA employer M/F/D/V. We maintain a drug-free workplace and perform pre-employment substance abuse testing. 
Position
SQL Server DBA 
Position Requirements
 
Req Number
INF-18-00010 
Open Date
4/3/2018
",Full-Time,5 years,"Healthcare - Health Services, Insurance, Other Great Industries","Tampa, FL",NA,SQL Server DBA,NA
