,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
25,"Engineering, Information Technology, Design",CyberCoders,Degree - None,"
This position is open as of 4/23/2018.Deep Learning, Computer Vision, Algorithm EngineerIf you are a Deep Learning, Computer Vision, Algorithm Engineer with experience, please read on!Top Reasons to Work with Us1. Based in Santa Clara, we are a leading developer of low-power, high-definition and Ultra HD video compression and image processing solutions.2. Our company has been around for over a decade, so we offer a unique balance of stability and a small, tight-knit feel.3. You will have the chance to work on exciting new development projects with a talented team.What You Will Be Doing- Developing and prototyping novel algorithms for various computer vision and deep learning projects.- Validation and performance assessment on large-scale datasets.- Cross functional support for transfer into our future products.What You Need for this Position- PhD or Masters in Computer Science or Electrical Engineering or related field.- Strong research background and hands-on experience in deep learning and its applications to computer vision (e.g. object detection and tracking, semantic segmentation).- Extensive experience with using Caffe or similar platforms (TensorFlow, Theano, etc.)- Strong programming skills in C/C++, CUDA, Python or Matlab.- Experience in porting computer vision algorithms to embedded systems and optimizing code for such platforms is a bonus.- Experience in research of convolutional neural network, recurrent neural network, or reinforcement learning is a strong plus.What's In It for You- Competitive salary - Full Benefits - 401k- PTO- Great Place to WorkSo, if you are a Deep Learning, Computer Vision, Algorithm Engineer with experience, please apply today!Required SkillsDeep Learning, Machine Learning, C/C++, CaffeIf you are a good fit for the Deep Learning, Computer Vision, Algorithm Engineer position, and have a background that includes:Deep Learning, Machine Learning, C/C++, Caffe and you are interested in working the following job types:Engineering, Information Technology, DesignWithin the following industries:Computer SoftwareOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you! CyberCoders, Inc is proud to be an Equal Opportunity Employer  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.  Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Deep Learning, Machine Learning, C/C++, Caffe
",Full-Time,Experience - None,Computer Software,"Santa Clara, CA 95050","$130,000.00 - $160,000.00 /Year","Deep Learning, Computer Vision, Algorithm Engineer",NA
26,"Engineering, Manufacturing",Randstad Engineering,Degree - 4 Year Degree,"
Reliability Engineer Job Contract position: A leader in electronics, healthcare and lighting is looking for a Reliability Engineer in the Bothell, WA area. This is a 7-month CONTRACT position. No per diem is available.Responsibilities for the Reliability Engineer
Work hand in hand with the program manager, product manager, and cross functional leads to ensure the overall product/solution system integrity from concept to end of life of the product.
Meet all expectations from major stake holders like manufacturing, quality, regulatory bodies, and reliability in addition to customer and patients. 
Provide technical risk assessment and plans to program management and business teams. Support competitive benchmarking analyses to drive ongoing product improvements and enhancements.
Requirements for the Reliability Engineer
Bachelor's degree in a related technical field (EE, ME, Bio medical, Systems Engineering or Chemical Engineering). MS preferred. 
10 years� experience in a fast paced, client focused, electro-mechanical, embedded systems, solutions and services industry (Medical industry experience desired, automotive, aerospace and/or defense industries is also preferred). 
Benefits
401k
Healthcare
 
",Contractor,Experience - At least 1 year(s),Manufacturing,"Bothell, WA 98021",$81.00 - $103.00 /Hour,Reliability Engineer,NA
27,Engineering,Randstad Engineering,Degree - 4 Year Degree,"
R&D Engineer Job Contract position: Immediate openings for a R&D Engineer in the Hazelwood MO. This is a 12 month contract opportunity with a major healthcare company. Successful candidates will lead remediation work on assigned Design History Files. Looking to hire immediately!Responsibilities for the R&D Engineer
A gap assessment to appropriate industry standards and internal procedures, generate rationales, and perform design and development activities
Prepare full DHF documentation in accordance with relevant internal SOPs and Design Control
Effectively communicate and work cooperatively with others as part of a team
Share information, status, needs, and issues with the site lead and project team members in order to inform, gain input, and support decision-making
Requirements for the R&D Engineer
BS degree in Engineering 
3+ years medical product or medical device R&D experience
3+ years DHF remediation experience 
BenefitsContractor benefits offered 
",Contractor,Experience - At least 1 year(s),"Energy - Utilities - Gas - Electric, Consulting","Hazelwood, MO 63042",$28.00 - $33.00 /Hour,R&D Engineer,NA
28,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 03900-0010391347Classification: Systems AdministratorCompensation: $126,000.00 to $160,000.00 per yearRHT is looking for an experienced Reliability Engineer to join a growing eCommerce team and oversee application operations and infrastructure. As a Reliability Engineer, you will be responsible for overseeing the transition and management of services/applications to production environment with deep focus on architecture, production operations, and capacity planning and performance management. The role provides a mixture of production platform ownership as well as engineering. You will solve challenging technical problems, identify improvements and work on implementing your recommendations. Key skills required are Penetration testing and security testing, application development (preferably in a Java environment). Relocation is available for the right candidate.

Bachelor's degree in Computer Science or related field preferred; 5+ years of experience in the role of a Software Engineer or similar; Strong software development background in Java/J2EE Technologies; Experience with scripting (Shell, Python etc.) and good understanding of Unix/Linux, Networking/Load balancers/Firewalls; Experience Configuring and tuning Application servers like Tomcat/JBoss/WebLogic and Web Servers like Apache/Nginx for high volume online eCommerce systemsTechnology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Full-Time,5+ years,"Computer Hardware, Computer Software","Germantown, TN 38138","$126,000.00 - $160,000.00 /Year",Reliability Engineer,NA
29,"Engineering, Manufacturing, Installation - Maint - Repair","JSK Recruiting, Inc",Degree - 4 Year Degree,"

Reliability Engineer 

Global manufacturer with over 25 facilities. This is the largest facility and their global headquarters.
They recently expanded to a new facility and is looking for a Reliability Engineer to improve the efficiencies and layout of the operation
Local candidates preferred and sponsorship is not available

Responsibilities

Lead root cause analysis of failures and drive implementation of corrective actions.
Originate, develop, and facilitate analysis methods for determining the reliability of components and equipment
Evaluate and communicate solutions for developing/leveraging as Most Effective Technology (MET) 1, 2, or 3.
Achieve Asset Mechanical Reliability (AMR) business objectives and assist businesses in meeting Operational Reliability and Asset Capability (AC) objectives
Monitor the execution and effectiveness of the PM programs, identify and deficiencies, and implement corrective actions as necessary
Use reliability engineering principles and tools (such as Weibull, RCI, FMEA) to improve Asset Capability (AC) and Asset Mechanical Reliability (AMR) and long-term cost of ownership of the facility.
Provide leadership and technical support to cultivate a proactive maintenance service department
Utilize the equipment downtime database to identify trends and premature failure issues, and implement corrective actions to address and track progress
Design, develop, and implement equipment changes that will correct reliability, improve productivity, improve efficiencies, and increase quality product yield.
Attend daily meetings to drive immediate continuous improvement and compliance to productivity goals






Bachelor’s degree required; ideally in Engineering, Mechanical, Electrical or related field of study.
Preferred certification in industrial standard reliability expertise; CMRP, CRL, or other related certifications
7+ years of experience in an industrial facility with progressive engineering and reliability centered maintenance applications
Comprehensive engineering experience including all aspects of large power train components, hydraulics, pneumatics, components, process controls, (PLC) logic, steam and power generation
Experience with chemical, foods, or consumers products manufacturing
Experience in and working knowledge of Statistical Data Analysis and Process Control (SPC) as required for maintenance and equipment performance assessments. Working knowhow of ‘Minitab’ software is preferred
Demonstrated experience in industry standard comprehensive reliability programs
Motivated, self-starter, team player and someone who wants to work in a very fast paced evolving environment

",Full-Time,Experience - At least 7 year(s),"Consumer Products, Food, Chemical","Carol Stream, IL","$95,000.00 - $105,000.00 /Year",Reliability Engineer,Travel - None
30,"Information Technology, Engineering, Professional Services",CyberCoders,Degree - 4 Year Degree,"
This position is open as of 4/23/2018.Senior Computer Vision Engineer - 3D/VRIf you are a Lead Computer Vision Engineer with experience, please read on! Note that if you do not fill out the 5 minute questionnaire, you are unlikely to be considered and are 3X less likely to be interviewed. We are hiring a Senior Computer Vision Engineer to work with and lead a team of engineers working on a web-based, augmented reality advertising platform. We are focusing on turning common digital ads into an immersive and engaging experience for millions of ad viewers. Projects range from building 3D AR experiences, facial masks, and virtual try-ons that are built in C++ and ported to the web. We are looking for a hacker who can solve problems quickly and effectively.Top Reasons to Work with UsYou can help create something special! We are the leading augmented and virtual reality advertising platform enabling marketers to captivate and engage audiences with immersive media at scale. We need the next wave of great people to help us dominate and reinvigorate the market.What You Will Be DoingResponsibilities:Work with a team talented software engineers to build immersive 3D augmented reality experiencesBuild tools and libraries that further enable the creative team to build uniquely engaging AR experiences with our proprietary platformCreate innovative and powerful computer vision technologies for use on webWhat You Need for this PositionWhat we're looking for:5+ years of software development experience with C++, Python, or JavaScriptExperience with any: LLVMs, Emscripten, Embind, WebIDL, ASM, WebAssemblyExperience implementing and optimizing 3D experiences based on DirectX, OpenGL, or WebGLBS degree in Computer Science or related technical field, or equivalent experience in the industryAn understanding of 3D multiview geometry, bundle adjustment, and SLAMAn understanding of sensor fusion, utilizing camera data and sensor data such as inertial or depthExperience with image feature extraction, tracking, and matchingAn understanding of 3D reconstruction from camera images and depth sensorsExperience classifying objects, matching templates, or using other machine learning methods for computer visionExperience with real-time monocular and/or multi-camera computer vision systemsStrong algorithmic and code-level optimization skillBonus:-Master's degree or PhD with a focus on computer vision or machine learning-Deep understanding of the web and web based applications-Knowledge of common web frameworks (ThreeJS, A-Frame, React)What's In It for You$120K-140K BaseDifference making equityAll the benefits and perks of an innovative and established 3D/AR companyLocated in the beautiful city of Santa Monica!So, if you are a Lead Computer Vision Engineer with experience, please apply today!Required SkillsC++, Python, 3D Modeling, 3D Reconstruction, JavaScript, LLVMs, Emscripten, ASM, DirectX, OpenGLIf you are a good fit for the Lead Computer Vision Engineer - 3D/VR position, and have a background that includes:C++, Python, 3D Modeling, 3D Reconstruction, JavaScript, LLVMs, Emscripten, ASM, DirectX, OpenGL and you are interested in working the following job types:Information Technology, Engineering, Professional ServicesWithin the following industries:Computer SoftwareOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you! CyberCoders, Inc is proud to be an Equal Opportunity Employer  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.  Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire. CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance.

C++, Python, 3D Modeling, 3D Reconstruction, JavaScript, LLVMs, Emscripten, ASM, DirectX, OpenGL
",Full-Time,Experience - At least 3 year(s),Computer Software,"Santa Monica, CA 90401","$120,000.00 - $140,000.00 /Year",Lead Computer Vision Engineer,NA
31,"Engineering, Manufacturing",NA,Degree - 4 Year Degree,"
Reliability Engineer (Direct Hire)

Description for Reliability Engineer:
The Reliability Engineer will reside at our Cleveland site and will be responsible for the implementation of the proactive maintenance strategy in our manufacturing processes with strong ties to the use of the latest technologies and equipment. It is a lead role for driving continuous improvement and reliability excellence in existing and future manufacturing systems. It is a strategic engineering focus on equipment in order to minimize the total life cycle cost to the business by assessing the capabilities of the equipment, identifying potential failure modes, and identifying and implementing optimal equipment maintenance strategies.
Responsibilities for Reliability Engineer: 

Lead the change from a reactive to proactive maintenance environment;
Analyzes OEE data collected by Operations via pareto charts to help establish priorities to identify and target equipment bad-actors;
Promote and lead root cause problem solving teams to improve equipment reliability and reduce overall assets costs;
Drive corrective/preventative actions to completion;
Implement systemic, sustainable solutions to prevent equipment problems from recurring;
Assist in developing and executing maintenance strategies which strive towards predictive/preventative approaches to improving equipment health;
Evaluate existing manufacturing systems and execute actions to drive safety, productivity, quality, and cost improvements;
Work closely with outside contractors and engineering firms to execute equipment reliability improving activities safely, on-time, and on budget;
Provide hands-on technical support / trouble shooting to solve recurring problems to root cause;
Lead and facilitate Failure Mode and Effects Analysis (FMEA) for critical equipment, identifying specific failure modes, and corrective/preventative actions;
Develop and implement specific recommendations based on failure data analysis to reduce failures (increased MTBF) and reduce cycle time;
Define, develop and optimize Preventative and Predictive maintenance strategies / technologies / quality / frequency to provide the most cost-effective outcome for the business;
Incorporate appropriate Condition Monitoring such as the study of corrosion, vibration, fatigue, wear, and erosion rates in planned and predictive activities to maximize equipment reliability;
Review and optimize Lubrication requirements, methods and frequencies;
Review and update the CMMS plant equipment asset hierarchy;
Provide detailed cost/benefit analysis to support recommended equipment maintenance strategies;
Provide manufacturing decision-making information by calculating maintenance labor, cost estimates, reviewing production schedules; estimating future requirements;
Tracks/monitors/records effect of completed improvement actions and money saved;
Monitor equipment health and audits compliance to the equipment management strategies and relevant standards;
Initiates/assists in business case development and current condition identification for equipment reliability, maintenance improvement & new equipment capital projects;
Participates in capital & maintenance project teams for ensuring the application of reliability principles to maximize plant reliability at the conceptual and design stages, and ensuring alignment with the business requirements;
Participate in development/analysis of conceptual solutions and ensures that equipment reliability is incorporated into appropriate capital projects, providing total Life Cycle Cost (LCC) analysis;
Support the operation’s EH&S initiatives and communicates with contractors and vendors on compliance with Alcoa EH&S policy, procedures and standards;
""Champions"" equipment/maintenance/failure data collection and recording standardization and integrity in the CMMS and appropriate systems;

Major Activities and Key Challenges Include:

Seek cooperation from, persuade or influence others, and must develop relationships and persuade others to resolve problems, change people's minds, or directly produce customer satisfaction;
Deal with sensitive interpersonal situations - must motivate others, negotiate with others to obtain desired results;
Identify knowledge gaps and act as a translator/training between the language of business (availability, MTBF, Downtime, Utilization, Root Causes, etc.) to the language of the shop floor to both operations and maintenance;
Understand the proactive maintenance philosophy and implementing the maintenance strategic plan to ensure cost effective asset management, long term viability of equipment, long term improvement of the maintenance organization and competent, well-rounded individuals to support operations;
Plays an active role in fostering change and innovation to support the achievement of cost reduction and productivity improvement opportunities supporting the continuous improvement process to achieve the organization’s production, cost and quality objectives;
Recognize and reward people in their organizations for working as a team to meet the plant business objectives;
Possess strong analytic problem solving: able to develop and use structured approaches to identify root causes and recommend resolutions;
Read and understand process sheets, schematics, and blue prints.



 Requirements for Reliability Engineer:

Bachelor’s degree in Mechanical Engineering or Mechanical Engineering Technology from an accredited institution;
Employees must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.

Preferred Qualifications

Project Management skills and ability to manage multiple projects simultaneously to meet objectives and key deadlines;
Experience in Manufacturing and / or Plant setting;
Hands-on experience in hydraulics and machine lubrication;
Working knowledge of forging, heat treat processed, and associated equipment;
Experience with computerized maintenance management systems (CMMS);
Experience with industrial robotic technology;
Experience in Predictive/Condition Based Monitoring technologies, such as Vibration Analysis, Thermography, Ultrasonic Examination, Oil Analysis, etc;
A working knowledge of principles and concepts of Lean Manufacturing;
Computer experience with MS Office Products.

",Full-Time,Experience - At least 3 year(s),Manufacturing,"Cleveland, OH","$70,000.00 - $90,000.00 /Year",Reliability Engineer,Travel - Negligible
32,"Finance, Information Technology, Research",Eckhardt Trading Company,Degree - 4 Year Degree,"
We are expanding our Algorithmic Futures Trading Research team. We are seeking an intelligent degreed person with excellent programming and communication skills to support our automated futures trading efforts.

We offer an informal but demanding environment where you will interact with the best minds in the futures business.

You must have three or more years of experience programming with C, C++, or FORTRAN on machines running Linux, *BSD or other UNIX, or OpenVMS. You must have a degree (Master's or PhD preferred) in one of the physical sciences, computer science, mathematics, statistics or engineering.

You must be a US citizen, a permanent resident, or hold an H-1B visa with 3 or more years remaining. We will not sponsor a candidate needing an H-1B visa.

The best candidate will also have experience in the following:
  Automated futures trading technology
  Flextrade and its API
  Futures data feeds
  Network, multi-threaded, and sockets programming
  Linux and Windows APIs
  Operating system installation and maintenance
  Server, desktop, and network hardware
  Excellent written and oral presentation skills

We are located in the southwest corner of the Chicago business district.

We do NOT accept third-party applications.

You must have three or more years of experience programming with C, C++, or FORTRAN on machines running Linux, *BSD or other UNIX, or OpenVMS. You must have a degree (Master's or PhD preferred) in one of the physical sciences, computer science, mathematics, statistics or engineering.

You must be a US citizen, a permanent resident, or hold an H-1B visa with 3 or more years remaining. We will not sponsor a candidate needing an H-1B visa.

",Full-Time,Experience - At least 3 year(s),Banking - Financial Services,"Chicago, IL",NA,Algorithmic Futures Trading Research and Support,Travel - Negligible
33,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 01400-0010409018Classification: Business AnalystCompensation: $47.50 to $55.00 per hourA client of ours on the northwest side of Indianapolis has an immediate need for a Data Scientist. This Data Scientist must have experience gathering and creating a process for data management from the ground up. What you get to do everyday  Work closely with different lines of business to develop a plan and strategy around gathering and utilizing data  Lead and architect data best practices  Assist sales and marketing teams better understand data, and determine business patterns  Utilize Microsoft BI Stack What you bring to the role  Hands on experience creating a data plan from the ground up  Great communication skills  Strong business acumen  Microsoft BI expertise This is a contract to hire, looking to interview immediately. All interested candidates can call Austin at 317-687-3275 for more details, or send resumes directly to [Click Here to Email Your Resumé]

BI - Business Intelligence, Data Architecture, Data Warehousing, ETL - Extract Transform Load, SSAS - SQL Server Analysis Services, SSRS - SQL Server Reporting ServicesTechnology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Contractor,65 years,"Computer Hardware, Computer Software","Indianapolis, IN 46268",$47.50 - $55.00 /Hour,Data Scientist,NA
34,"Facilities, Manufacturing, Engineering","Specialized Career Search, Inc.",Degree - 4 Year Degree,"
The Company
Global building materials company providing high quality products and reliable service to customer and communities in more than 50 countries throughout the world.

Summary
The Reliability Engineer will support planning of major and specialized maintenance jobs. The Reliability Engineer will develop and execute preventive, predictive and corrective maintenance activity programs, and provide technical support to maintenance and operations functions in continuous improvement activities.

The Responsibilities of the Reliability Engineer

The Reliability Engineer will develop and propose preventive, predictive and autonomous maintenance plans that equipment require from their start-up and throughout their life cycle
The Reliability Engineer will suggest specific activities for inspection, lubrication, cleaning and change of parts to equipment, based on recommendations from the manufacturer, the supplier and from the own experience of the personnel in plant
The Reliability Engineer will provide technical support and follow-up to major and highly specialized maintenance jobs.
The Reliability Engineer will assure that all maintenance and operating tasks in the plant are scheduled and planned as specified, following up the quality of jobs.
The Reliability Engineer will plan major shutdown work requests with a high degree of specialization, regarding instructions, human resources estimates, materials, special tools and estimated duration of the job.







Bachelor’s in Mechanical Engineering or equivalent
1 to 3 years of experience in heavy industrial/heavy manufacturing maintenance preferred








",Full-Time,Experience - 1 to greater than 15 years,"Industrial, Manufacturing, Building Materials","Knoxville, TN",NA,Reliability Engineer,NA
35,Biotech,SVS Group,NA,"
SVS Group is in search of a Data Scientist for an up-and-coming biotech company.
Seeking only San Francisco Bay Area-based Data Scientists at this time.
Responsibilities:

Statistical analysis of experimental and user trial data - starting with ETL (extract, transform and load), including computation of confidence intervals, p-values, t-tests, etc.
Fit data to chemical and physical models and analyze results
Create analysis procedures that scale easily with both the amount of data being generated in the R&D group as well as during sensor production
Analyze historical database of in vitro and in vivo data
Present data and insights to the R&D and Engineering teams

Salary: DOE



Strong background in classical statistics (random processes, probability, point/interval estimation, hypothesis testing) and time series analysis
Excellent software development skills in Python and using numpy, scipy, pandas and other scientific computation libraries
Strong background in data mining, data analysis, and clear, readable report generation
Strong SQL skills
Experience with chemistry and experimental analysis
Ph.D. or Masters in Applied Mathematics, Statistics, Bio-statistics, Physics, Chemistry, Engineering or related field is preferred with +1 years of industry experience

",Full-Time,1 years,Healthcare - Health Services,"Burlingame, CA",NA,Data Scientist Needed for an Up-and-Coming Biotech Company,NA
36,Skilled Labor - Trades,Infinity Consulting Solutions,NA,"
Job Description - Machine Learning Specialist
MACHINE LEARNING SCIENTIST
Seeking an experienced Machine Learning Scientist to join an established and growing data-centric organization downtown.  The Machine Learning Scientist will be responsible for machine learning and statistical techniques to address business goals and assess future enhancements for the company's platform. Ideal candidates will have strong fundamentals in statistical methods, machine learning as well as experience in product-focused software development.  The Machine Learning Specialist will be integral in evaluating the possibilities for future product enhancements, developing proof-of-concepts, and creating documentation to guide the development of market-ready tools by other developers on the team.  
 
Responsibilities:
Contribute to the development of new products through analysis, sound engineering, and the application of machine learning.
Create such things as visualizations, metrics, algorithms, statistical tests, classifiers/regressors, and data structures.
Locate and vet new libraries, data stores, algorithms, and other new technologies to support the various data products.
Build tools to make your work, the work of the analytics team, and analysis efforts in the entire company easier, more repeatable, and higher quality.
Participate in research to keep our products competitive and intelligent through machine learning and artificial intelligence. 
Provide consultation to all areas of the business about what is impossible, maybe possible, or possible as it relates to machine learning.
Promulgate analysis techniques and technologies through the organization.
Manage workflow using JIRA, participate in discovery and sprint planning.
Collaborate with product management and engineering groups to commercialize data products.
 
Requirements:
Graduate degree in an analytical field (computer science, applied statistics, etc.)
Solid experience with or demonstrated knowledge of Machine Learning techniques.  
Natural Language Processing, is a plus.
Some intriguing stories about how you've employed clustering, regression, classification, anomaly detection to solve business problems.
Experience with tools for preprocessing, automated model selection and hyper-parameter optimization.  Experience with TensorFlow and Keras is a plus.
Strong programming skills, preferably using some combination of Python, R, Java, and Groovy.  Experience developing scalable algorithms using Spark, Beam or other big data tools.
SQL
Ability to match the appropriate analytical technique to sometimes ambiguous problems and large, messy & unstructured data sets.
High energy and drive, coupled with resourcefulness, required to succeed in a start-up environment
Passion for problem solving and knowledge sharing
Ability to shift priorities quickly and efficiently, and easily adapt to change
Exceptional written and verbal communication skills


 
",Full-Time,NA,Other Great Industries,"Chicago, IL",NA,Machine Learning Specialist,NA
37,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 01020-9501209951Classification: Database DeveloperCompensation: $40.00 to $50.00 per hourRobert Half Technology is looking for a Data Mining Engineer for a 12 month contract opportunity in Coral Gables, FL with a leader in the insurance industry. The ideal candidate will bring to bear a strong background in developing for web crawling, screen scraping and data mining. Your day-to-day and responsibilities will consist of building and deploying a new data mining system in support of building complex data aggregation pipelines to support actuarial determinations.   For further information on this opportunity, please email: pavel[dot]raphael[at]rht[dot]com  For immediate consideration, please email an updated copy of your resume to: pavel[dot]raphael[at]rht[dot]com (please include the title of the position you are applying to)   Compensation is in the $40/hour to $50/hour (W-2) range, contingent on experience.   Benefits coverage is provided by Robert Half Technology for the duration of the contract (please note - some benefits become available only after certain hours-worked thresholds have been met):  Medical insurance Dental insurance Short-term disability insurance Critical illness insurance 24-Hour group accident insurance AD D insurance Vision insurance Performance and completion bonuses Tuition reimbursement 401(k) Paid-time off (PTO)  While under contract you will be under the employ of Robert Half Technology. Pay is disbursed weekly.

Technologies, experience, and qualifications you bring to the table (please note  lacking experience in one or more of the below does not necessarily disqualify you from this position):  A Bachelor's degree in a STEM field preferred (Computer Science/Engineering, Mathematics/Applied Mathematics, Science) Five years of development experience working with web crawler and/or screen scraping code. Hands-on experience with automation testing tools preferred.  For immediate consideration, please email an updated copy of your resume to: pavel[dot]raphael[at]rht[dot]com (please include the title of the position you are applying to)Technology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Full-Time,65 years,"Computer Hardware, Computer Software","Miami, FL 33134",$40.00 - $50.00 /Hour,Data Mining Engineer,NA
38,Media - Journalism - Newspaper,FRG Technology Consulting,Degree - 4 Year Degree,"
My client is a Fortune 500 company that is looking to expand their Data Science team and bring on an experienced Data Scientist. This is a full-time, permanent opportunity offering a great salary and opportunity to work with the newest technologies!Requirements and Responsibilities *experience as a Data Scientist/Data Engineer*hands on experience with Redshift and other AWS technologies*experience with preferrably Python or other programming languages*Managing Big Data Infrastructure*Work with other Data teamsBenefits:*Opportunity to work with the newest technologies!*Full health/dental/vision coverage*Paid Time Off*State of the art FacilitiesPlease send your resume to [Click Here to Email Your Resumé] or call 212-731-8282!
",Full-Time,Experience - At least 5 year(s),Newspaper,"New York, NY","$130,000.00 - $210,000.00 /Year",Data Scientist (Redshift & Python)-NYC-$150k-210k,NA
39,Research,Aerotek,NA,"
Usability Researcher:Job Description:* Conduct user and market research to understand the needs and desires of your target audience. Research, document and deliver detailed reviews of competitive products including analysis of product features, design, perceived strengths and weaknesses. Research, document and deliver detailed reviews of MSFT products including comparisons to past, current and future competitive offerings. Document and present recommendations based on research and analysis. Work with the supervising Usability Engineer or Manager in identifying and addressing critical usability issues. Candidate Requirements:Top 3 must-have hard skills:* Experience in user research.* Ability to collaborate with the team; Strategy direction.* Testing tools knowledge; should be familiar with the lab set ups and remote testing.If you are interested, please call me at (425) 305-3629 or email me at !About Aerotek: We know that a company's success starts with its employees. We also know that an individual's success starts with the right career opportunity. As a Best of Staffing® Client and Talent leader, Aerotek's people-focused approach yields competitive advantage for our clients and rewarding careers for our contract employees. Since 1983, Aerotek has grown to become a leader in recruiting and staffing services. With more than 250 non-franchised offices, Aerotek's 8,000 internal employees serve more than 300,000 contract employees and 18,000 clients every year. Aerotek is an Allegis Group company, the global leader in talent solutions. Learn more at Aerotek.com.The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please call 888-237-6835 or email accommodation@aerotek .com for other accommodation options. However, if you have questions about this position, please contact the Recruiter located at the bottom of the job posting. The Recruiter is the sole point of contact for questions about this position.
",Full-Time,NA,Other Great Industries,"Redmond, WA",$30.00 /Hour,Usability Researcher,NA
